board,rep,strategy,n_lots,n_open_excl,mean_net_pct,win_rate,net_won_mean,n_replaced,n_dropped,dup_pi,dup_real
fake,14,book_pullback_ma20,17913,103,-0.043211,0.408809,-394,8153,0,973,8306
fake,15,book_pullback_ma20,17899,117,-0.309073,0.400525,-3051,8107,0,981,8263
fake,16,book_pullback_ma20,17902,114,-0.035007,0.397106,-302,8095,0,978,8240
fake,17,book_pullback_ma20,17908,108,-0.066945,0.404903,-615,8089,0,986,8209
fake,18,book_pullback_ma20,17896,120,-0.268871,0.409198,-2678,7994,0,992,8139
fake,19,book_pullback_ma20,17917,99,-0.238637,0.406095,-2347,7951,0,971,8084
fake,20,book_pullback_ma20,17910,106,-0.165201,0.404411,-1656,8182,0,1004,8308
fake,21,book_pullback_ma20,17896,120,-0.157147,0.403051,-1513,8264,0,976,8402
fake,22,book_pullback_ma20,17914,102,-0.286658,0.402981,-2812,7944,0,1006,8070
fake,23,book_pullback_ma20,17903,113,-0.115843,0.406021,-1158,7961,0,996,8077
fake,24,book_pullback_ma20,17893,123,-0.171951,0.408596,-1715,7962,0,976,8099
fake,25,book_pullback_ma20,17902,114,-0.039222,0.408055,-363,8189,0,982,8286
fake,26,book_pullback_ma20,17902,114,0.32594,0.410066,3280,8398,0,977,8534
fake,27,book_pullback_ma20,17900,116,-0.053949,0.402793,-529,8122,0,980,8220
fake,28,book_pullback_ma20,17888,128,-0.11999,0.400212,-1175,8576,0,960,8662
fake,29,book_pullback_ma20,17901,115,-0.186278,0.408134,-1823,8138,0,980,8274
fake,30,book_pullback_ma20,17923,93,-0.163419,0.40674,-1594,8235,0,976,8330
fake,31,book_pullback_ma20,17904,112,-0.125114,0.402815,-1197,7961,0,980,8089
fake,32,book_pullback_ma20,17915,101,0.054488,0.408429,566,8101,0,985,8230
fake,33,book_pullback_ma20,17921,95,-0.01114,0.406506,-98,8054,0,971,8161
fake,34,book_pullback_ma20,17915,101,-0.117664,0.408373,-1182,8332,0,937,8452
fake,35,book_pullback_ma20,17921,95,-0.050244,0.408292,-498,8268,0,973,8379
fake,36,book_pullback_ma20,17901,115,0.271783,0.408525,2728,8180,0,969,8339
fake,37,book_pullback_ma20,17915,101,-0.049883,0.404689,-484,8106,0,951,8226
fake,38,book_pullback_ma20,17913,103,-0.040382,0.411489,-388,8281,0,979,8396
fake,39,book_pullback_ma20,17917,99,0.143311,0.405983,1430,8223,0,959,8332
fake,40,book_pullback_ma20,17914,102,-0.076643,0.400246,-752,8462,0,977,8591
fake,41,book_pullback_ma20,17918,98,-0.085131,0.401496,-847,8347,0,970,8436
fake,42,book_pullback_ma20,17912,104,-0.344069,0.39828,-3386,8406,0,937,8491
fake,43,book_pullback_ma20,17915,101,-0.340102,0.396818,-3347,8326,0,953,8440
fake,44,book_pullback_ma20,17902,114,-0.205169,0.398615,-2008,8050,0,985,8199
fake,45,book_pullback_ma20,17905,111,-0.226648,0.399944,-2211,8224,0,988,8341
fake,46,book_pullback_ma20,17905,111,-0.201351,0.406088,-1989,8490,0,972,8604
fake,47,book_pullback_ma20,17905,111,-0.218286,0.407819,-2174,8382,0,961,8495
fake,48,book_pullback_ma20,17917,99,-0.306828,0.397444,-3028,8387,0,979,8459
fake,49,book_pullback_ma20,17894,122,0.154437,0.404158,1551,8287,0,972,8394
fake,50,book_pullback_ma20,17904,112,-0.0575,0.406055,-576,8170,0,963,8288
fake,51,book_pullback_ma20,17915,101,0.212757,0.402735,2149,8297,0,984,8416
fake,52,book_pullback_ma20,17891,125,0.025105,0.402549,325,7952,0,976,8093
fake,53,book_pullback_ma20,17905,111,-0.099548,0.402848,-1005,8218,0,1000,8350
fake,54,book_pullback_ma20,17904,112,-0.075565,0.405664,-720,8412,0,971,8509
fake,55,book_pullback_ma20,17905,111,-0.197603,0.399944,-1945,8221,0,965,8347
fake,56,book_pullback_ma20,17888,128,0.099382,0.409213,1016,8062,0,984,8215
fake,57,book_pullback_ma20,17902,114,-0.162774,0.410178,-1609,8166,0,978,8267
fake,58,book_pullback_ma20,17907,109,-0.276943,0.404255,-2727,8304,0,972,8410
fake,59,book_pullback_ma20,17914,102,-0.069573,0.40901,-689,8447,0,969,8535
fake,60,book_pullback_ma20,17902,114,-0.023485,0.408837,-204,8230,0,966,8333
fake,61,book_pullback_ma20,17900,116,-0.278061,0.40324,-2740,8178,0,982,8288
fake,62,book_pullback_ma20,17932,84,0.373223,0.405309,3744,8178,0,965,8304
fake,63,book_pullback_ma20,17885,131,-0.063681,0.404753,-622,8152,0,940,8255
fake,64,book_pullback_ma20,17897,119,0.002864,0.403811,60,8117,0,975,8260
fake,65,book_pullback_ma20,17900,116,-0.019688,0.403799,-152,8243,0,959,8350
fake,66,book_pullback_ma20,17914,102,-0.113225,0.406051,-1100,8235,0,960,8358
fake,67,book_pullback_ma20,17914,102,0.086805,0.402813,903,8283,0,974,8397
fake,68,book_pullback_ma20,17910,106,-0.278762,0.40134,-2756,8354,0,984,8450
fake,69,book_pullback_ma20,17929,87,-0.084214,0.407608,-826,8161,0,984,8293
fake,70,book_pullback_ma20,17920,96,-0.153862,0.408203,-1539,8065,0,991,8198
fake,71,book_pullback_ma20,17912,104,-0.020033,0.409167,-167,8125,0,982,8240
fake,72,book_pullback_ma20,17891,125,-0.102881,0.407691,-1016,8273,0,984,8409
fake,73,book_pullback_ma20,17904,112,-0.038816,0.400078,-332,8242,0,979,8379
fake,74,book_pullback_ma20,17902,114,-0.168138,0.403865,-1623,8088,0,991,8225
fake,75,book_pullback_ma20,17926,90,-0.126143,0.405891,-1220,8167,0,997,8295
fake,76,book_pullback_ma20,17915,101,-0.105274,0.399888,-1011,8088,0,996,8223
fake,77,book_pullback_ma20,17917,99,-0.054843,0.40442,-563,8176,0,974,8266
fake,78,book_pullback_ma20,17880,136,0.092308,0.402293,952,8078,0,987,8178
fake,79,book_pullback_ma20,17919,97,-0.110484,0.402143,-1076,8304,0,984,8412
fake,80,book_pullback_ma20,17903,113,0.161168,0.408479,1638,8241,0,976,8344
fake,81,book_pullback_ma20,17917,99,-0.146614,0.405592,-1442,8158,0,979,8281
fake,82,book_pullback_ma20,17902,114,-0.062166,0.411686,-587,8264,0,993,8383
fake,83,book_pullback_ma20,17914,102,-0.126235,0.403707,-1199,8121,0,968,8255
fake,84,book_pullback_ma20,17898,118,0.11015,0.40038,1134,8225,0,986,8336
fake,85,book_pullback_ma20,17904,112,0.022909,0.406557,255,8268,0,985,8362
fake,86,book_pullback_ma20,17902,114,-0.307345,0.400402,-3033,8247,0,982,8361
fake,87,book_pullback_ma20,17892,124,-0.137477,0.404035,-1324,8009,0,1004,8160
fake,88,book_pullback_ma20,17911,105,-0.1575,0.408185,-1561,8071,0,981,8217
fake,89,book_pullback_ma20,17910,106,-0.231126,0.398604,-2259,8084,0,973,8220
fake,90,book_pullback_ma20,17907,109,-0.201973,0.406992,-1989,8086,0,980,8204
fake,91,book_pullback_ma20,17897,119,-0.042314,0.402358,-396,8270,0,990,8375
fake,92,book_pullback_ma20,17906,110,-0.382019,0.39484,-3759,8189,0,982,8316
fake,93,book_pullback_ma20,17909,107,-0.121724,0.399855,-1177,8257,0,960,8385
fake,94,book_pullback_ma20,17885,131,-0.096307,0.405424,-927,8517,0,963,8611
fake,95,book_pullback_ma20,17901,115,-0.173423,0.40562,-1698,7852,0,984,8006
fake,96,book_pullback_ma20,17895,121,-0.139706,0.404079,-1354,8495,0,969,8629
fake,97,book_pullback_ma20,17899,117,-0.108964,0.403933,-1052,8396,0,963,8494
fake,98,book_pullback_ma20,17896,120,-0.016752,0.404113,-133,8283,0,988,8380
fake,99,book_pullback_ma20,17891,125,-0.01695,0.407188,-157,8193,0,982,8327
fake,0,minervini_volume_dryup,8458,48,0.218098,0.434145,1682,1825,0,211,1710
fake,1,minervini_volume_dryup,8471,35,0.045794,0.429465,260,1830,0,221,1720
fake,2,minervini_volume_dryup,8487,19,-0.107908,0.42029,-1250,1726,0,230,1654
fake,3,minervini_volume_dryup,8483,23,-0.309939,0.412,-2918,1726,0,225,1618
fake,4,minervini_volume_dryup,8476,30,-0.152147,0.417178,-1328,2047,0,211,1927
fake,5,minervini_volume_dryup,8475,31,0.159512,0.432802,1316,1924,0,231,1820
fake,6,minervini_volume_dryup,8475,31,0.203696,0.436578,1866,1950,0,203,1845
fake,7,minervini_volume_dryup,8471,35,-0.016779,0.426868,-443,2098,0,208,1946
fake,8,minervini_volume_dryup,8480,26,-0.094381,0.424764,-912,2058,0,217,1942
fake,9,minervini_volume_dryup,8469,37,0.198927,0.442673,1856,1995,0,215,1858
fake,10,minervini_volume_dryup,8470,36,-0.183071,0.421842,-1680,1867,0,214,1764
fake,11,minervini_volume_dryup,8473,33,-0.250494,0.41886,-2663,1687,0,226,1591
fake,12,minervini_volume_dryup,8470,36,-0.031455,0.42255,-717,1803,0,217,1714
fake,13,minervini_volume_dryup,8466,40,-0.217276,0.418379,-2212,2037,0,224,1916
fake,14,minervini_volume_dryup,8472,34,0.193036,0.437323,1772,1920,0,223,1815
fake,15,minervini_volume_dryup,8474,32,-0.057388,0.423767,-696,1894,0,205,1782
fake,16,minervini_volume_dryup,8483,23,-0.156217,0.418602,-1563,1802,0,219,1689
fake,17,minervini_volume_dryup,8475,31,0.188319,0.414159,1606,2169,0,207,2014
fake,18,minervini_volume_dryup,8463,43,-0.012869,0.427744,-498,1900,0,216,1796
fake,19,minervini_volume_dryup,8481,25,0.155202,0.434501,1418,1714,0,222,1627
fake,20,minervini_volume_dryup,8482,24,0.25734,0.443763,2084,1758,0,224,1676
fake,21,minervini_volume_dryup,8467,39,0.035007,0.428841,375,1740,0,222,1646
fake,22,minervini_volume_dryup,8477,29,-0.012929,0.428689,-170,1597,0,228,1524
fake,23,minervini_volume_dryup,8476,30,-0.166764,0.419302,-1746,1749,0,209,1664
fake,24,minervini_volume_dryup,8471,35,0.222545,0.440916,2131,1891,0,224,1759
fake,25,minervini_volume_dryup,8480,26,0.612056,0.458844,5817,1944,0,215,1821
fake,26,minervini_volume_dryup,8475,31,0.292812,0.437168,2435,2085,0,220,1965
fake,27,minervini_volume_dryup,8481,25,-0.036262,0.431081,-304,1950,0,223,1814
fake,28,minervini_volume_dryup,8457,49,-0.213016,0.417051,-2248,1777,0,234,1684
fake,29,minervini_volume_dryup,8466,40,0.072108,0.432908,525,1992,0,231,1874
fake,30,minervini_volume_dryup,8467,39,-0.120992,0.420928,-1262,1948,0,219,1825
fake,31,minervini_volume_dryup,8474,32,-0.202154,0.416214,-2269,1836,0,226,1744
fake,32,minervini_volume_dryup,8467,39,0.140013,0.438644,1425,1610,0,222,1524
fake,33,minervini_volume_dryup,8477,29,-0.164427,0.420196,-2037,1992,0,227,1874
fake,34,minervini_volume_dryup,8470,36,0.086394,0.431641,664,1882,0,224,1770
fake,35,minervini_volume_dryup,8474,32,0.14596,0.435922,998,1846,0,215,1738
fake,36,minervini_volume_dryup,8471,35,-0.010649,0.426042,-448,2297,0,216,2142
fake,37,minervini_volume_dryup,8475,31,0.20101,0.441298,1849,1872,0,232,1784
fake,38,minervini_volume_dryup,8472,34,0.013235,0.427172,94,1840,0,215,1742
fake,39,minervini_volume_dryup,8463,43,0.440368,0.440151,4277,1815,0,224,1702
fake,40,minervini_volume_dryup,8467,39,0.052802,0.430377,612,1749,0,236,1667
fake,41,minervini_volume_dryup,8462,44,0.077639,0.429922,652,1816,0,200,1717
fake,42,minervini_volume_dryup,8474,32,0.242286,0.434624,2510,1837,0,225,1727
fake,43,minervini_volume_dryup,8481,25,0.354343,0.444405,3506,2176,0,194,2034
fake,44,minervini_volume_dryup,8458,48,-0.16293,0.408489,-1976,1728,0,234,1647
fake,45,minervini_volume_dryup,8471,35,0.308434,0.443395,2940,1809,0,224,1707
fake,46,minervini_volume_dryup,8471,35,0.005936,0.420611,-151,1976,0,209,1855
fake,47,minervini_volume_dryup,8476,30,-0.112992,0.422015,-1284,2030,0,224,1904
fake,48,minervini_volume_dryup,8465,41,0.118474,0.429297,891,1912,0,217,1811
fake,49,minervini_volume_dryup,8479,27,0.474955,0.451115,4411,1932,0,221,1842
fake,50,minervini_volume_dryup,8478,28,0.068097,0.424982,674,1809,0,214,1703
fake,51,minervini_volume_dryup,8479,27,0.130437,0.434131,1180,1892,0,221,1774
fake,52,minervini_volume_dryup,8478,28,-0.259048,0.41649,-2562,2281,0,218,2109
fake,53,minervini_volume_dryup,8472,34,0.018229,0.429887,191,1713,0,216,1631
fake,54,minervini_volume_dryup,8488,18,0.189011,0.431197,1503,1889,0,212,1771
fake,55,minervini_volume_dryup,8474,32,0.46827,0.447014,4134,2031,0,228,1924
fake,56,minervini_volume_dryup,8477,29,-0.014768,0.425858,85,1936,0,221,1823
fake,57,minervini_volume_dryup,8471,35,0.067679,0.432653,754,2101,0,196,1930
fake,58,minervini_volume_dryup,8470,36,0.124669,0.434002,684,1805,0,219,1712
fake,59,minervini_volume_dryup,8474,32,0.166614,0.434506,1299,1589,0,208,1518
fake,60,minervini_volume_dryup,8467,39,0.123802,0.433448,1154,1824,0,237,1733
fake,61,minervini_volume_dryup,8463,43,-0.087546,0.420891,-943,1897,0,247,1803
fake,62,minervini_volume_dryup,8483,23,0.449503,0.450902,4253,1914,0,215,1800
fake,63,minervini_volume_dryup,8475,31,0.370906,0.444838,3109,1944,0,219,1811
fake,64,minervini_volume_dryup,8482,24,-0.122992,0.41983,-1235,1901,0,213,1779
fake,65,minervini_volume_dryup,8476,30,0.133062,0.432279,1088,1912,0,219,1798
fake,66,minervini_volume_dryup,8473,33,-0.039251,0.424761,-434,1916,0,212,1826
fake,67,minervini_volume_dryup,8464,42,0.125232,0.43431,1063,1879,0,212,1762
fake,68,minervini_volume_dryup,8471,35,-0.072164,0.425688,-1013,1726,0,221,1653
fake,69,minervini_volume_dryup,8471,35,0.400792,0.448707,3716,1818,0,231,1736
fake,70,minervini_volume_dryup,8475,31,-0.111039,0.422891,-1036,1904,0,234,1783
fake,71,minervini_volume_dryup,8470,36,-0.087614,0.424675,-668,1979,0,210,1843
fake,72,minervini_volume_dryup,8470,36,-0.113548,0.422314,-1320,2109,0,226,1988
fake,73,minervini_volume_dryup,8471,35,0.605557,0.455082,5739,1687,0,215,1577
fake,74,minervini_volume_dryup,8476,30,-0.019547,0.424611,-85,1882,0,213,1763
fake,75,minervini_volume_dryup,8470,36,-0.295013,0.419599,-3516,1744,0,224,1637
fake,76,minervini_volume_dryup,8476,30,0.029555,0.428504,251,1680,0,226,1609
fake,77,minervini_volume_dryup,8475,31,-0.25358,0.414631,-2488,1634,0,223,1564
fake,78,minervini_volume_dryup,8475,31,-0.297681,0.415339,-2835,1810,0,210,1714
fake,79,minervini_volume_dryup,8471,35,-0.043733,0.432298,-514,1944,0,219,1828
fake,80,minervini_volume_dryup,8465,41,0.135649,0.433786,1188,1901,0,220,1783
fake,81,minervini_volume_dryup,8481,25,-0.002496,0.431081,-206,1983,0,232,1861
fake,82,minervini_volume_dryup,8481,25,0.107979,0.43285,984,1738,0,208,1619
fake,83,minervini_volume_dryup,8485,21,0.089546,0.432174,775,1756,0,230,1666
fake,84,minervini_volume_dryup,8476,30,0.054234,0.429094,626,1915,0,214,1812
fake,85,minervini_volume_dryup,8472,34,0.070106,0.42906,566,2007,0,224,1867
fake,86,minervini_volume_dryup,8477,29,-0.09352,0.419134,-1159,1715,0,228,1626
fake,87,minervini_volume_dryup,8469,37,0.083433,0.432991,832,1663,0,245,1585
fake,88,minervini_volume_dryup,8478,28,-0.261491,0.412833,-2674,1988,0,217,1871
fake,89,minervini_volume_dryup,8473,33,0.066949,0.426059,765,1989,0,221,1847
fake,90,minervini_volume_dryup,8478,28,0.209764,0.439137,1650,1906,0,220,1797
fake,91,minervini_volume_dryup,8472,34,0.080534,0.433192,523,1902,0,227,1808
fake,92,minervini_volume_dryup,8470,36,-0.090361,0.429162,-829,1967,0,202,1836
fake,93,minervini_volume_dryup,8476,30,-0.167281,0.419538,-1791,2075,0,202,1926
fake,94,minervini_volume_dryup,8473,33,0.2418,0.440576,2081,1911,0,208,1791
fake,95,minervini_volume_dryup,8471,35,0.171959,0.431708,2117,2099,0,211,1963
fake,96,minervini_volume_dryup,8479,27,0.194515,0.441915,1664,1903,0,228,1810
fake,97,minervini_volume_dryup,8468,38,0.160495,0.4282,1904,1781,0,222,1689
fake,98,minervini_volume_dryup,8474,32,0.193126,0.43899,1616,2146,0,220,2012
fake,99,minervini_volume_dryup,8468,38,0.367695,0.424776,3772,1878,0,229,1762
fake,0,daytrading_3methods_breakout,14937,63,-0.429565,0.461605,-4279,7694,0,1023,7930
fake,1,daytrading_3methods_breakout,14923,77,-0.412872,0.459492,-4100,7698,0,1014,7948
fake,2,daytrading_3methods_breakout,14935,65,-0.526553,0.459123,-5233,7793,0,1037,8035
fake,3,daytrading_3methods_breakout,14934,66,-0.587122,0.453596,-5827,7813,0,1036,8087
fake,4,daytrading_3methods_breakout,14941,59,-0.416119,0.463021,-4123,7935,0,1030,8177
fake,5,daytrading_3methods_breakout,14935,65,-0.474032,0.458788,-4704,7862,0,1002,8083
fake,6,daytrading_3methods_breakout,14947,53,-0.394585,0.461966,-3917,7835,0,1018,8100
fake,7,daytrading_3methods_breakout,14934,66,-0.511016,0.457948,-5087,8000,0,1027,8208
fake,8,daytrading_3methods_breakout,14945,55,-0.492017,0.457143,-4889,7739,0,1024,7978
fake,9,daytrading_3methods_breakout,14944,56,-0.489946,0.454363,-4856,7759,0,1014,8001
fake,10,daytrading_3methods_breakout,14939,61,-0.48435,0.458531,-4818,7825,0,1038,8095
fake,11,daytrading_3methods_breakout,14933,67,-0.434938,0.459921,-4317,7725,0,1029,7979
fake,12,daytrading_3methods_breakout,14938,62,-0.460688,0.462311,-4571,7836,0,1011,8083
fake,13,daytrading_3methods_breakout,14933,67,-0.42371,0.459988,-4218,7668,0,1037,7918
fake,14,daytrading_3methods_breakout,14938,62,-0.479223,0.457491,-4759,7716,0,1007,7955
fake,15,daytrading_3methods_breakout,14945,55,-0.477883,0.459619,-4748,7815,0,1035,8063
fake,16,daytrading_3methods_breakout,14934,66,-0.469158,0.458953,-4669,7679,0,1047,7940
fake,17,daytrading_3methods_breakout,14936,64,-0.481771,0.456414,-4779,7649,0,1050,7893
fake,18,daytrading_3methods_breakout,14944,56,-0.399632,0.462995,-3958,7809,0,1023,8065
fake,19,daytrading_3methods_breakout,14931,69,-0.251613,0.468823,-2490,7794,0,1015,8046
fake,20,daytrading_3methods_breakout,14941,59,-0.359039,0.466903,-3570,7811,0,1033,8040
fake,21,daytrading_3methods_breakout,14935,65,-0.39421,0.464279,-3909,7974,0,1011,8224
fake,22,daytrading_3methods_breakout,14927,73,-0.606802,0.453742,-6033,7775,0,1036,8030
fake,23,daytrading_3methods_breakout,14941,59,-0.442256,0.46175,-4401,7702,0,1014,7953
fake,24,daytrading_3methods_breakout,14938,62,-0.58781,0.452604,-5840,7678,0,1026,7907
fake,25,daytrading_3methods_breakout,14937,63,-0.395367,0.461338,-3929,7635,0,1029,7885
fake,26,daytrading_3methods_breakout,14936,64,-0.485197,0.459963,-4820,7739,0,1046,7991
fake,27,daytrading_3methods_breakout,14946,54,-0.517296,0.460324,-5141,7667,0,1046,7909
fake,28,daytrading_3methods_breakout,14941,59,-0.310096,0.468509,-3074,7684,0,1077,7949
fake,29,daytrading_3methods_breakout,14933,67,-0.562685,0.454028,-5595,7821,0,1068,8072
fake,30,daytrading_3methods_breakout,14937,63,-0.490739,0.458526,-4875,7684,0,1044,7932
fake,31,daytrading_3methods_breakout,14937,63,-0.379247,0.46589,-3759,7791,0,1027,8029
fake,32,daytrading_3methods_breakout,14931,69,-0.524074,0.454893,-5212,7685,0,1022,7918
fake,33,daytrading_3methods_breakout,14937,63,-0.297011,0.467698,-2966,7718,0,1035,8001
fake,34,daytrading_3methods_breakout,14948,52,-0.504074,0.453305,-5025,7813,0,1037,8089
fake,35,daytrading_3methods_breakout,14933,67,-0.547785,0.456573,-5447,7791,0,1027,8039
fake,36,daytrading_3methods_breakout,14930,70,-0.474912,0.461219,-4706,7820,0,1014,8040
fake,37,daytrading_3methods_breakout,14945,55,-0.464333,0.46002,-4617,7724,0,1046,7970
fake,38,daytrading_3methods_breakout,14937,63,-0.465515,0.459463,-4629,7800,0,1043,8032
fake,39,daytrading_3methods_breakout,14928,72,-0.358067,0.467779,-3560,7631,0,1037,7856
fake,40,daytrading_3methods_breakout,14933,67,-0.46173,0.460925,-4588,7798,0,1018,8056
fake,41,daytrading_3methods_breakout,14939,61,-0.637411,0.452306,-6346,7820,0,1017,8068
fake,42,daytrading_3methods_breakout,14937,63,-0.596147,0.450693,-5939,7647,0,999,7897
fake,43,daytrading_3methods_breakout,14939,61,-0.344462,0.464556,-3418,7721,0,1022,7977
fake,44,daytrading_3methods_breakout,14942,58,-0.477177,0.462053,-4750,7731,0,1019,7965
fake,45,daytrading_3methods_breakout,14941,59,-0.382014,0.463155,-3795,7694,0,1040,7958
fake,46,daytrading_3methods_breakout,14943,57,-0.379338,0.462692,-3776,7670,0,1042,7899
fake,47,daytrading_3methods_breakout,14934,66,-0.452698,0.462569,-4497,7693,0,1036,7936
fake,48,daytrading_3methods_breakout,14941,59,-0.425323,0.46175,-4220,7780,0,1041,8013
fake,49,daytrading_3methods_breakout,14938,62,-0.441756,0.460972,-4389,7706,0,1020,7975
fake,50,daytrading_3methods_breakout,14937,63,-0.281291,0.472049,-2791,7643,0,1036,7893
fake,51,daytrading_3methods_breakout,14939,61,-0.383609,0.465426,-3817,7752,0,1013,8000
fake,52,daytrading_3methods_breakout,14932,68,-0.577478,0.451982,-5740,7493,0,1033,7755
fake,53,daytrading_3methods_breakout,14937,63,-0.508034,0.455178,-5055,7887,0,1028,8134
fake,54,daytrading_3methods_breakout,14940,60,-0.261734,0.468206,-2608,7851,0,1029,8118
fake,55,daytrading_3methods_breakout,14938,62,-0.629092,0.452671,-6246,7850,0,1009,8091
fake,56,daytrading_3methods_breakout,14934,66,-0.27431,0.467457,-2736,7744,0,1025,7977
fake,57,daytrading_3methods_breakout,14930,70,-0.460535,0.460683,-4574,7605,0,1035,7826
fake,58,daytrading_3methods_breakout,14938,62,-0.345687,0.467265,-3434,7682,0,1038,7949
fake,59,daytrading_3methods_breakout,14939,61,-0.4172,0.461544,-4146,7905,0,1017,8175
fake,60,daytrading_3methods_breakout,14944,56,-0.447607,0.461523,-4451,7808,0,1040,8078
fake,61,daytrading_3methods_breakout,14934,66,-0.503135,0.461765,-4996,7824,0,1011,8078
fake,62,daytrading_3methods_breakout,14942,58,-0.511283,0.45429,-5081,7797,0,1035,8052
fake,63,daytrading_3methods_breakout,14942,58,-0.541894,0.454959,-5383,7970,0,1001,8218
fake,64,daytrading_3methods_breakout,14945,55,-0.472025,0.460756,-4679,7577,0,1041,7835
fake,65,daytrading_3methods_breakout,14942,58,-0.41708,0.46125,-4151,7682,0,1024,7926
fake,66,daytrading_3methods_breakout,14947,53,-0.39535,0.463371,-3935,7968,0,1013,8207
fake,67,daytrading_3methods_breakout,14933,67,-0.444743,0.463202,-4425,7767,0,1061,8010
fake,68,daytrading_3methods_breakout,14926,74,-0.388396,0.459936,-3846,7692,0,1030,7930
fake,69,daytrading_3methods_breakout,14936,64,-0.480974,0.456481,-4770,7705,0,1023,7944
fake,70,daytrading_3methods_breakout,14936,64,-0.413923,0.463712,-4119,7910,0,1008,8159
fake,71,daytrading_3methods_breakout,14933,67,-0.371533,0.461461,-3693,7742,0,1017,7973
fake,72,daytrading_3methods_breakout,14933,67,-0.50215,0.459519,-5000,7767,0,1018,8005
fake,73,daytrading_3methods_breakout,14930,70,-0.511135,0.459009,-5082,7776,0,1026,8019
fake,74,daytrading_3methods_breakout,14923,77,-0.467499,0.46043,-4642,7674,0,1012,7918
fake,75,daytrading_3methods_breakout,14947,53,-0.401379,0.467117,-3997,7840,0,1029,8063
fake,76,daytrading_3methods_breakout,14927,73,-0.343068,0.464527,-3402,7805,0,1026,8074
fake,77,daytrading_3methods_breakout,14932,68,-0.450092,0.457005,-4475,7835,0,1010,8051
fake,78,daytrading_3methods_breakout,14940,60,-0.320247,0.468876,-3196,7737,0,1031,7982
fake,79,daytrading_3methods_breakout,14933,67,-0.529665,0.453827,-5269,7922,0,1010,8128
fake,80,daytrading_3methods_breakout,14941,59,-0.416706,0.462352,-4144,7790,0,1023,8064
fake,81,daytrading_3methods_breakout,14938,62,-0.366767,0.467466,-3638,7791,0,1030,8030
fake,82,daytrading_3methods_breakout,14930,70,-0.45557,0.459678,-4537,7882,0,1004,8124
fake,83,daytrading_3methods_breakout,14941,59,-0.353872,0.465698,-3514,7704,0,1042,7960
fake,84,daytrading_3methods_breakout,14939,61,-0.528865,0.454582,-5271,7724,0,1046,7980
fake,85,daytrading_3methods_breakout,14939,61,-0.331694,0.46382,-3298,7788,0,1039,8047
fake,86,daytrading_3methods_breakout,14940,60,-0.483822,0.455756,-4818,7696,0,1033,7945
fake,87,daytrading_3methods_breakout,14932,68,-0.403007,0.465175,-4011,7661,0,1015,7912
fake,88,daytrading_3methods_breakout,14941,59,-0.452484,0.460545,-4495,7661,0,1034,7911
fake,89,daytrading_3methods_breakout,14944,56,-0.384999,0.46527,-3831,7863,0,1007,8111
fake,90,daytrading_3methods_breakout,14934,66,-0.479304,0.462167,-4766,7645,0,1024,7902
fake,91,daytrading_3methods_breakout,14938,62,-0.483326,0.462244,-4809,7764,0,1018,8020
fake,92,daytrading_3methods_breakout,14944,56,-0.381903,0.463397,-3793,7780,0,1046,8029
fake,93,daytrading_3methods_breakout,14934,66,-0.428945,0.462368,-4258,7807,0,1009,8067
fake,94,daytrading_3methods_breakout,14931,69,-0.458945,0.459447,-4558,7640,0,1033,7877
fake,95,daytrading_3methods_breakout,14930,70,-0.426108,0.462492,-4224,7724,0,1016,7954
fake,96,daytrading_3methods_breakout,14936,64,-0.425139,0.461168,-4222,7767,0,1044,8011
fake,97,daytrading_3methods_breakout,14939,61,-0.500498,0.456858,-4963,7560,0,1026,7826
fake,98,daytrading_3methods_breakout,14933,67,-0.486533,0.458046,-4828,7923,0,1039,8158
fake,99,daytrading_3methods_breakout,14936,64,-0.433745,0.460431,-4304,7727,0,1041,7989
b1,0,book_pullback_ma20,17908,108,-0.027245,0.401552,-237,8437,0,988,8537
b1,1,book_pullback_ma20,17885,131,-0.050221,0.403858,-489,8675,0,958,8777
b1,2,book_pullback_ma20,17869,147,0.047541,0.392635,556,8716,0,990,8811
b1,3,book_pullback_ma20,17905,111,-0.15933,0.397766,-1570,8550,0,1004,8693
b1,4,book_pullback_ma20,17895,121,-0.030301,0.39905,-266,8840,0,953,8938
b1,5,book_pullback_ma20,17889,127,-0.204245,0.393594,-2025,8744,0,977,8837
b1,6,book_pullback_ma20,17894,122,-0.092728,0.400581,-927,8766,0,990,8843
b1,7,book_pullback_ma20,17880,136,0.112137,0.402685,1148,8578,0,999,8670
b1,8,book_pullback_ma20,17897,119,-0.196441,0.407163,-1913,8652,0,991,8756
b1,9,book_pullback_ma20,17907,109,-0.080933,0.39895,-775,8553,0,966,8635
b1,10,book_pullback_ma20,17887,129,-0.182081,0.396489,-1781,8668,0,982,8729
b1,11,book_pullback_ma20,17886,130,-0.130775,0.401879,-1267,8484,0,977,8577
b1,12,book_pullback_ma20,17892,124,-0.099365,0.405209,-974,8604,0,974,8722
b1,13,book_pullback_ma20,17918,98,-0.076453,0.401942,-716,8763,0,972,8864
b1,14,book_pullback_ma20,17899,117,0.014852,0.40857,166,8672,0,984,8772
b1,15,book_pullback_ma20,17883,133,-0.072256,0.399821,-707,8517,0,982,8616
b1,16,book_pullback_ma20,17883,133,-0.197873,0.405804,-1972,8606,0,993,8720
