board,rep,strategy,n_lots,n_open_excl,mean_net_pct,win_rate,net_won_mean,n_replaced,n_dropped,dup_pi,dup_real
main,115,minervini_volume_dryup,8472,34,0.441411,0.450071,4337,1633,0,232,1555
main,116,minervini_volume_dryup,8474,32,0.040468,0.427779,243,1792,0,214,1685
main,117,minervini_volume_dryup,8471,35,-0.148352,0.418487,-1483,1781,0,215,1672
main,118,minervini_volume_dryup,8474,32,0.198317,0.438636,1896,1673,0,227,1593
main,119,minervini_volume_dryup,8468,38,0.22473,0.437648,2068,1767,0,214,1668
main,120,minervini_volume_dryup,8468,38,0.35717,0.44615,3782,1918,0,220,1814
main,121,minervini_volume_dryup,8478,28,0.029564,0.417669,235,2049,0,229,1933
main,122,minervini_volume_dryup,8474,32,0.420361,0.43958,3951,1853,0,218,1743
main,123,minervini_volume_dryup,8469,37,-0.216619,0.41587,-2324,1984,0,213,1860
main,124,minervini_volume_dryup,8471,35,0.056087,0.430292,299,1946,0,219,1816
main,125,minervini_volume_dryup,8473,33,-0.035206,0.4296,-277,1763,0,217,1681
main,126,minervini_volume_dryup,8474,32,-0.109441,0.419755,-1215,1994,0,214,1854
main,127,minervini_volume_dryup,8461,45,-0.018121,0.424891,-776,2020,0,217,1888
main,128,minervini_volume_dryup,8484,22,0.082914,0.432815,504,1878,0,213,1782
main,129,minervini_volume_dryup,8472,34,0.062229,0.429533,545,2062,0,203,1923
main,130,minervini_volume_dryup,8474,32,0.087977,0.431555,817,2000,0,218,1866
main,131,minervini_volume_dryup,8480,26,-0.039135,0.428656,-720,1687,0,230,1594
main,132,minervini_volume_dryup,8478,28,-0.003635,0.422033,65,1835,0,216,1740
main,133,minervini_volume_dryup,8468,38,0.265639,0.438238,2537,1773,0,207,1667
main,134,minervini_volume_dryup,8481,25,0.340387,0.444051,3242,1642,0,218,1552
main,135,minervini_volume_dryup,8464,42,-0.052489,0.427457,-568,2193,0,219,2062
main,136,minervini_volume_dryup,8468,38,-0.066112,0.42206,-683,1900,0,218,1788
main,137,minervini_volume_dryup,8474,32,-0.058645,0.422705,-733,1968,0,231,1879
main,138,minervini_volume_dryup,8473,33,0.288939,0.425705,2828,1973,0,218,1840
main,139,minervini_volume_dryup,8478,28,0.375074,0.442439,3732,1858,0,229,1758
main,140,minervini_volume_dryup,8476,30,0.287484,0.436409,2646,1691,0,228,1610
main,141,minervini_volume_dryup,8467,39,0.258685,0.439825,2276,1883,0,211,1776
main,142,minervini_volume_dryup,8486,20,0.222179,0.439901,2159,2022,0,210,1890
main,143,minervini_volume_dryup,8461,45,0.171181,0.433637,1537,1663,0,223,1583
main,144,minervini_volume_dryup,8473,33,0.226814,0.437979,1971,1959,0,209,1842
main,145,minervini_volume_dryup,8469,37,0.25177,0.436297,2363,1958,0,228,1851
main,146,minervini_volume_dryup,8469,37,-0.15677,0.411265,-1620,1889,0,215,1772
main,147,minervini_volume_dryup,8479,27,0.035634,0.427409,305,1896,0,232,1780
main,148,minervini_volume_dryup,8475,31,0.083626,0.429027,614,2199,0,225,2068
main,149,minervini_volume_dryup,8472,34,0.177503,0.434844,1418,1798,0,222,1714
main,150,minervini_volume_dryup,8468,38,0.008645,0.427846,-86,1962,0,207,1847
main,151,minervini_volume_dryup,8474,32,-0.044592,0.424357,-191,1850,0,204,1734
main,152,minervini_volume_dryup,8473,33,-0.277635,0.407766,-2893,1931,0,211,1807
main,153,minervini_volume_dryup,8470,36,0.230376,0.425502,1987,1743,0,221,1652
main,154,minervini_volume_dryup,8469,37,0.232668,0.435116,2055,1993,0,208,1867
main,155,minervini_volume_dryup,8482,24,0.156395,0.438694,1406,1653,0,230,1568
main,156,minervini_volume_dryup,8473,33,-0.184524,0.418034,-1998,2145,0,227,1989
main,157,minervini_volume_dryup,8475,31,0.321568,0.449204,3107,1872,0,223,1775
main,158,minervini_volume_dryup,8472,34,-0.225301,0.422805,-2355,1995,0,221,1867
main,159,minervini_volume_dryup,8462,44,0.232929,0.441385,2293,1938,0,209,1833
main,160,minervini_volume_dryup,8465,41,0.301602,0.438984,3047,1779,0,222,1685
main,161,minervini_volume_dryup,8478,28,0.070415,0.43666,394,1890,0,233,1787
main,162,minervini_volume_dryup,8459,47,-0.100242,0.425582,-1119,1816,0,222,1711
main,163,minervini_volume_dryup,8481,25,0.010861,0.428016,22,1844,0,210,1719
main,164,minervini_volume_dryup,8467,39,-0.149293,0.421873,-1780,1639,0,230,1553
main,165,minervini_volume_dryup,8480,26,0.371798,0.447642,3086,1846,0,218,1735
main,166,minervini_volume_dryup,8474,32,0.261533,0.442058,2253,1799,0,222,1690
main,167,minervini_volume_dryup,8465,41,-0.155478,0.418665,-1614,1800,0,204,1719
main,168,minervini_volume_dryup,8467,39,0.346682,0.446439,2998,1744,0,228,1647
main,169,minervini_volume_dryup,8474,32,-0.211372,0.420227,-2095,1813,0,229,1702
main,170,minervini_volume_dryup,8478,28,-0.023829,0.427695,-424,1880,0,232,1776
main,171,minervini_volume_dryup,8474,32,-0.009695,0.429903,-347,1758,0,217,1643
main,172,minervini_volume_dryup,8480,26,0.061342,0.425825,654,1902,0,208,1793
main,173,minervini_volume_dryup,8471,35,0.122236,0.430174,1260,1802,0,233,1696
main,174,minervini_volume_dryup,8460,46,0.003176,0.424586,-26,1799,0,222,1697
main,175,minervini_volume_dryup,8473,33,0.143464,0.437035,1081,1870,0,240,1775
main,176,minervini_volume_dryup,8487,19,0.505957,0.447744,4915,1868,0,241,1768
main,177,minervini_volume_dryup,8474,32,-0.085465,0.425655,-894,1706,0,227,1633
main,178,minervini_volume_dryup,8469,37,0.1696,0.435471,1656,1841,0,232,1739
main,179,minervini_volume_dryup,8473,33,0.052482,0.43137,351,1805,0,221,1692
main,180,minervini_volume_dryup,8480,26,0.468598,0.44941,4099,1844,0,206,1731
main,181,minervini_volume_dryup,8465,41,0.176231,0.431187,1673,1826,0,227,1719
main,182,minervini_volume_dryup,8470,36,0.266587,0.434711,2407,1974,0,199,1859
main,183,minervini_volume_dryup,8459,47,-0.222308,0.418371,-2082,1938,0,219,1811
main,184,minervini_volume_dryup,8470,36,-0.027098,0.428689,-544,2100,0,222,1955
main,185,minervini_volume_dryup,8479,27,0.066534,0.430711,843,1763,0,225,1675
main,186,minervini_volume_dryup,8475,31,0.214694,0.441298,1767,2004,0,212,1873
main,187,minervini_volume_dryup,8451,55,0.155621,0.436161,1220,1896,0,211,1780
main,188,minervini_volume_dryup,8481,25,0.292043,0.435798,2534,1819,0,222,1708
main,189,minervini_volume_dryup,8470,36,-0.04652,0.422786,-163,1843,0,229,1752
main,190,minervini_volume_dryup,8464,42,0.21501,0.435373,1830,1678,0,210,1586
main,191,minervini_volume_dryup,8477,29,0.431778,0.438245,3982,1727,0,222,1646
main,192,minervini_volume_dryup,8481,25,0.215072,0.446056,1989,1869,0,210,1742
main,193,minervini_volume_dryup,8476,30,0.178739,0.436645,1528,1880,0,211,1780
main,194,minervini_volume_dryup,8461,45,0.071971,0.430327,621,1738,0,231,1648
main,195,minervini_volume_dryup,8467,39,0.22869,0.431794,2010,1958,0,219,1846
main,196,minervini_volume_dryup,8474,32,-0.111848,0.423177,-1174,1982,0,225,1843
main,197,minervini_volume_dryup,8472,34,-0.033324,0.425283,-246,1731,0,228,1639
main,198,minervini_volume_dryup,8475,31,0.277944,0.436342,2502,1825,0,226,1733
main,199,minervini_volume_dryup,8476,30,0.146849,0.433223,1312,1703,0,231,1602
main,0,daytrading_3methods_breakout,14933,67,-0.402125,0.458582,-3996,7805,0,1048,8056
main,1,daytrading_3methods_breakout,14942,58,-0.448742,0.461183,-4453,7701,0,1021,7934
main,2,daytrading_3methods_breakout,14942,58,-0.516085,0.458908,-5131,7900,0,1011,8160
main,3,daytrading_3methods_breakout,14937,63,-0.442169,0.46107,-4386,7749,0,1018,7985
main,4,daytrading_3methods_breakout,14929,71,-0.350907,0.462255,-3490,7781,0,1031,8022
main,5,daytrading_3methods_breakout,14931,69,-0.529951,0.456969,-5263,7781,0,997,8018
main,6,daytrading_3methods_breakout,14936,64,-0.556306,0.454272,-5528,7828,0,1025,8072
main,7,daytrading_3methods_breakout,14931,69,-0.565983,0.456902,-5637,7926,0,1018,8175
main,8,daytrading_3methods_breakout,14946,54,-0.402415,0.46019,-4001,7622,0,1039,7868
main,9,daytrading_3methods_breakout,14930,70,-0.468111,0.461353,-4651,7698,0,1059,7927
main,10,daytrading_3methods_breakout,14952,48,-0.544331,0.454053,-5412,7614,0,1028,7886
main,11,daytrading_3methods_breakout,14939,61,-0.616776,0.452842,-6133,7605,0,1039,7855
main,12,daytrading_3methods_breakout,14938,62,-0.479186,0.457692,-4761,7891,0,1049,8123
main,13,daytrading_3methods_breakout,14933,67,-0.509105,0.457577,-5063,7821,0,1041,8077
main,14,daytrading_3methods_breakout,14926,74,-0.513955,0.460204,-5108,7749,0,1039,7987
main,15,daytrading_3methods_breakout,14926,74,-0.355266,0.46563,-3524,7692,0,1032,7927
main,16,daytrading_3methods_breakout,14939,61,-0.501361,0.458866,-4985,7766,0,1018,8002
main,17,daytrading_3methods_breakout,14936,64,-0.463785,0.460431,-4600,7693,0,1006,7930
main,18,daytrading_3methods_breakout,14928,72,-0.421441,0.461415,-4188,7738,0,1032,7999
main,19,daytrading_3methods_breakout,14941,59,-0.39882,0.46021,-3972,7768,0,1034,7992
main,20,daytrading_3methods_breakout,14931,69,-0.433279,0.460585,-4315,7832,0,1031,8093
main,21,daytrading_3methods_breakout,14939,61,-0.497992,0.461142,-4938,7605,0,1029,7834
main,22,daytrading_3methods_breakout,14935,65,-0.545717,0.459926,-5406,7679,0,1018,7905
main,23,daytrading_3methods_breakout,14933,67,-0.595726,0.451818,-5934,7744,0,1024,7996
main,24,daytrading_3methods_breakout,14940,60,-0.291218,0.46834,-2894,7696,0,1045,7944
main,25,daytrading_3methods_breakout,14936,64,-0.499684,0.461235,-4959,7708,0,1014,7960
main,26,daytrading_3methods_breakout,14935,65,-0.504651,0.459391,-5021,7773,0,1025,8018
main,27,daytrading_3methods_breakout,14934,66,-0.391417,0.461966,-3891,7752,0,1051,8000
main,28,daytrading_3methods_breakout,14938,62,-0.411618,0.461708,-4101,7685,0,1033,7944
main,29,daytrading_3methods_breakout,14935,65,-0.411718,0.463274,-4096,7758,0,1028,7996
main,30,daytrading_3methods_breakout,14937,63,-0.496205,0.456049,-4927,7720,0,1040,7996
main,31,daytrading_3methods_breakout,14939,61,-0.355688,0.46556,-3539,7819,0,1009,8053
main,32,daytrading_3methods_breakout,14937,63,-0.481662,0.458727,-4793,7684,0,1052,7917
main,33,daytrading_3methods_breakout,14944,56,-0.45444,0.461389,-4518,7501,0,1025,7736
main,34,daytrading_3methods_breakout,14932,68,-0.221137,0.469863,-2204,7673,0,1047,7892
main,35,daytrading_3methods_breakout,14942,58,-0.737359,0.446125,-7329,7791,0,1009,8030
main,36,daytrading_3methods_breakout,14939,61,-0.45372,0.461276,-4500,7688,0,1030,7958
main,37,daytrading_3methods_breakout,14932,68,-0.474856,0.459885,-4709,7843,0,1017,8087
main,38,daytrading_3methods_breakout,14927,73,-0.406209,0.465331,-4034,7724,0,1043,7975
main,39,daytrading_3methods_breakout,14945,55,-0.471664,0.455872,-4687,7706,0,1041,7962
main,40,daytrading_3methods_breakout,14933,67,-0.499093,0.457711,-4958,7741,0,1018,7981
main,41,daytrading_3methods_breakout,14948,52,-0.458978,0.460931,-4549,7801,0,1031,8026
main,42,daytrading_3methods_breakout,14932,68,-0.610694,0.452719,-6068,7839,0,1014,8116
main,43,daytrading_3methods_breakout,14938,62,-0.448716,0.459432,-4460,7802,0,1013,8045
main,44,daytrading_3methods_breakout,14927,73,-0.46017,0.458967,-4573,7804,0,1040,8054
main,45,daytrading_3methods_breakout,14930,70,-0.384389,0.462358,-3828,7862,0,1061,8118
main,46,daytrading_3methods_breakout,14931,69,-0.62784,0.452682,-6242,7743,0,1032,7988
main,47,daytrading_3methods_breakout,14940,60,-0.587104,0.455422,-5837,7829,0,1013,8072
main,48,daytrading_3methods_breakout,14929,71,-0.455097,0.460915,-4525,7654,0,1020,7908
main,49,daytrading_3methods_breakout,14925,75,-0.540051,0.454137,-5355,7566,0,1018,7795
main,50,daytrading_3methods_breakout,14939,61,-0.372081,0.463552,-3693,7770,0,1026,8009
main,51,daytrading_3methods_breakout,14939,61,-0.500889,0.456992,-4977,7719,0,1036,7989
main,52,daytrading_3methods_breakout,14928,72,-0.381594,0.463223,-3799,7598,0,1005,7861
main,53,daytrading_3methods_breakout,14923,77,-0.463345,0.459693,-4600,7854,0,1041,8102
main,54,daytrading_3methods_breakout,14939,61,-0.43599,0.464824,-4330,7829,0,1025,8074
main,55,daytrading_3methods_breakout,14938,62,-0.372582,0.463717,-3702,7899,0,1015,8123
main,56,daytrading_3methods_breakout,14934,66,-0.499688,0.457279,-4960,7698,0,1014,7946
main,57,daytrading_3methods_breakout,14933,67,-0.296942,0.464073,-2948,7669,0,1017,7906
main,58,daytrading_3methods_breakout,14940,60,-0.479519,0.46004,-4768,7638,0,1032,7877
main,59,daytrading_3methods_breakout,14936,64,-0.459782,0.461101,-4574,7603,0,1056,7850
main,60,daytrading_3methods_breakout,14938,62,-0.560066,0.455282,-5569,7854,0,1030,8114
main,61,daytrading_3methods_breakout,14945,55,-0.443366,0.461559,-4410,7813,0,1049,8055
main,62,daytrading_3methods_breakout,14952,48,-0.563531,0.452515,-5600,7680,0,1030,7958
main,63,daytrading_3methods_breakout,14935,65,-0.442501,0.460663,-4398,7658,0,1023,7914
main,64,daytrading_3methods_breakout,14944,56,-0.595612,0.455233,-5921,7677,0,1023,7900
main,65,daytrading_3methods_breakout,14927,73,-0.32343,0.46982,-3209,7802,0,1031,8054
main,66,daytrading_3methods_breakout,14949,51,-0.40196,0.459362,-3990,7693,0,1047,7936
main,67,daytrading_3methods_breakout,14945,55,-0.527246,0.455938,-5242,7691,0,1051,7953
main,68,daytrading_3methods_breakout,14930,70,-0.348905,0.465104,-3480,7635,0,1036,7890
main,69,daytrading_3methods_breakout,14944,56,-0.462736,0.459783,-4608,7905,0,1032,8145
main,70,daytrading_3methods_breakout,14934,66,-0.467101,0.458149,-4642,7828,0,1027,8093
main,71,daytrading_3methods_breakout,14943,57,-0.469414,0.460082,-4657,7589,0,1041,7826
main,72,daytrading_3methods_breakout,14937,63,-0.397703,0.462677,-3952,7748,0,1015,8017
main,73,daytrading_3methods_breakout,14940,60,-0.36449,0.46245,-3621,7791,0,1010,8042
main,74,daytrading_3methods_breakout,14939,61,-0.49862,0.456858,-4956,7727,0,1022,7976
main,75,daytrading_3methods_breakout,14942,58,-0.425918,0.461317,-4226,7874,0,1008,8113
main,76,daytrading_3methods_breakout,14945,55,-0.503086,0.458213,-5015,7656,0,1025,7920
main,77,daytrading_3methods_breakout,14936,64,-0.574492,0.457151,-5712,7789,0,1020,8036
main,78,daytrading_3methods_breakout,14935,65,-0.475664,0.457181,-4728,7704,0,1046,7961
main,79,daytrading_3methods_breakout,14935,65,-0.35064,0.466153,-3490,7753,0,1041,8031
main,80,daytrading_3methods_breakout,14941,59,-0.505328,0.460545,-5018,7781,0,1051,8021
main,81,daytrading_3methods_breakout,14936,64,-0.538883,0.455008,-5361,7740,0,1017,8002
main,82,daytrading_3methods_breakout,14941,59,-0.480086,0.458135,-4761,7762,0,1018,8004
main,83,daytrading_3methods_breakout,14939,61,-0.485984,0.458598,-4836,7794,0,1027,8059
main,84,daytrading_3methods_breakout,14941,59,-0.524163,0.453852,-5212,7628,0,1036,7886
main,85,daytrading_3methods_breakout,14937,63,-0.499139,0.459999,-4964,7728,0,1018,7954
main,86,daytrading_3methods_breakout,14939,61,-0.382341,0.466162,-3802,7823,0,1034,8084
main,87,daytrading_3methods_breakout,14942,58,-0.406316,0.462388,-4036,7761,0,1019,7997
main,88,daytrading_3methods_breakout,14934,66,-0.37274,0.465582,-3698,7918,0,1041,8169
main,89,daytrading_3methods_breakout,14948,52,-0.469123,0.459326,-4657,7786,0,1010,8041
main,90,daytrading_3methods_breakout,14934,66,-0.430463,0.459221,-4287,7869,0,1009,8111
main,91,daytrading_3methods_breakout,14937,63,-0.332258,0.463547,-3308,7775,0,1026,8030
main,92,daytrading_3methods_breakout,14937,63,-0.383142,0.463145,-3809,7672,0,1026,7928
main,93,daytrading_3methods_breakout,14943,57,-0.482465,0.462357,-4801,7794,0,1026,8042
main,94,daytrading_3methods_breakout,14938,62,-0.402022,0.463382,-3997,7875,0,1025,8128
main,95,daytrading_3methods_breakout,14933,67,-0.346419,0.466751,-3440,7810,0,1040,8060
main,96,daytrading_3methods_breakout,14934,66,-0.363156,0.465046,-3604,7767,0,1028,8018
main,97,daytrading_3methods_breakout,14935,65,-0.454729,0.462471,-4514,8031,0,1011,8271
main,98,daytrading_3methods_breakout,14946,54,-0.346062,0.469356,-3435,7744,0,1021,7981
main,99,daytrading_3methods_breakout,14938,62,-0.477337,0.459633,-4744,7582,0,1034,7817
main,100,daytrading_3methods_breakout,14930,70,-0.568228,0.455258,-5642,7828,0,1026,8063
main,101,daytrading_3methods_breakout,14939,61,-0.448687,0.460272,-4465,7647,0,1017,7898
main,102,daytrading_3methods_breakout,14935,65,-0.372349,0.464011,-3712,7695,0,1033,7971
main,103,daytrading_3methods_breakout,14935,65,-0.518296,0.455641,-5144,7705,0,1026,7986
main,104,daytrading_3methods_breakout,14937,63,-0.457997,0.461204,-4552,7752,0,1011,8001
main,105,daytrading_3methods_breakout,14932,68,-0.525608,0.458144,-5219,7829,0,1032,8089
main,106,daytrading_3methods_breakout,14939,61,-0.441836,0.461878,-4391,7778,0,1011,7993
main,107,daytrading_3methods_breakout,14947,53,-0.391985,0.465043,-3895,7795,0,1004,8050
main,108,daytrading_3methods_breakout,14940,60,-0.332203,0.468474,-3297,7774,0,1032,8020
main,109,daytrading_3methods_breakout,14933,67,-0.228489,0.472644,-2269,7699,0,1023,7956
main,110,daytrading_3methods_breakout,14931,69,-0.374598,0.464001,-3714,7746,0,1033,7981
main,111,daytrading_3methods_breakout,14939,61,-0.39328,0.459803,-3907,7921,0,1021,8158
main,112,daytrading_3methods_breakout,14933,67,-0.50974,0.455702,-5073,7758,0,1032,7988
main,113,daytrading_3methods_breakout,14940,60,-0.373875,0.464592,-3720,7672,0,1045,7916
main,114,daytrading_3methods_breakout,14928,72,-0.336602,0.465099,-3327,7533,0,1036,7777
main,115,daytrading_3methods_breakout,14931,69,-0.414861,0.462059,-4133,7728,0,1021,7955
main,116,daytrading_3methods_breakout,14946,54,-0.482746,0.459053,-4798,7750,0,1035,7967
main,117,daytrading_3methods_breakout,14929,71,-0.376138,0.463594,-3732,7810,0,1013,8051
main,118,daytrading_3methods_breakout,14938,62,-0.493572,0.459566,-4899,7733,0,1018,7970
main,119,daytrading_3methods_breakout,14939,61,-0.583008,0.454582,-5789,7737,0,1049,7979
main,120,daytrading_3methods_breakout,14939,61,-0.315005,0.465426,-3122,7849,0,1030,8071
main,121,daytrading_3methods_breakout,14933,67,-0.482725,0.45905,-4801,7839,0,1024,8100
main,122,daytrading_3methods_breakout,14945,55,-0.507562,0.457009,-5033,7828,0,1056,8062
main,123,daytrading_3methods_breakout,14941,59,-0.423295,0.461214,-4204,7755,0,1021,7997
main,124,daytrading_3methods_breakout,14940,60,-0.415715,0.459103,-4140,7648,0,1050,7879
main,125,daytrading_3methods_breakout,14931,69,-0.584045,0.454156,-5814,7862,0,1023,8094
main,126,daytrading_3methods_breakout,14940,60,-0.601801,0.451138,-5970,7700,0,1018,7933
main,127,daytrading_3methods_breakout,14936,64,-0.385668,0.4609,-3829,7847,0,1038,8095
main,128,daytrading_3methods_breakout,14937,63,-0.440318,0.461739,-4378,7704,0,1033,7937
main,129,daytrading_3methods_breakout,14936,64,-0.536485,0.456883,-5336,7823,0,1013,8072
main,130,daytrading_3methods_breakout,14931,69,-0.410887,0.461858,-4092,7759,0,1044,8041
main,131,daytrading_3methods_breakout,14931,69,-0.382164,0.462863,-3797,7624,0,1042,7888
main,132,daytrading_3methods_breakout,14942,58,-0.443198,0.461786,-4401,7830,0,1023,8079
main,133,daytrading_3methods_breakout,14935,65,-0.412621,0.460596,-4095,7760,0,1005,8021
main,134,daytrading_3methods_breakout,14945,55,-0.444424,0.462161,-4413,7801,0,1020,8051
main,135,daytrading_3methods_breakout,14935,65,-0.253301,0.473184,-2512,7553,0,1023,7820
main,136,daytrading_3methods_breakout,14942,58,-0.418573,0.460782,-4171,7792,0,1043,8019
main,137,daytrading_3methods_breakout,14928,72,-0.523262,0.457797,-5205,7760,0,1025,7986
main,138,daytrading_3methods_breakout,14931,69,-0.395192,0.462996,-3937,7786,0,1043,8036
main,139,daytrading_3methods_breakout,14942,58,-0.463927,0.461451,-4616,7830,0,1002,8052
main,140,daytrading_3methods_breakout,14939,61,-0.384799,0.460874,-3823,7702,0,1023,7952
main,141,daytrading_3methods_breakout,14937,63,-0.488454,0.456986,-4846,7695,0,1012,7933
main,142,daytrading_3methods_breakout,14938,62,-0.581521,0.456755,-5776,7887,0,1022,8138
main,143,daytrading_3methods_breakout,14931,69,-0.426214,0.461925,-4238,7723,0,1046,7975
main,144,daytrading_3methods_breakout,14944,56,-0.424976,0.461523,-4226,7797,0,1037,8063
main,145,daytrading_3methods_breakout,14937,63,-0.474946,0.45625,-4713,7778,0,1064,8040
main,146,daytrading_3methods_breakout,14933,67,-0.498538,0.460992,-4964,7713,0,1043,7963
main,147,daytrading_3methods_breakout,14934,66,-0.448618,0.459689,-4464,7765,0,1010,7997
main,148,daytrading_3methods_breakout,14942,58,-0.449073,0.462053,-4461,7857,0,1007,8104
main,149,daytrading_3methods_breakout,14938,62,-0.363121,0.464989,-3599,7729,0,1044,7997
main,150,daytrading_3methods_breakout,14937,63,-0.467822,0.456116,-4643,7845,0,1037,8090
main,151,daytrading_3methods_breakout,14931,69,-0.436074,0.462394,-4332,7795,0,1020,8057
main,152,daytrading_3methods_breakout,14930,70,-0.416188,0.462157,-4137,7805,0,1049,8043
main,153,daytrading_3methods_breakout,14943,57,-0.485994,0.457873,-4838,7738,0,1037,7969
main,154,daytrading_3methods_breakout,14942,58,-0.440871,0.461384,-4379,7792,0,1012,8035
main,155,daytrading_3methods_breakout,14942,58,-0.488154,0.459644,-4866,7926,0,1019,8153
main,156,daytrading_3methods_breakout,14932,68,-0.479413,0.45801,-4771,7928,0,1032,8168
main,157,daytrading_3methods_breakout,14940,60,-0.398524,0.46419,-3958,7697,0,1035,7973
main,158,daytrading_3methods_breakout,14937,63,-0.354822,0.465421,-3521,7654,0,1023,7895
main,159,daytrading_3methods_breakout,14941,59,-0.318692,0.465832,-3169,7535,0,1063,7794
main,160,daytrading_3methods_breakout,14944,56,-0.339333,0.468415,-3377,7782,0,1035,8048
main,161,daytrading_3methods_breakout,14947,53,-0.493878,0.458219,-4906,7681,0,1032,7913
main,162,daytrading_3methods_breakout,14925,75,-0.442536,0.456817,-4393,7775,0,1021,8019
main,163,daytrading_3methods_breakout,14937,63,-0.307362,0.465354,-3048,7849,0,1028,8081
main,164,daytrading_3methods_breakout,14935,65,-0.433143,0.461734,-4299,7601,0,1044,7837
main,165,daytrading_3methods_breakout,14925,75,-0.506281,0.45809,-5027,7760,0,1037,8005
main,166,daytrading_3methods_breakout,14941,59,-0.466366,0.459474,-4640,7682,0,1023,7913
main,167,daytrading_3methods_breakout,14941,59,-0.472347,0.45673,-4689,7758,0,1012,8025
main,168,daytrading_3methods_breakout,14935,65,-0.597204,0.452427,-5933,7595,0,1030,7872
main,169,daytrading_3methods_breakout,14937,63,-0.434931,0.461271,-4318,7556,0,1042,7830
main,170,daytrading_3methods_breakout,14939,61,-0.474925,0.456992,-4721,7721,0,1025,7967
main,171,daytrading_3methods_breakout,14932,68,-0.426556,0.458411,-4240,7766,0,1019,7992
main,172,daytrading_3methods_breakout,14933,67,-0.406647,0.460591,-4035,7815,0,1052,8067
main,173,daytrading_3methods_breakout,14933,67,-0.461547,0.461729,-4589,7791,0,1013,8039
main,174,daytrading_3methods_breakout,14931,69,-0.549961,0.45516,-5468,7766,0,1037,8003
main,175,daytrading_3methods_breakout,14942,58,-0.59255,0.452215,-5906,7819,0,1020,8070
main,176,daytrading_3methods_breakout,14931,69,-0.540917,0.455361,-5382,7680,0,1019,7925
main,177,daytrading_3methods_breakout,14937,63,-0.458409,0.45625,-4547,7875,0,1011,8130
main,178,daytrading_3methods_breakout,14938,62,-0.433431,0.461775,-4301,7761,0,1066,8016
main,179,daytrading_3methods_breakout,14939,61,-0.400863,0.464087,-3990,7612,0,1022,7845
main,180,daytrading_3methods_breakout,14934,66,-0.605829,0.450114,-6021,7880,0,1002,8085
main,181,daytrading_3methods_breakout,14942,58,-0.476715,0.459845,-4730,7678,0,1012,7936
main,182,daytrading_3methods_breakout,14926,74,-0.472682,0.459333,-4695,7700,0,1055,7941
main,183,daytrading_3methods_breakout,14936,64,-0.359524,0.462172,-3575,7749,0,1053,8002
main,184,daytrading_3methods_breakout,14938,62,-0.471229,0.459834,-4683,7635,0,1020,7893
main,185,daytrading_3methods_breakout,14932,68,-0.48996,0.459215,-4873,7726,0,1031,7980
main,186,daytrading_3methods_breakout,14939,61,-0.420446,0.462949,-4189,7696,0,1033,7942
main,187,daytrading_3methods_breakout,14932,68,-0.514246,0.457541,-5108,7856,0,1025,8081
main,188,daytrading_3methods_breakout,14942,58,-0.535823,0.454892,-5324,7576,0,1044,7831
main,189,daytrading_3methods_breakout,14939,61,-0.363083,0.467166,-3611,7700,0,994,7945
main,190,daytrading_3methods_breakout,14947,53,-0.438355,0.46143,-4362,7837,0,1020,8071
main,191,daytrading_3methods_breakout,14935,65,-0.547833,0.45919,-5436,7661,0,1025,7916
main,192,daytrading_3methods_breakout,14940,60,-0.324543,0.469612,-3231,7613,0,1033,7879
main,193,daytrading_3methods_breakout,14941,59,-0.378536,0.465631,-3770,7811,0,1017,8065
main,194,daytrading_3methods_breakout,14930,70,-0.511224,0.457535,-5083,7791,0,1022,8053
main,195,daytrading_3methods_breakout,14932,68,-0.478993,0.457005,-4752,7734,0,1039,8001
main,196,daytrading_3methods_breakout,14938,62,-0.505539,0.45796,-5017,7761,0,1024,7993
main,197,daytrading_3methods_breakout,14939,61,-0.446047,0.460004,-4427,7611,0,1019,7861
main,198,daytrading_3methods_breakout,14940,60,-0.425918,0.456693,-4224,7692,0,1027,7946
main,199,daytrading_3methods_breakout,14937,63,-0.441392,0.460066,-4373,7634,0,1046,7892
fake,0,book_pullback_ma20,17897,119,-0.26247,0.402302,-2609,8340,0,969,8432
fake,1,book_pullback_ma20,17897,119,-0.315801,0.404984,-3124,8168,0,992,8319
fake,2,book_pullback_ma20,17875,141,0.293632,0.40772,2930,8225,0,967,8343
fake,3,book_pullback_ma20,17895,121,-0.198609,0.403688,-1955,8019,0,995,8158
fake,4,book_pullback_ma20,17907,109,-0.183035,0.399285,-1814,8444,0,953,8555
fake,5,book_pullback_ma20,17912,104,-0.094158,0.400123,-904,8388,0,954,8514
fake,6,book_pullback_ma20,17886,130,0.036683,0.403668,397,8157,0,955,8277
fake,7,book_pullback_ma20,17916,100,-0.231812,0.404555,-2308,8310,0,976,8406
fake,8,book_pullback_ma20,17925,91,-0.230301,0.399554,-2276,8516,0,979,8654
fake,9,book_pullback_ma20,17892,124,-0.149373,0.405992,-1462,8152,0,986,8278
fake,10,book_pullback_ma20,17933,83,-0.295992,0.405732,-2918,8259,0,971,8364
fake,11,book_pullback_ma20,17899,117,0.322791,0.409297,3266,8250,0,990,8371
fake,12,book_pullback_ma20,17904,112,-0.114064,0.400525,-1100,8316,0,976,8441
fake,13,book_pullback_ma20,17915,101,-0.073036,0.404354,-689,8284,0,970,8407
