strategy,native_ps_sharpe,native_ps_maxdd,port_maxdd_full,port_maxdd_train,sharpe_train,sharpe_test,alpha_train,alpha_test,beta_resid_full,beta_resid_test,n_trades,native_rule_variant,cadence
minervini_vcp,-0.0954881940804707,0.420958024500673,0.2523097740658242,0.16086622046708887,-0.9579317442634581,0.5146166582858201,-0.02431897554801732,-0.738692660720744,-2.1500873763259487,-2.0044471387959764,5796,"single/volume_dryup, variant A",daily
daytrading_3methods,0.07634413133208497,0.3393853156040767,0.090431338867771,0.07130993438578559,-0.4853955497466165,1.44570830894398,-0.0008103793922533686,-0.693587398113062,-0.6877386244106423,-0.30549335437356306,620,"single/breakout_prev_high, variant A",daily
elder_triple_screen,0.2166203928907179,0.327513532096857,0.06257022653350541,0.06257022653350541,0.23270042587981996,2.526843622116916,0.02290233769759975,-0.5544908431828497,0.13554157528305785,0.42214269329216253,888,"single/triple_screen_ema_pullback, variant A",daily
dino_surge,0.02344039132257612,0.0046307004593875625,0.0030069067093673185,0.0012954606974739935,0.46527727002441543,0.31194861983052713,0.015606101611638334,-0.7782422936067126,0.22439344489340185,0.5096277121076462,10,"single/dino_test_pullback, variant A, fin_gate=3.0",daily
haru_silijeon_daily,0.2752281939085988,0.32391342938245965,0.07810539919520898,0.05019848619116696,0.16902794991144152,1.6367466099855184,0.019114789883255878,-0.6261103857799377,0.17750278937442793,0.3113937370027296,1054,"single/daily_ma5_10_follow, variant A",daily
trading_legends_daily,0.2511360034236802,0.3688384363721076,0.0839941073520315,0.04963153351228944,-0.23875878313981908,1.2043267221431422,0.006598385892677472,-0.6680072149486413,-0.1068817040603931,0.0388134219177798,1976,"single/ma5_pullback, variant A",daily
weinstein_stages,-0.09958740915535226,0.22997955861929814,0.08836968802114842,0.05898161396134238,0.17323237247543494,0.060711883701024094,0.020089150804290523,-0.777212743024962,-0.6505692795086367,-1.1038779528899971,115,"single/ma30w_bounce, variant A (WEEKLY, 1 skipped)",weekly
deep_mr_dev20,,,0.9325244012159427,0.9325244012159427,0.49394920421261207,0.27532576942977205,-0.022778941232460048,-0.7506366020794653,0.4938554795153311,0.601528521516209,598,"multiverse4 portfolio (K=5, top300 PIT)",daily
