cell,count,mean
low-lb120-mg0.3|exo|c0.6,7176,0.0009544281136652128
low-lb120-mg0.3|exo|c0.8,7303,0.0011080235744549494
low-lb120-mg0.3|exo|c1.0,7316,0.00019227084013497732
low-lb120-mg0.3|pit|c0.6,7285,0.0003646683500400413
low-lb120-mg0.3|pit|c0.8,7410,-0.0012629580002545915
low-lb120-mg0.3|pit|c1.0,7490,-0.0008058300423845124
low-lb60-mg0.3|exo|c0.6,13983,0.00017319167373513734
low-lb60-mg0.3|exo|c0.8,14237,0.0003885610822345386
low-lb60-mg0.3|exo|c1.0,14238,0.0017172563176015598
low-lb60-mg0.3|pit|c0.6,12957,0.0007472861006218799
low-lb60-mg0.3|pit|c0.8,13198,-0.0007045417755431913
low-lb60-mg0.3|pit|c1.0,13247,-0.000158364341530218
low-lb60-mg0.5|exo|c0.6,9000,0.00013504544451655606
low-lb60-mg0.5|exo|c0.8,9170,0.0007599177519382236
low-lb60-mg0.5|exo|c1.0,9139,0.0028417312830093296
low-lb60-mg0.5|pit|c0.6,8324,0.0017784585957456751
low-lb60-mg0.5|pit|c0.8,8472,-0.000731245035954407
low-lb60-mg0.5|pit|c1.0,8505,-0.0005630865417954763
