cell,count,mean
low-lb120-mg0.3|exo|c0.6,4877,0.0011370150948276125
low-lb120-mg0.3|exo|c0.8,5479,-0.0012706414183105187
low-lb120-mg0.3|exo|c1.0,6140,-0.0005085074885225274
low-lb120-mg0.3|pit|c0.6,6128,0.00027996614376734106
low-lb120-mg0.3|pit|c0.8,6935,0.00033333162248327323
low-lb120-mg0.3|pit|c1.0,7805,-0.0008818963626965395
low-lb60-mg0.3|exo|c0.6,10125,0.00026075027171616554
low-lb60-mg0.3|exo|c0.8,11352,-0.0017450725816397336
low-lb60-mg0.3|exo|c1.0,12539,-0.0013497023365683228
low-lb60-mg0.3|pit|c0.6,10432,-0.0004076473292777017
low-lb60-mg0.3|pit|c0.8,11754,0.0003390402676695266
low-lb60-mg0.3|pit|c1.0,13173,0.000839042734675944
low-lb60-mg0.5|exo|c0.6,7023,0.0004240860066825923
low-lb60-mg0.5|exo|c0.8,7762,-0.001167609347753026
low-lb60-mg0.5|exo|c1.0,8586,-0.0017183933907435854
low-lb60-mg0.5|pit|c0.6,7365,-2.959438633391142e-05
low-lb60-mg0.5|pit|c0.8,8296,0.0012623626953099435
low-lb60-mg0.5|pit|c1.0,9078,0.0004763988646324016
