strategy	ref_type	sharpe	calmar	max_dd	pnl	n_trades	clamp_frac	delta_sharpe	sharpe_train	delta_sharpe_train	sharpe_test	delta_sharpe_test	boot_dsharpe_p05	delta_sharpe_cost	gate_pass	gate_reason	n	sl_mult	rr	buffer	bb_k
minervini_volume_dryup	fixed	0.3810760284898744	0.3899699599206001	0.7877467663625347	0.30719757490598	478	0.0	0.0	0.3547325543195191	0.0	1.1423501121860902	0.0	0.0	0.0	False	train_window_not_positive					
minervini_volume_dryup	box	0.42533662045681553	0.1588276540076091	0.9725579524616459	0.15446909797592703	628	0.044585987261146494	0.044260591966941154	0.5061710339809181	0.151438479661399	1.1255465897650296	-0.016803522421060535	-0.08792370207409488	0.10550135438259628	False	test_window_not_positive	10.0	1.0	1.0	0.0	2.0
minervini_volume_dryup	box	0.25108814328392887	0.08043105127628307	0.7268566055258491	0.05846184090955462	571	0.20140105078809106	-0.1299878852059455	-0.01182652273936924	-0.36655907705888835	1.142078333029498	-0.0002717791565922667	-0.10078149002289287	0.08741219854788224	False	clamp_frac_high(0.20)	10.0	1.0	1.5	0.0	2.0
minervini_volume_dryup	box	0.4413350221338633	1.3154916821316442	0.8357789168476539	1.0994602132140838	553	0.35443037974683544	0.0602589936439889	0.4796474426141421	0.124914888294623	1.4051415647362626	0.26279145255017244	-0.08395055012392363	0.06037258842350013	False	clamp_frac_high(0.35)	10.0	1.0	2.0	0.0	2.0
minervini_volume_dryup	box	0.4672121009087566	1.6280090879731999	0.7530474904388561	1.2259681581098691	543	0.6537753222836096	0.08613607241888221	0.3671866397988693	0.012454085479350174	1.5521187928255225	0.4097686806394323	-0.0887157651079427	0.12103937006147858	False	clamp_frac_high(0.65)	10.0	1.0	3.0	0.0	2.0
minervini_volume_dryup	box	0.42533662045681553	0.1588276540076091	0.9725579524616459	0.15446909797592703	628	0.044585987261146494	0.044260591966941154	0.5061710339809181	0.151438479661399	1.1255465897650296	-0.016803522421060535	-0.08792370207409488	0.10550135438259628	False	test_window_not_positive	10.0	1.5	1.0	0.0	2.0
minervini_volume_dryup	box	0.25108814328392887	0.08043105127628307	0.7268566055258491	0.05846184090955462	571	0.20140105078809106	-0.1299878852059455	-0.01182652273936924	-0.36655907705888835	1.142078333029498	-0.0002717791565922667	-0.10078149002289287	0.08741219854788224	False	clamp_frac_high(0.20)	10.0	1.5	1.5	0.0	2.0
minervini_volume_dryup	box	0.4413350221338633	1.3154916821316442	0.8357789168476539	1.0994602132140838	553	0.35443037974683544	0.0602589936439889	0.4796474426141421	0.124914888294623	1.4051415647362626	0.26279145255017244	-0.08395055012392363	0.06037258842350013	False	clamp_frac_high(0.35)	10.0	1.5	2.0	0.0	2.0
minervini_volume_dryup	box	0.4672121009087566	1.6280090879731999	0.7530474904388561	1.2259681581098691	543	0.6537753222836096	0.08613607241888221	0.3671866397988693	0.012454085479350174	1.5521187928255225	0.4097686806394323	-0.0887157651079427	0.12103937006147858	False	clamp_frac_high(0.65)	10.0	1.5	3.0	0.0	2.0
minervini_volume_dryup	box	0.42533662045681553	0.1588276540076091	0.9725579524616459	0.15446909797592703	628	0.044585987261146494	0.044260591966941154	0.5061710339809181	0.151438479661399	1.1255465897650296	-0.016803522421060535	-0.08792370207409488	0.10550135438259628	False	test_window_not_positive	10.0	2.0	1.0	0.0	2.0
minervini_volume_dryup	box	0.25108814328392887	0.08043105127628307	0.7268566055258491	0.05846184090955462	571	0.20140105078809106	-0.1299878852059455	-0.01182652273936924	-0.36655907705888835	1.142078333029498	-0.0002717791565922667	-0.10078149002289287	0.08741219854788224	False	clamp_frac_high(0.20)	10.0	2.0	1.5	0.0	2.0
minervini_volume_dryup	box	0.4413350221338633	1.3154916821316442	0.8357789168476539	1.0994602132140838	553	0.35443037974683544	0.0602589936439889	0.4796474426141421	0.124914888294623	1.4051415647362626	0.26279145255017244	-0.08395055012392363	0.06037258842350013	False	clamp_frac_high(0.35)	10.0	2.0	2.0	0.0	2.0
minervini_volume_dryup	box	0.4672121009087566	1.6280090879731999	0.7530474904388561	1.2259681581098691	543	0.6537753222836096	0.08613607241888221	0.3671866397988693	0.012454085479350174	1.5521187928255225	0.4097686806394323	-0.0887157651079427	0.12103937006147858	False	clamp_frac_high(0.65)	10.0	2.0	3.0	0.0	2.0
minervini_volume_dryup	box	0.47461352150578073	1.4638064779248514	0.7065986207858546	1.0343236383990995	508	0.24606299212598426	0.09353749301590636	0.18169012779945748	-0.17304242652006163	1.580992508447585	0.4386423962614949	-0.11059813804217912	0.12260226235110316	False	clamp_frac_high(0.25)	20.0	1.0	1.0	0.0	2.0
minervini_volume_dryup	box	0.44495183151841355	1.3586271973775477	0.7353570178803206	0.9990760442746512	478	0.4895397489539749	0.06387580302853918	0.3118615294340364	-0.04287102488548272	1.4270453181074143	0.28469520592132413	-0.05514773362982261	0.10931507809619767	False	clamp_frac_high(0.49)	20.0	1.0	1.5	0.0	2.0
minervini_volume_dryup	box	0.462358444144325	1.596953137635663	0.71109309735806	1.135582352977016	467	0.6873661670235546	0.0812824156544506	0.35531810116079243	0.0005855468412733211	1.4331202546458353	0.2907701424597451	-0.03884134706514418	0.11278199575430159	False	clamp_frac_high(0.69)	20.0	1.0	2.0	0.0	2.0
minervini_volume_dryup	box	0.45677679901079904	1.6241585212856338	0.6732751035260868	1.093505496561361	474	0.9113924050632911	0.07570077052092467	0.32664757818647194	-0.028084976133047168	1.5022037096105283	0.3598535974244381	-0.04933079361208838	0.10938232841562129	False	clamp_frac_high(0.91)	20.0	1.0	3.0	0.0	2.0
minervini_volume_dryup	box	0.47461352150578073	1.4638064779248514	0.7065986207858546	1.0343236383990995	508	0.24606299212598426	0.09353749301590636	0.18169012779945748	-0.17304242652006163	1.580992508447585	0.4386423962614949	-0.11059813804217912	0.12260226235110316	False	clamp_frac_high(0.25)	20.0	1.5	1.0	0.0	2.0
minervini_volume_dryup	box	0.44495183151841355	1.3586271973775477	0.7353570178803206	0.9990760442746512	478	0.4895397489539749	0.06387580302853918	0.3118615294340364	-0.04287102488548272	1.4270453181074143	0.28469520592132413	-0.05514773362982261	0.10931507809619767	False	clamp_frac_high(0.49)	20.0	1.5	1.5	0.0	2.0
minervini_volume_dryup	box	0.462358444144325	1.596953137635663	0.71109309735806	1.135582352977016	467	0.6873661670235546	0.0812824156544506	0.35531810116079243	0.0005855468412733211	1.4331202546458353	0.2907701424597451	-0.03884134706514418	0.11278199575430159	False	clamp_frac_high(0.69)	20.0	1.5	2.0	0.0	2.0
minervini_volume_dryup	box	0.45677679901079904	1.6241585212856338	0.6732751035260868	1.093505496561361	474	0.9113924050632911	0.07570077052092467	0.32664757818647194	-0.028084976133047168	1.5022037096105283	0.3598535974244381	-0.04933079361208838	0.10938232841562129	False	clamp_frac_high(0.91)	20.0	1.5	3.0	0.0	2.0
minervini_volume_dryup	box	0.47461352150578073	1.4638064779248514	0.7065986207858546	1.0343236383990995	508	0.24606299212598426	0.09353749301590636	0.18169012779945748	-0.17304242652006163	1.580992508447585	0.4386423962614949	-0.11059813804217912	0.12260226235110316	False	clamp_frac_high(0.25)	20.0	2.0	1.0	0.0	2.0
minervini_volume_dryup	box	0.44495183151841355	1.3586271973775477	0.7353570178803206	0.9990760442746512	478	0.4895397489539749	0.06387580302853918	0.3118615294340364	-0.04287102488548272	1.4270453181074143	0.28469520592132413	-0.05514773362982261	0.10931507809619767	False	clamp_frac_high(0.49)	20.0	2.0	1.5	0.0	2.0
minervini_volume_dryup	box	0.462358444144325	1.596953137635663	0.71109309735806	1.135582352977016	467	0.6873661670235546	0.0812824156544506	0.35531810116079243	0.0005855468412733211	1.4331202546458353	0.2907701424597451	-0.03884134706514418	0.11278199575430159	False	clamp_frac_high(0.69)	20.0	2.0	2.0	0.0	2.0
