strategy	ref_type	sharpe	calmar	max_dd	pnl	n_trades	clamp_frac	delta_sharpe	sharpe_train	delta_sharpe_train	sharpe_test	delta_sharpe_test	boot_dsharpe_p05	delta_sharpe_cost	gate_pass	gate_reason	n	sl_mult	rr	buffer	bb_k
rs_leader	fixed	0.6793274481712663	3.7320801146135416	0.4846121720242751	1.8086114505114739	423	0.0	0.0	0.458686361059235	0.0	1.4921317796205262	0.0	0.0	0.0	False	train_window_not_positive					
rs_leader	box	0.6088165645188044	4.43627962929857	0.5608715754029343	2.488183144612634	406	0.0960591133004926	-0.07051088365246194	0.49086084272075625	0.03217448166152126	1.675773320276417	0.18364154065589067	-0.1323469434798449	0.010032035949743223	False	bootstrap_p05<=0	10.0	1.0	1.0	0.0	2.0
rs_leader	box	0.9321121493867841	8.098175894886797	0.38472235187301446	3.115549276162202	381	0.30183727034120733	0.25278470121551777	0.7493592713426324	0.29067291028339737	1.4355452856804352	-0.056586493940091076	-0.1098830793483526	0.07297253171057666	False	clamp_frac_high(0.30)	10.0	1.0	1.5	0.0	2.0
rs_leader	box	0.8316005041943942	5.889331821563147	0.3750617225922032	2.208862937912552	357	0.42296918767507	0.1522730560231279	0.8176358093282828	0.35894944826904784	1.1795405289706384	-0.3125912506498878	-0.16334762261822444	0.1498318939165338	False	clamp_frac_high(0.42)	10.0	1.0	2.0	0.0	2.0
rs_leader	box	0.7494398803371528	6.535002836832501	0.3693256977605505	2.4135444825803405	352	0.7130681818181818	0.07011243216588647	0.5652474691747627	0.10656110811552766	1.3532663401092724	-0.13886543951125385	-0.14111148989201253	0.022091357314286963	False	clamp_frac_high(0.71)	10.0	1.0	3.0	0.0	2.0
rs_leader	box	0.6088165645188044	4.43627962929857	0.5608715754029343	2.488183144612634	406	0.0960591133004926	-0.07051088365246194	0.49086084272075625	0.03217448166152126	1.675773320276417	0.18364154065589067	-0.1323469434798449	0.010032035949743223	False	bootstrap_p05<=0	10.0	1.5	1.0	0.0	2.0
rs_leader	box	0.9321121493867841	8.098175894886797	0.38472235187301446	3.115549276162202	381	0.30183727034120733	0.25278470121551777	0.7493592713426324	0.29067291028339737	1.4355452856804352	-0.056586493940091076	-0.1098830793483526	0.07297253171057666	False	clamp_frac_high(0.30)	10.0	1.5	1.5	0.0	2.0
rs_leader	box	0.8316005041943942	5.889331821563147	0.3750617225922032	2.208862937912552	357	0.42296918767507	0.1522730560231279	0.8176358093282828	0.35894944826904784	1.1795405289706384	-0.3125912506498878	-0.16334762261822444	0.1498318939165338	False	clamp_frac_high(0.42)	10.0	1.5	2.0	0.0	2.0
rs_leader	box	0.7494398803371528	6.535002836832501	0.3693256977605505	2.4135444825803405	352	0.7130681818181818	0.07011243216588647	0.5652474691747627	0.10656110811552766	1.3532663401092724	-0.13886543951125385	-0.14111148989201253	0.022091357314286963	False	clamp_frac_high(0.71)	10.0	1.5	3.0	0.0	2.0
rs_leader	box	0.6088165645188044	4.43627962929857	0.5608715754029343	2.488183144612634	406	0.0960591133004926	-0.07051088365246194	0.49086084272075625	0.03217448166152126	1.675773320276417	0.18364154065589067	-0.1323469434798449	0.010032035949743223	False	bootstrap_p05<=0	10.0	2.0	1.0	0.0	2.0
rs_leader	box	0.9321121493867841	8.098175894886797	0.38472235187301446	3.115549276162202	381	0.30183727034120733	0.25278470121551777	0.7493592713426324	0.29067291028339737	1.4355452856804352	-0.056586493940091076	-0.1098830793483526	0.07297253171057666	False	clamp_frac_high(0.30)	10.0	2.0	1.5	0.0	2.0
rs_leader	box	0.8316005041943942	5.889331821563147	0.3750617225922032	2.208862937912552	357	0.42296918767507	0.1522730560231279	0.8176358093282828	0.35894944826904784	1.1795405289706384	-0.3125912506498878	-0.16334762261822444	0.1498318939165338	False	clamp_frac_high(0.42)	10.0	2.0	2.0	0.0	2.0
rs_leader	box	0.7494398803371528	6.535002836832501	0.3693256977605505	2.4135444825803405	352	0.7130681818181818	0.07011243216588647	0.5652474691747627	0.10656110811552766	1.3532663401092724	-0.13886543951125385	-0.14111148989201253	0.022091357314286963	False	clamp_frac_high(0.71)	10.0	2.0	3.0	0.0	2.0
rs_leader	box	0.7334025634832587	6.0872859376317034	0.4523139970170765	2.7533646334360378	321	0.23052959501557632	0.05407511531199238	0.5778844466694562	0.11919808561022116	1.6694015572326217	0.1772697776120955	-0.10375440157843092	-0.10316185357208307	False	clamp_frac_high(0.23)	20.0	1.0	1.0	0.0	2.0
rs_leader	box	0.8518507502340306	6.530972881294683	0.3930178642410788	2.566789013222841	312	0.5	0.17252330206276423	0.622926268118037	0.16423990705880198	1.3982204407303833	-0.09391133889014291	-0.15291494297697988	0.06066052906722558	False	clamp_frac_high(0.50)	20.0	1.0	1.5	0.0	2.0
rs_leader	box	0.7367176219953465	6.064836927852029	0.43873408822514115	2.660850699775326	312	0.6666666666666666	0.05739017382408018	0.612062233431618	0.15337587237238304	1.6185685488685455	0.12643676924801928	-0.1684128631344224	-0.001773765934228011	False	clamp_frac_high(0.67)	20.0	1.0	2.0	0.0	2.0
rs_leader	box	0.8549636758918776	7.9328619505060365	0.39216565514505525	3.1109960039954805	309	0.8932038834951457	0.17563622772061127	0.75083375180778	0.292147390748545	1.0163764069627805	-0.4757553726577457	-0.12432501470991858	0.16247995370846607	False	clamp_frac_high(0.89)	20.0	1.0	3.0	0.0	2.0
rs_leader	box	0.7334025634832587	6.0872859376317034	0.4523139970170765	2.7533646334360378	321	0.23052959501557632	0.05407511531199238	0.5778844466694562	0.11919808561022116	1.6694015572326217	0.1772697776120955	-0.10375440157843092	-0.10316185357208307	False	clamp_frac_high(0.23)	20.0	1.5	1.0	0.0	2.0
rs_leader	box	0.8518507502340306	6.530972881294683	0.3930178642410788	2.566789013222841	312	0.5	0.17252330206276423	0.622926268118037	0.16423990705880198	1.3982204407303833	-0.09391133889014291	-0.15291494297697988	0.06066052906722558	False	clamp_frac_high(0.50)	20.0	1.5	1.5	0.0	2.0
rs_leader	box	0.7367176219953465	6.064836927852029	0.43873408822514115	2.660850699775326	312	0.6666666666666666	0.05739017382408018	0.612062233431618	0.15337587237238304	1.6185685488685455	0.12643676924801928	-0.1684128631344224	-0.001773765934228011	False	clamp_frac_high(0.67)	20.0	1.5	2.0	0.0	2.0
rs_leader	box	0.8549636758918776	7.9328619505060365	0.39216565514505525	3.1109960039954805	309	0.8932038834951457	0.17563622772061127	0.75083375180778	0.292147390748545	1.0163764069627805	-0.4757553726577457	-0.12432501470991858	0.16247995370846607	False	clamp_frac_high(0.89)	20.0	1.5	3.0	0.0	2.0
rs_leader	box	0.7334025634832587	6.0872859376317034	0.4523139970170765	2.7533646334360378	321	0.23052959501557632	0.05407511531199238	0.5778844466694562	0.11919808561022116	1.6694015572326217	0.1772697776120955	-0.10375440157843092	-0.10316185357208307	False	clamp_frac_high(0.23)	20.0	2.0	1.0	0.0	2.0
rs_leader	box	0.8518507502340306	6.530972881294683	0.3930178642410788	2.566789013222841	312	0.5	0.17252330206276423	0.622926268118037	0.16423990705880198	1.3982204407303833	-0.09391133889014291	-0.15291494297697988	0.06066052906722558	False	clamp_frac_high(0.50)	20.0	2.0	1.5	0.0	2.0
rs_leader	box	0.7367176219953465	6.064836927852029	0.43873408822514115	2.660850699775326	312	0.6666666666666666	0.05739017382408018	0.612062233431618	0.15337587237238304	1.6185685488685455	0.12643676924801928	-0.1684128631344224	-0.001773765934228011	False	clamp_frac_high(0.67)	20.0	2.0	2.0	0.0	2.0
rs_leader	box	0.8549636758918776	7.9328619505060365	0.39216565514505525	3.1109960039954805	309	0.8932038834951457	0.17563622772061127	0.75083375180778	0.292147390748545	1.0163764069627805	-0.4757553726577457	-0.12432501470991858	0.16247995370846607	False	clamp_frac_high(0.89)	20.0	2.0	3.0	0.0	2.0
rs_leader	atr	0.5203240843150282	1.6340107664189305	0.6310557353297692	1.031151865739258	1167	0.0	-0.15900336385623814	0.17110703162936272	-0.2875793294298723	1.1251662884256501	-0.3669654911948761	-0.1920068573951452	-0.3955078729415701	False	train_window_not_positive	10.0	1.0	1.0	0.0	2.0
