strategy	ref_type	sharpe	calmar	max_dd	pnl	n_trades	clamp_frac	delta_sharpe	sharpe_train	delta_sharpe_train	sharpe_test	delta_sharpe_test	boot_dsharpe_p05	delta_sharpe_cost	gate_pass	gate_reason	n	sl_mult	rr	buffer	bb_k
book_pullback_ma5	fixed	0.073534239958304	-0.40066687102709636	0.6734272391813307	-0.2698199847871998	762	0.0	0.0	-0.0019284717438491626	0.0	0.5955062347979174	0.0	0.0	0.0	False	train_window_not_positive					
book_pullback_ma5	box	0.47005840308054864	1.9079109277706847	0.7365909259988151	1.4053498770098671	394	0.08629441624365482	0.39652416312224464	0.5097587575376561	0.5116872292815052	0.27568974914064737	-0.31981648565727006	-0.08832368972905812	0.49290259126159813	False	test_window_not_positive	10.0	1.0	1.0	0.0	2.0
book_pullback_ma5	box	0.556969090680318	2.440146332700899	0.6206853090022671	1.5145629805232066	370	0.27297297297297296	0.483434850722014	0.34797095076980156	0.3498994225136507	1.1457257037275683	0.5502194689296509	-0.12253721359193309	0.5590631457928695	False	clamp_frac_high(0.27)	10.0	1.0	1.5	0.0	2.0
book_pullback_ma5	box	0.49966869671524883	2.694527570436101	0.7697056757627596	2.073993164463906	341	0.5542521994134897	0.42613445675694483	0.5102205763808602	0.5121490481247093	1.3262922941709114	0.730786059372994	-0.07203316374305369	0.5324171765192788	False	clamp_frac_high(0.55)	10.0	1.0	2.0	0.0	2.0
book_pullback_ma5	box	0.7134312567748801	4.914214158199726	0.5482992810642332	2.6944600899365856	331	0.8912386706948641	0.6398970168165761	0.6321264394749627	0.6340549112188119	1.2793713572137455	0.6838651224158281	-0.0288184649347714	0.6842267431544071	False	clamp_frac_high(0.89)	10.0	1.0	3.0	0.0	2.0
book_pullback_ma5	box	0.47005840308054864	1.9079109277706847	0.7365909259988151	1.4053498770098671	394	0.08629441624365482	0.39652416312224464	0.5097587575376561	0.5116872292815052	0.27568974914064737	-0.31981648565727006	-0.08832368972905812	0.49290259126159813	False	test_window_not_positive	10.0	1.5	1.0	0.0	2.0
book_pullback_ma5	box	0.556969090680318	2.440146332700899	0.6206853090022671	1.5145629805232066	370	0.27297297297297296	0.483434850722014	0.34797095076980156	0.3498994225136507	1.1457257037275683	0.5502194689296509	-0.12253721359193309	0.5590631457928695	False	clamp_frac_high(0.27)	10.0	1.5	1.5	0.0	2.0
book_pullback_ma5	box	0.49966869671524883	2.694527570436101	0.7697056757627596	2.073993164463906	341	0.5542521994134897	0.42613445675694483	0.5102205763808602	0.5121490481247093	1.3262922941709114	0.730786059372994	-0.07203316374305369	0.5324171765192788	False	clamp_frac_high(0.55)	10.0	1.5	2.0	0.0	2.0
book_pullback_ma5	box	0.7134312567748801	4.914214158199726	0.5482992810642332	2.6944600899365856	331	0.8912386706948641	0.6398970168165761	0.6321264394749627	0.6340549112188119	1.2793713572137455	0.6838651224158281	-0.0288184649347714	0.6842267431544071	False	clamp_frac_high(0.89)	10.0	1.5	3.0	0.0	2.0
book_pullback_ma5	box	0.47005840308054864	1.9079109277706847	0.7365909259988151	1.4053498770098671	394	0.08629441624365482	0.39652416312224464	0.5097587575376561	0.5116872292815052	0.27568974914064737	-0.31981648565727006	-0.08832368972905812	0.49290259126159813	False	test_window_not_positive	10.0	2.0	1.0	0.0	2.0
book_pullback_ma5	box	0.556969090680318	2.440146332700899	0.6206853090022671	1.5145629805232066	370	0.27297297297297296	0.483434850722014	0.34797095076980156	0.3498994225136507	1.1457257037275683	0.5502194689296509	-0.12253721359193309	0.5590631457928695	False	clamp_frac_high(0.27)	10.0	2.0	1.5	0.0	2.0
book_pullback_ma5	box	0.49966869671524883	2.694527570436101	0.7697056757627596	2.073993164463906	341	0.5542521994134897	0.42613445675694483	0.5102205763808602	0.5121490481247093	1.3262922941709114	0.730786059372994	-0.07203316374305369	0.5324171765192788	False	clamp_frac_high(0.55)	10.0	2.0	2.0	0.0	2.0
book_pullback_ma5	box	0.7134312567748801	4.914214158199726	0.5482992810642332	2.6944600899365856	331	0.8912386706948641	0.6398970168165761	0.6321264394749627	0.6340549112188119	1.2793713572137455	0.6838651224158281	-0.0288184649347714	0.6842267431544071	False	clamp_frac_high(0.89)	10.0	2.0	3.0	0.0	2.0
book_pullback_ma5	box	0.7797430581428353	6.14228256467612	0.4118494801306948	2.5296958810776906	317	0.2870662460567823	0.7062088181845313	0.8210806064715145	0.8230090782153636	1.4320027254657748	0.8364964906678574	-0.007945788909178188	0.8115029424256834	False	clamp_frac_high(0.29)	20.0	1.0	1.0	0.0	2.0
book_pullback_ma5	box	0.7621495401728297	4.815256789707422	0.4354912703905951	2.097002296606624	316	0.759493670886076	0.6886153002145257	0.6600553951986206	0.6619838669424697	1.6312612786052405	1.035755043807323	-0.046035980514673044	0.6844688019657315	False	clamp_frac_high(0.76)	20.0	1.0	1.5	0.0	2.0
book_pullback_ma5	box	0.7616947471444806	4.847322649078868	0.41688797294796637	2.020790513399256	312	0.9935897435897436	0.6881605071861766	0.7039532273100537	0.7058816990539029	1.592322629422388	0.9968163946244706	-0.0725789887871654	0.386699945669313	False	clamp_frac_high(0.99)	20.0	1.0	2.0	0.0	2.0
