log_no,post_date,category,item_no,stock_name,techniques,n_technique,gain_pcts,loss_pcts,n_gain,n_loss,result_kind
220720911669,2016-05-27,1,1,슈피겐코리아,전고돌파 / 수급평단 박스권 베팅,2,2.84;2.85;4.94;4.77;5.24;6.17;6.32,,7,0,gain
220727287846,2016-06-04,1,1,테스,신고돌파 / 수급평단 박스권 베팅,2,0.13;0.45;3.58;4.57;5.26;6.24;7.62;8.29;8.62;9.29,,10,0,gain
220727287846,2016-06-04,1,2,바이로메드,추세돌파 / 수급평단 박스권 베팅,2,2.6,,1,0,gain
220735385531,2016-06-13,1,1,바이로메드,추세돌파 / 수급평단 박스권 베팅,2,1.95;1.77;2.33;2.77;2.92;3.05,,6,0,gain
220735385531,2016-06-13,1,2,계양전기,신고돌파 / 수급평단 박스권 베팅,2,6.53,,1,0,gain
220742429984,2016-06-21,1,1,솔브레인,신고돌파 / 수급평단 박스권 베팅,2,0.45;0.95;2.03;2.21;3.21;3.76;4.84;5.75,0.1,8,1,mixed
220750978500,2016-07-01,1,1,엠케이전자,"신고돌파 / 20선, 수급평단 박스권 베팅",2,,4.39,0,1,loss
220750978500,2016-07-01,1,2,대아티아이,전고돌파 / 급등주 투매폭,2,23.76,,1,0,gain
220750978500,2016-07-01,1,3,부산산업,직전고돌파 / 급등주 투매폭,2,9.76;9.95,,2,0,gain
220750978500,2016-07-01,1,4,지어소프트,전고돌파 / 급등주 투매폭,2,6.55;7.41,,2,0,gain
220763175149,2016-07-15,1,1,화신정공,전고돌파 / 급등주 투매폭,2,2.16;2.42;4.14;5.17;6.44;7.21,,6,0,gain
220763175149,2016-07-15,1,2,알파칩스,직전고 + 신고 돌파 / 수급평단 박스권 베팅,2,1.88;4.44;6.02,,3,0,gain
220763175149,2016-07-15,1,3,화승인더,"신고돌파 / 수급평단 박스권 베팅 / 3.97%, 4.11%, 4.22%, 4.40%, 6.99%, 7.10%, 7.22%",3,,,0,0,none
220771498393,2016-07-25,1,1,알파칩스,직전고 돌파 / 수급평단 박스권 베팅,2,3.66,,1,0,gain
220771498393,2016-07-25,1,2,이루온,신고돌파 / 급등주 투매폭,2,8.59,,1,0,gain
220771498393,2016-07-25,1,3,디오,추세돌파 / 수급평다 박스권 베팅,2,5.09,,1,0,gain
220780665844,2016-08-05,1,1,디오,추세돌파 / 수급평단 박스권 베팅,2,2.22;3.04;4.45,3.55;5.16,3,2,mixed
220780665844,2016-08-05,1,2,아시아나항공,추세돌파 / 수급평단 박스권 베팅,2,1.65;1.68;1.85;2.04,,4,0,gain
220780665844,2016-08-05,1,3,성호전자,직전고 돌파 / 급등주 투매폭,2,4.12,,1,0,gain
220780665844,2016-08-05,1,4,이미지스,추세돌파 / 종가베팅,2,10.49,,1,0,gain
220780665844,2016-08-05,1,5,AP시스템,추세돌파 / 수급평단 박스권 베팅,2,2.06,,1,0,gain
220780665844,2016-08-05,1,6,원익홀딩스,추세돌파 / 수급평단 박스권 베팅,2,2.14;2.4,,2,0,gain
220780665844,2016-08-05,1,7,삼본정밀전자,전고돌파 / 급등주 투매폭,2,3.34;4.22;6.83;8.56;12.89,,5,0,gain
220780665844,2016-08-05,1,8,홈캐스트,전고돌파 / 급등주 투매폭,2,4.73,,1,0,gain
220786218731,2016-08-12,1,1,인포뱅크,직전고점 돌파 / 급등주 투매폭 - 종가베팅,2,12.9;15.1,,2,0,gain
220786218731,2016-08-12,1,2,파인디지털,직전고점 돌파 / 급등주 투매폭 - 종가베팅,2,,2.71,0,1,loss
220791793619,2016-08-19,1,1,선도전기,직전고 돌파 / 급등주 투매폭 - 종가베팅,2,7.3;7.67,,2,0,gain
220791793619,2016-08-19,1,2,동양물산,직전고 돌파 / 시가돌파,2,4.32;5.29;5.71,,3,0,gain
220791793619,2016-08-19,1,3,에이텍,전고점 돌파 / 급등주 투매폭 - 종가베팅,2,5.66,,1,0,gain
220791793619,2016-08-19,1,4,삼본정밀전자,직전고점 돌파 / 박스권 베팅 + 급등주 투매폭,2,10.96;11.32;16.66,,3,0,gain
220791793619,2016-08-19,1,5,칩스앤미디어,신고가 돌파 / 종가베팅,2,,3.24,0,1,loss
220797751308,2016-08-27,1,1,엠씨넥스,추세돌파 / 급등주 투매폭 + 종가베팅,2,1.05;1.06;2.42;2.34;2.12,,5,0,gain
220797751308,2016-08-27,1,2,홈센타,직전고점돌파 / 급등주 투매폭 - 종가베팅,2,3.52;7.41;7.4;9.27;9.64;10.18,,6,0,gain
220797751308,2016-08-27,1,3,화신정공,전고돌파 / 급등주 투매폭,2,,10,0,1,loss
220812592426,2016-09-14,1,1,우리들휴브레인,신고가 돌파 / 급등주 투매폭,2,7.94,,1,0,gain
220820505926,2016-09-25,1,1,보광산업,전고돌파 / 급등주 투매폭 - 종가베팅,2,2.98;2.99;3.01,,3,0,gain
220820505926,2016-09-25,1,2,수산중궁업,전고돌파 / 찌라시,2,,0.87;2.96;3.17,0,3,loss
220820505926,2016-09-25,1,3,유아이디,"직전고점 돌파 / 급등주 오전,오후 베팅",2,1.49;2.12;5.71;6.87;7.6;8.8;9.18,,7,0,gain
220820505926,2016-09-25,1,4,삼보판지,신고가 돌파 / 급등주 투매폭 - 종가베팅,2,2;2.52;3.08;3.09,,4,0,gain
220820505926,2016-09-25,1,5,선도전기,전고돌파 / 급등주 투매폭,2,3.98;7.91;8.71;21.1;21.32,,5,0,gain
220820505926,2016-09-25,1,6,세중,전고돌파 / 전고점 눌림,2,7.7;7.71,,2,0,gain
220826220571,2016-10-02,1,1,선도전기,직전고 돌파 / 급등주 투매폭 - 종가베팅,2,2.84;4.1;4.35;5.65;6.04;10.7,,6,0,gain
220826220571,2016-10-02,1,2,JW중외제약,신고가 돌파 / 우량주 평단 박스권 베팅,2,3.15;4.13,,2,0,gain
220832006986,2016-10-09,1,1,선도전기,직전고 돌파 / 급등주 투매폭,2,1.92;2.15;2.92;3.59;6.85;6.11,,6,0,gain
220832006986,2016-10-09,1,2,TPC,전고점 돌파 / 급등주 단타,2,1.24;2.43;6.43;6.55;9.23,,5,0,gain
220836396874,2016-10-14,1,1,케이시티,전고점 돌파 / 급등주 투매폭,2,36;6.69;6.78;6.91;7.03;7.15,,6,0,gain
220836396874,2016-10-14,1,2,웹스,전고 돌파 / 급등주 투매폭,2,3.25;4.52;4.7;4.96;6.54;6.82,,6,0,gain
220836396874,2016-10-14,1,3,로지시스,직전고 돌파 / 급등주 투매폭,2,9.51,,1,0,gain
220836396874,2016-10-14,1,4,한국컴퓨터,전고돌파 / 급등주 투매폭,2,3.04;5.12,,2,0,gain
220836396874,2016-10-14,1,5,삼보판지,직전고 돌파 / 급등주 투매폭,2,,4.7;4.8,0,2,loss
220836396874,2016-10-14,1,6,이상네트웍스,전고돌파 / 급등주 투매폭,2,2.49;5.79;6.08;6.09,5.83;5.93;6.02,4,3,mixed
220836396874,2016-10-14,1,7,보락,전고돌파 / 급등주 투매폭,2,2.9;3.05,,2,0,gain
220843388884,2016-10-23,1,1,한국컴퓨터,"전고돌파 / 급등주 단타 / 수 익률 0.27%, 0.47%, 1.82%, 3.75%, 3.86%, 4.13%, 4.21%, 4.36%",3,,,0,0,none
220843388884,2016-10-23,1,2,에스아이티글로벌,추세돌파 / 급등주 단타,2,0.94;1.09;4.11;4.28;4.45;4.63,,6,0,gain
220843388884,2016-10-23,1,3,손오공,전고돌파 / 급등주 투매폭,2,1.14,2.1;2.48;4.31,1,3,mixed
220843388884,2016-10-23,1,4,동국S&C,추세돌파 / 수급평단 박스권 베팅,2,1.51;2.11;3.05;3.3;3.6,,5,0,gain
220847880311,2016-10-28,1,1,동국S&C,추세돌파 / 수급평단 박스권 베팅,2,2.12;2.23;2.7;2.91,,4,0,gain
220847880311,2016-10-28,1,2,프림에스,직전고점 돌파 / 급등주 투패목,2,10.49;10.62;11.41;11.3;11.43;12.22,,6,0,gain
220847880311,2016-10-28,1,3,JW생명과학,신규주 / 돌파베팅,2,15.32,,1,0,gain
220847880311,2016-10-28,1,4,인포마크,전고점 돌파 / 급등주 단타,2,0.84;4.93,,2,0,gain
220847880311,2016-10-28,1,5,대신정보통신,추세돌파 / 급등주 투매폭,2,5.6;6.51;7.42,,3,0,gain
220847880311,2016-10-28,1,6,손오공,전고점돌파 / 종가베팅,2,,3.92,0,1,loss
220855027368,2016-11-06,1,1,로지시스,전고점 돌파 / 급등주 종가베팅,2,2.56;4.86,,2,0,gain
220855027368,2016-11-06,1,2,캠시스,추세돌파 / 급등주 단타,2,0.25;1.86;3.93,0.98;4.83;5;5.16;8.7,3,5,mixed
220855027368,2016-11-06,1,3,디지틀조선,전고점 돌파 / 급등주 단타,2,0.35;0.54;0.95;1.08;1.63;2.56;3.32;4.33,,8,0,gain
220855027368,2016-11-06,1,4,로고스바이오,신규주 / 급등주 단타,2,6.07,,1,0,gain
220855027368,2016-11-06,1,5,에이치엘비생명과학,전고점 돌파 / 급등주 단타,2,4.64;4.8,,2,0,gain
220860023302,2016-11-12,1,1,빅텍,전고돌파 / 급등주 스윙,2,26.39;25.05;24.88;23.97;21.37;20.23;4.68;3.9,0.38;2.58,8,2,mixed
220860023302,2016-11-12,1,2,두산인프라코어,직전고 돌파 / 우량주 단타,2,3.47;3.47;0.28,,3,0,gain
220864993335,2016-11-18,1,1,두산인프라코어,직전고점 돌파 / 수급 평단 박스권 베팅,2,0.09;0.28;1.75;1.96;2.05;2.07;3.47,0.87;0.54,7,2,mixed
220864993335,2016-11-18,1,2,SKC,추세돌파 / 수급 평단 박스권 베팅,2,0.29;1.44,,2,0,gain
220864993335,2016-11-18,1,3,캠시스,"추세돌파, 전고돌파 / 급등주 단타",2,0.12;0.83;2.46;7.66;7.99;8.15;8.32,,7,0,gain
220872081610,2016-11-27,1,1,SKC,추세돌파 / 수급평단 박스권 베팅,2,0.69;1.67,,2,0,gain
220872081610,2016-11-27,1,2,이미지스,추세돌파 / 급등주 단타,2,3.6;3.63,,2,0,gain
220872081610,2016-11-27,1,3,지엔코,추세돌파 / 급등주 단타(종가베팅),2,3,,1,0,gain
220872081610,2016-11-27,1,4,TPC,추세돌파 / 급등주 단타(종가베팅),2,0.6;2.67;2.81,,3,0,gain
220876496303,2016-12-02,1,1,케이씨티,직전고점 돌파 / 급등주 단타,2,2.77;3.02,,2,0,gain
220876496303,2016-12-02,1,2,쏠리드,추세돌파 / 급등주 투매폭,2,0.15;0.3;0.46;3.09;3.27,,5,0,gain
220876496303,2016-12-02,1,3,흥국,직전고점 돌파 / 급등주 단타,2,3.43,,1,0,gain
220883603185,2016-12-12,1,1,서암기계공업,추세돌파 / 급등주 투매폭,2,0.15;0.35;3.99;4.19,,4,0,gain
220883603185,2016-12-12,1,2,지엘팜텍,추세돌파 / 급등주 투매폭,2,10.5,,1,0,gain
220883603185,2016-12-12,1,3,한국팩키지,전고점 돌파 / 급등주 단타,2,0.31;0.46;2.98;3.46;3.49,,5,0,gain
220895399901,2016-12-26,1,1,이화전기,추세돌파 / 급등주 투매폭,2,6.16;6.35;6.53;6.72;6.91;8.02,,6,0,gain
220895399901,2016-12-26,1,2,한네트,전고돌파 / 급등주 단타,2,,5.33;8.47;8.56;8.66;8.76;8.85,0,6,loss
220895399901,2016-12-26,1,3,에코바이오,추세돌파 / 급등주 투매폭,2,1.62;2.27;2.37;3.11;3.49;3.85,,6,0,gain
220895399901,2016-12-26,1,4,우수AMS,추세돌파 / 급등주 단타,2,6.14;6.66,,2,0,gain
220895399901,2016-12-26,1,5,능률교육,직전고 돌파 / 급등주 투매폭,2,5.91;5.76;5.04;4.92;4.89;4.88,,6,0,gain
220898792411,2016-12-30,1,1,이트론,추세돌파 / 급등주 투매폭,2,9.91,,1,0,gain
220898792411,2016-12-30,1,2,아이씨디,직전고 돌파 / 수급평단 박스권 베팅,2,2.72;2.74;3.38;3.41;3.68;4.28,,6,0,gain
224371400049,2026-08-07,32,1,씨피시스템,통계기반 자동매매,1,22.21;15.92;9.65,,3,0,gain
224371400049,2026-08-07,32,2,케이엔알시스템,통계기반 자동매매,1,8.84;8.76;8.7;2.85,,4,0,gain
224371400049,2026-08-07,32,3,모나미,통계기반 자동매매,1,,0.28;13.79;13.28;19.42,0,4,loss
