post_date,logNo,stock_name,method,preset,preset_base,preset_mode,preset_mode_src,n_items
2023-06-23,223136544384,레이저쎌,직전고 돌파 (신고가),,,미표기,,2
2023-06-26,223138838586,엑스게이트,20일 이평선 반등,,,미표기,,1
2023-06-27,223139858152,큐렉소,전일 고점 돌파 (연파동),,,미표기,,2
2023-06-27,223139858152,동국홀딩스,10일 이평선 반등,,,미표기,,2
2023-06-28,223140980426,티로보틱스,전일고점 돌파 (신고가),,,미표기,,1
2023-06-29,223141818979,KG모빌리언스,상한가 연속 상승 (연파동),,,미표기,,2
2023-06-29,223141818979,레이저쎌,전일 고점 돌파,,,미표기,,2
2023-06-30,223142822419,펨트론,직전고 돌파 (신고가),,,미표기,,1
2023-07-03,223145245469,라온시큐어,직전고 돌파 시도,,,미표기,,2
2023-07-03,223145245469,ISC,직전고 돌파 (신고가),,,미표기,,2
2023-07-04,223146289705,동국알앤에스,60일 이평선 돌파,,,미표기,,2
2023-07-04,223146289705,제이티,직전고 돌파,,,미표기,,2
2023-07-05,223147285368,가온칩스,추세 및 직전고 돌파(신고가),,,미표기,,1
2023-07-06,223148343033,성우하이텍,직전고 돌파 (신고가),,,미표기,,2
2023-07-06,223148343033,화신,신고가 경신,,,미표기,,2
2023-07-07,223149486186,대원강업,기준봉 조정 후 파동,,,미표기,,3
2023-07-07,223149486186,금양,기준봉 조정 후 파동,,,미표기,,3
2023-07-07,223149486186,삼부토건,20일 이평선 반등,,,미표기,,3
2023-07-11,223152685812,성우하이텍,전일 고점 돌파 (신고가),,,미표기,,3
2023-07-11,223152685812,금양,직전고 돌파 (신고가),,,미표기,,3
2023-07-11,223152685812,덴티스,상한가 연속 상승 (연파동),,,미표기,,3
2023-07-12,223153762770,피엔티,직전고 돌파(신고가),,,미표기,,3
2023-07-12,223153762770,동운아나텍,신고가 연속 상승,,,미표기,,3
2023-07-12,223153762770,성우하이텍,전일 고점 돌파 (신고가),,,미표기,,3
2023-07-13,223154763363,태성,직전고 돌파 (신고가),,,미표기,,1
2023-07-14,223155813828,프로텍,직전고 돌파 (신고가),,,미표기,,2
2023-07-14,223155813828,태성,신고가 연속 상승 (연파동),,,미표기,,2
2023-07-17,223158276597,엠로,신고가 연속 상승,,,미표기,,1
2023-07-18,223159286003,폴라리스오피스,상한가 연속 상승 (연파동),,,미표기,,3
2023-07-18,223159286003,성우하이텍,10일 이평선 반등,,,미표기,,3
2023-07-18,223159286003,강원에너지,직전고 돌파,,,미표기,,3
2023-07-19,223160395091,아이엔스,신고가 연속 상승,,,미표기,,3
2023-07-19,223160395091,제이엘케이,신고가 경신,,,미표기,,3
2023-07-19,223160395091,뷰노,직전고 돌파 (신고가),,,미표기,,3
2023-07-20,223161235029,케이엔솔,전일 고점 돌파 (연파동),,,미표기,,1
2023-07-21,223162363854,케이엔솔,전일 고점 돌파 (신고가),,,미표기,,1
2023-07-24,223164443719,드림텍,기준봉 조정 후 파동,,,미표기,,3
2023-07-24,223164443719,조일알미늄,직전고 돌파,,,미표기,,3
2023-07-24,223164443719,TCC스틸,전일 고점돌파 (신고가),,,미표기,,3
2023-07-25,223165398078,에스코넥,전일 고점 돌파 (신고가),,,미표기,,1
2023-07-26,223166414630,에코프로비엠,신고가 연속 상승,,,미표기,,3
2023-07-26,223166414630,금양,신고가 연속 상승,,,미표기,,3
2023-07-26,223166414630,웰바이오텍,전일 고점 돌파 (신고가),,,미표기,,3
2023-07-27,223167450302,티로보틱스,직전고 돌파(신고가),,,미표기,,1
2023-07-31,223170578432,신성델타테크,전일 고점 돌파 (신고가),,,미표기,,1
2023-08-01,223171582884,셀바스AI,직전고 돌파,,,미표기,,3
2023-08-01,223171582884,프로이천,직전고 돌파,,,미표기,,3
2023-08-01,223171582884,솔트룩스,직전고 돌파 (신고가),,,미표기,,3
2023-08-02,223172587423,셀바스헬스케어,직전고 돌파 (연속 상승),,,미표기,,2
2023-08-02,223172587423,LS전선아시아,10일 이평선 반등,,,미표기,,2
2023-08-03,223173562681,한양이엔지,전일 고점 돌파 (신고가),,,미표기,,1
2023-08-04,223174527050,폴라리스오피스,10일 이평선 반등,,,미표기,,2
2023-08-04,223174527050,실리콘투,전일 고점돌파 (신고가),,,미표기,,2
2023-08-07,223176905252,레인보우로보틱스,전일 고점 돌파 시도,,,미표기,,2
2023-08-07,223176905252,서남,5일 이평선 반등,,,미표기,,2
2023-08-08,223177841675,대창,"직전고 돌파 (연파동, 신고가)",,,미표기,,1
2023-08-09,223178883068,유진로봇,신고가 연속 상승,,,미표기,,2
2023-08-09,223178883068,지노믹트리,직전고 돌파 (신고가),,,미표기,,2
2023-08-10,223179832777,엠아이큐브솔루션,직전고 돌파 (신고가),,,미표기,,1
2023-08-11,223180768703,마녀공장,연속 상승 (연파동),,,미표기,,1
2023-08-14,223183083617,코리아나,전일 고점 돌파시도 (신고가),,,미표기,,3
2023-08-14,223183083617,파라다이스,전일 고점 돌파,,,미표기,,3
2023-08-14,223183083617,브이티,전일 고점돌파 (신고가),,,미표기,,3
2023-08-16,223184796601,엑셈,직전고점 돌파시도 (연파동),,,미표기,,2
2023-08-16,223184796601,대창,직전고 돌파 (신고가),,,미표기,,2
2023-08-17,223185816472,큐렉소,추세돌파 (전일고점 돌파),,,미표기,,2
2023-08-17,223185816472,에이프로젠,직전고 돌파 (신고가),,,미표기,,2
2023-08-18,223187018494,STX,직전고 돌파 (신고가),,,미표기,,3
2023-08-18,223187018494,이수페타시스,20일 이평선 돌파,,,미표기,,3
2023-08-18,223187018494,센코,직전고 돌파,,,미표기,,3
2023-08-21,223189057153,티플렉스,직전고 돌파 (신고가),,,미표기,,1
2023-08-22,223190066587,본느,직전고 돌파 (신고가),,,미표기,,2
2023-08-22,223190066587,딥노이드,전일 고점 돌파 (신고가),,,미표기,,2
2023-08-23,223191077209,케이엔솔,직전고 돌파 (신고가),,,미표기,,2
2023-08-23,223191077209,나인테크,5일 이평선 반등,,,미표기,,2
2023-08-24,223192045029,비투엔,기준봉 조정 후 파동 (신고가),,,미표기,,2
2023-08-24,223192045029,삼영,직전고 돌파 시도 (신고가),,,미표기,,2
2023-08-25,223193037721,우리로,전일 고점 돌파 (신고가),,,미표기,,2
2023-08-25,223193037721,디알텍,직전고 돌파 (기준봉 조정 후 파동),,,미표기,,2
2023-08-28,223195360630,푸드나무,직전고 돌파 (연속 상승),,,미표기,,2
2023-08-28,223195360630,STX,10일 이평선 반등,,,미표기,,2
2023-08-29,223196349180,YTN,전일 연속 상승 (신고가),,,미표기,,1
2023-08-30,223197360616,티에프이,직전고 돌파 (신고가),,,미표기,,2
2023-08-30,223197360616,마음AI,상한가 연속 상승 (연파동),,,미표기,,2
2023-08-31,223198495288,뷰노,기준봉 조정 후 파동 (신고가),,,미표기,,2
2023-08-31,223198495288,파로스아이바이오,직전고 돌파 (신고가),,,미표기,,2
2023-09-01,223199424788,레인보우로보틱스,상한가 연파동,,,미표기,,1
2023-09-04,223201729924,뉴로메카,기준봉 조정 후 파동 (신고가),,,미표기,,1
2023-09-05,223202956837,하나마이크론,전일 고점 돌파,,,미표기,,4
2023-09-05,223202956837,세코닉스,직전고 돌파,,,미표기,,4
2023-09-05,223202956837,디알텍,직전고 돌파 (신고가),,,미표기,,4
2023-09-05,223202956837,텔레칩스,전일 고점 돌파 (신고가),,,미표기,,4
2023-09-06,223203832383,희림,장기 이평선 돌파 (기준봉 조정 후 파동),,,미표기,,3
2023-09-06,223203832383,노을,전일 상한가 이후 연속 상승 (연파동),,,미표기,,3
2023-09-06,223203832383,스맥,신고가 연속 상승,,,미표기,,3
2023-09-07,223204725470,디알텍,직전고 돌파 (신고가),,,미표기,,3
2023-09-07,223204725470,에스피지,직전고 돌파 (신고가),,,미표기,,3
2023-09-07,223204725470,유진로봇,전일 고점 돌파 (신고가),,,미표기,,3
2023-09-08,223205743788,샤페론,"직전고 돌파, 120일 이평선 돌파",,,미표기,,3
2023-09-08,223205743788,로보스타,직전고 돌파,,,미표기,,3
2023-09-08,223205743788,피델릭스,전일 고점 돌파,,,미표기,,3
2023-09-11,223208029818,스맥,직전고 돌파 (신고가),,,미표기,,2
2023-09-11,223208029818,에스비비테크,직전고 돌파,,,미표기,,2
2023-09-12,223209242776,텔레칩스,직전고 돌파 (신고가),,,미표기,,4
2023-09-12,223209242776,파두,직전고 돌파 시도,,,미표기,,4
2023-09-12,223209242776,알테오젠,직전고 돌파 (연속상승),,,미표기,,4
2023-09-12,223209242776,삼기이브이,20일 이평선 반등,,,미표기,,4
2023-09-13,223210049806,텔레칩스,5일 이평선 반등 (신고가),,,미표기,,1
2023-09-14,223211050291,필옵틱스,직전고 돌파,,,미표기,,2
2023-09-14,223211050291,에스와이,"전일 고점 돌파 (연속상승, 신고가)",,,미표기,,2
2023-09-15,223212269701,일진전기,직전고 돌파 (신고가),,,미표기,,2
2023-09-15,223212269701,대동,10일 이평선 반등,,,미표기,,2
2023-09-18,223214686687,에스와이,직전고 돌파 (신고가),,,미표기,,3
2023-09-18,223214686687,에이블씨엔씨,전일 고점 돌파 (신고가),,,미표기,,3
2023-09-18,223214686687,머큐리,5일 이평선 반등 (신고가),,,미표기,,3
2023-09-19,223215724209,SK디앤디,직전고 돌파 (신고가),,,미표기,,2
2023-09-19,223215724209,대화제약,직전고 돌파 (신고가),,,미표기,,2
2023-09-20,223216768043,에이스테크,장기이 평선 돌파 (연파동),,,미표기,,4
2023-09-20,223216768043,우듬지팜,전일 고점 돌파,,,미표기,,4
2023-09-20,223216768043,드림시큐리티,직전고 돌파 시도,,,미표기,,4
2023-09-20,223216768043,에쓰씨엔지니어링,"직전고 돌파, 장기 이평선 돌파",,,미표기,,4
2023-09-21,223217573511,NE능률,직전고점 돌파,,,미표기,,3
2023-09-21,223217573511,모아데이터,5일 이평선 반등,,,미표기,,3
2023-09-21,223217573511,다원시스,전일고점 돌파,,,미표기,,3
2023-09-22,223218495217,에이스테크,직전고 돌파,,,미표기,,2
2023-09-22,223218495217,엑세스바이오,직전고 돌파,,,미표기,,2
2023-09-25,223220826804,이랜시스,"전고점 돌파 (신고가,연파동)",,,미표기,,2
2023-09-25,223220826804,PN풍년,"직전고 돌파 (신고가, 연파동)",,,미표기,,2
2023-09-26,223221820221,알서포트,장기 이평선 돌파 (연속 상승),,,미표기,,1
2023-09-27,223222795565,가온그룹,장기 이평선 돌파 (연속상승),,,미표기,,1
2023-10-04,223227801166,유한양행,직전고 돌파 (신고가),,,미표기,,4
2023-10-04,223227801166,머큐리,20일 이평선 반등,,,미표기,,4
2023-10-04,223227801166,화천기계,5일 이평선 반등,,,미표기,,4
2023-10-04,223227801166,위너스제약,5일 이평선 반등,,,미표기,,4
2023-10-05,223228834172,한올바이오파마,전일 고점 돌파 (신고가),,,미표기,,2
2023-10-05,223228834172,엑세스바이오,전일 고점 돌파,,,미표기,,2
2023-10-06,223229524808,한싹,신규주 전일 고점 돌파,,,미표기,,1
2023-10-10,223232493244,신성델타테크,직전의 매물돌파,,,미표기,,2
2023-10-10,223232493244,이랜시스,10일 이평선 반등,,,미표기,,2
2023-10-11,223233445114,흥구석유,직전고 돌파 (신고가),,,미표기,,2
2023-10-11,223233445114,위더스제약,직전고 돌파 (신고가),,,미표기,,2
2023-10-12,223234663988,흥구석유,신고가 연속 상승,,,미표기,,2
2023-10-12,223234663988,대성하이텍,기준봉 조정 후 파동,,,미표기,,2
2023-10-13,223235457744,줌인터넷,직전고 돌파,,,미표기,,1
2023-10-16,223238096403,지에스이,전일 고점 돌파,,,미표기,,2
2023-10-16,223238096403,LS네트웍스,상한가 연속 상승,,,미표기,,2
2023-10-17,223238796797,모바일어플라이언스,직전고 돌파,,,미표기,,2
2023-10-17,223238796797,이랜시스,20일 이평선 반등 (쌍바닥),,,미표기,,2
2023-10-18,223239770799,모비스,직전고 돌파 (연속 상승),,,미표기,,1
2023-10-19,223240727318,대성산업,직전고 돌파 (장기 이평선 돌파),,,미표기,,2
2023-10-19,223240727318,퍼스텍,직전고 돌파 (장기 이평선 돌파),,,미표기,,2
2023-10-20,223241810354,지에스이,10일 이평선 연속 반등,,,미표기,,1
2023-10-23,223244207485,상보,"추세돌파, 연속 상승",,,미표기,,2
2023-10-23,223244207485,캠시스,20일 이평선 돌파,,,미표기,,2
2023-10-24,223245159442,코오롱글로벌,신고가 연속 상승,,,미표기,,3
2023-10-24,223245159442,현대바이오,전일 고점 돌파,,,미표기,,3
2023-10-24,223245159442,에스와이,60일 이평선 반등,,,미표기,,3
2023-10-25,223246096691,신신제약,직전고 돌파 (신고가),,,미표기,,2
2023-10-25,223246096691,쏘카,장기 이평선 돌파,,,미표기,,2
2023-10-26,223246937462,메디아나,직전고 돌파,,,미표기,,3
2023-10-26,223246937462,한싹,전일 종가 돌파,,,미표기,,3
2023-10-26,223246937462,국제약품,상한가 연속 상승 (연파동),,,미표기,,3
2023-10-27,223247930304,삼성출판사,장기 이평돌파 (연속 상승),,,미표기,,1
2023-10-30,223250282936,우리바이오,직전고 돌파 시도,,,미표기,,2
2023-10-30,223250282936,흥구석유,20일 이평선 반등,,,미표기,,2
2023-10-31,223251303518,워트,전일 고점 돌파 (신규주),,,미표기,,2
2023-10-31,223251303518,한국무브넥스,기준봉 조정 후 파동 (신고가),,,미표기,,2
2023-11-01,223252590800,워트,직전고 돌파 (신고가),,,미표기,,1
2023-11-02,223253420017,제주반도체,장기 이평선 돌파,,,미표기,,2
2023-11-02,223253420017,퓨릿,10일 이평선 돌파,,,미표기,,2
2023-11-03,223254370404,영풍제지,낙폭과대,,,미표기,,2
2023-11-03,223254370404,라이콤,20일 이평선 돌파 (기준봉 조정 후 파동),,,미표기,,2
2023-11-06,223256799978,한국알콜,직전고 돌파,,,미표기,,1
2023-11-07,223257860083,국제약품,20일 이평선 반등,,,미표기,,1
2023-11-08,223258855640,경남제약,상한가 연속 상승,,,미표기,,2
2023-11-08,223258855640,위메이드,기준봉 조정 후 파동,,,미표기,,2
2023-11-09,223259889124,엔피,전일 고점 돌파,,,미표기,,2
2023-11-09,223259889124,아직엑스텍,상한가 연속 상승 (연파동),,,미표기,,2
2023-11-10,223260874690,경농,기준봉 조정 후 파동 (신고가),,,미표기,,1
2023-11-13,223263181080,한국파마,전일고점 돌파 (연파동),,,미표기,,1
2023-11-14,223264268366,씨씨에스,직전고 돌파 (신고가),,,미표기,,2
2023-11-14,223264268366,현대비앤지스틸,장기 이평선 돌파,,,미표기,,2
2023-11-15,223265420724,주성엔지니어링,직전고점 돌파 (신고가),,,미표기,,1
2023-11-16,223266280110,경보제약,기준봉 조정 후 파동,,,미표기,,3
2023-11-16,223266280110,캡스톤파트너스,신규주 연속 상승,,,미표기,,3
2023-11-16,223266280110,에스와이스틸텍,신규주 전일 고점 돌파,,,미표기,,3
2023-11-17,223267318849,마이크로컨텍솔,전일 고점 돌파,,,미표기,,4
2023-11-17,223267318849,마크로젠,장기 이평선 돌파,,,미표기,,4
2023-11-17,223267318849,제넥신,장기 이평선 돌파,,,미표기,,4
2023-11-17,223267318849,메디아나,직전고 돌파,,,미표기,,4
2023-11-20,223269486365,핑거,장기이평 돌파 (연속상승),,,미표기,,1
2023-11-21,223270460610,칩스앤미디어,직전고 돌파 시도 (신고가),,,미표기,,1
2023-11-22,223271448057,스마트레이더시스템,전일 고점 돌파,,,미표기,,2
2023-11-22,223271448057,체시스,5일 이평선 반등,,,미표기,,2
2023-11-23,223272479986,제주반도체,전일 고점 돌파,,,미표기,,3
2023-11-23,223272479986,두산로보틱스,전일 고점 돌파,,,미표기,,3
2023-11-23,223272479986,한싹,기준봉 조정 후 파동,,,미표기,,3
2023-11-24,223273447235,광명전기,120일 이평선 돌파,,,미표기,,2
2023-11-24,223273447235,칩스앤미디어,기준봉 조정 후 파동 (신고가),,,미표기,,2
2023-11-27,223275740149,칩스앤미디어,전일 고점 돌파 (연파동),,,미표기,,2
2023-11-27,223275740149,제주반도체,직전 고점 돌파,,,미표기,,2
2023-11-28,223276882997,텔레칩스,직전고 돌파 시도,,,미표기,,4
2023-11-28,223276882997,멕아이씨에스,상한가 연속 상승,,,미표기,,4
2023-11-28,223276882997,엔비티,직전고 돌파,,,미표기,,4
2023-11-28,223276882997,아남전자,장기 추세선 돌파,,,미표기,,4
2023-11-29,223277818168,갤럭시아머니트리,20일 이평선 반등,,,미표기,,2
2023-11-29,223277818168,코어라인소스,"20일선 돌파, 연속상승",,,미표기,,2
2023-11-30,223279012267,제우스,20일선 반등,,,미표기,,4
2023-11-30,223279012267,씨아이에스,120일 이평선 돌파,,,미표기,,4
2023-11-30,223279012267,흥아해훈,10일 이평선 반등,,,미표기,,4
2023-11-30,223279012267,메가터치,직전고점 돌파,,,미표기,,4
2023-12-01,223279814498,한농화성,120일선 돌파 (상한가 연속 상승),,,미표기,,3
2023-12-01,223279814498,비올,직전고 돌파 (연속 상승),,,미표기,,3
2023-12-01,223279814498,위메이드맥스,기준봉 조정 후 파동,,,미표기,,3
2023-12-04,223282269569,갤럭시아머니트리,전일 고점 돌파 (신고가),,,미표기,,2
2023-12-04,223282269569,대한해운,장기 이평선 돌파 (기준봉 조정 후 파동),,,미표기,,2
2023-12-05,223283346876,수젠텍,장기 이평선 돌파 (상한가 연속 상승),,,미표기,,3
2023-12-05,223283346876,갤럭시아머니트리,신고가 연속 상승,,,미표기,,3
2023-12-05,223283346876,알로이스,5일 이평선 반등,,,미표기,,3
2023-12-06,223284494586,제주반도체,전일 고점 돌파 (신고가),,,미표기,,3
2023-12-06,223284494586,엑스게이트,추세 및 전일 고점 돌파,,,미표기,,3
2023-12-06,223284494586,녹십자엠에스,상한가 연속 상승 (연파동),,,미표기,,3
2023-12-07,223285557007,한농화성,10일 이평선 부근 반등,,,미표기,,3
2023-12-07,223285557007,위더스제약,전고점 돌파 (신고가 돌파시도),,,미표기,,3
2023-12-07,223285557007,유유제약,"직전고 돌파, 장기 이평선 돌파",,,미표기,,3
2023-12-08,223286485330,제주반도체,전일 고점 돌파 (신고가),,,미표기,,2
2023-12-08,223286485330,와이바이오로직스,상한가 연속 반등,,,미표기,,2
2023-12-11,223288955519,한네트,직전고 돌파 (장기 이평선 돌파),,,미표기,,1
2023-12-12,223290053832,제주반도체,기준봉 조정 후 파동 (신고가),,,미표기,,2
2023-12-12,223290053832,퀄리타스반도체,직전고점 돌파 시도,,,미표기,,2
2023-12-13,223291135864,아주IB투자,장기 이평선 돌파 (연속 상승),,,미표기,,2
2023-12-13,223291135864,다날,10일 이평선 반등,,,미표기,,2
2023-12-14,223292272954,부국철강,직전고 돌파,,,미표기,,3
2023-12-14,223292272954,오픈엣지테크놀로지,전일 고점돌파,,,미표기,,3
2023-12-14,223292272954,다날,10일 이평선 반등 (전일 고점돌파),,,미표기,,3
2023-12-15,223293441601,아이티센,직전고 돌파 (신고가),,,미표기,,1
2023-12-18,223296163088,네오셈,5일 이평선 반등,,,미표기,,4
2023-12-18,223296163088,LS머티리얼즈,전일 고점 돌파,,,미표기,,4
2023-12-18,223296163088,원익큐브,전일 고점 돌파,,,미표기,,4
2023-12-18,223296163088,LS전선아시아,20일 이평선 반등,,,미표기,,4
2023-12-19,223297068933,하림지주,직전고 돌파,,,미표기,,3
2023-12-19,223297068933,LS머티리얼즈,상한가 연속 상승,,,미표기,,3
2023-12-19,223297068933,아이티센,전일 고점 돌파 (신고가),,,미표기,,3
2023-12-20,223298505272,코어라인소프트,전일 고점 돌파,,,미표기,,3
2023-12-20,223298505272,한익스프레스,기준봉 조정 후 파동 (신고가),,,미표기,,3
2023-12-20,223298505272,HMM,전고점 돌파,,,미표기,,3
2023-12-21,223299192838,흥아해운,직전고 돌파 시도,,,미표기,,3
2023-12-21,223299192838,LS전서아시아,20일 이평선 반등,,,미표기,,3
2023-12-21,223299192838,한국전자인증,전고점 돌파 시도,,,미표기,,3
2023-12-22,223300177566,삼화전기,장기 이평선 돌파,,,미표기,,1
2024-03-05,223373511529,동일고무벨트,5~10일 이평선 반등,,,미표기,,1
2024-03-06,223374670229,폴라리스오피스,기준봉 조정 후 파동,,,미표기,,2
2024-03-06,223374670229,레코켐바이오,전고돌파 (신고가),,,미표기,,2
2024-03-07,223375929808,네오셈,전일 고점 돌파시도 (신고가),,,미표기,,2
2024-03-07,223375929808,폴라리스AI,전일 고점돌파 (신고가),,,미표기,,2
2024-03-08,223376859441,레이크머티리얼즈,직전고 돌파 (신고가),,,미표기,,1
2024-03-11,223379690212,에스텍파마,직전고 돌파 (신고가),,,미표기,,1
2024-03-12,223380676646,필에너지,기준봉 조정 후 파동,,,미표기,,2
2024-03-12,223380676646,에이프릴바이오,직전고 돌파 시도,,,미표기,,2
2024-03-13,223381850480,에스티아이,전일 고점 돌파(신고가),,,미표기,,2
2024-03-13,223381850480,HLB제약,신고가 연속 상승,,,미표기,,2
2024-03-14,223383183134,우리기술,기준봉 조정 후 파동,,,미표기,,4
2024-03-14,223383183134,씨씨에스,20일선 이평선 반등,,,미표기,,4
2024-03-14,223383183134,선익시스템,전일 고점 돌파 (연속상승),,,미표기,,4
2024-03-14,223383183134,일승,120일 이평선 돌파,,,미표기,,4
2024-03-15,223384087297,현대힘스,20일 이평선 돌파 (연속상승),,,미표기,,3
2024-03-15,223384087297,코세스,20일 이평선 돌파,,,미표기,,3
2024-03-15,223384087297,바이넥스,전일 고점 돌파 (신고가),,,미표기,,3
2024-03-19,223388040290,덕성,20일 이평선 돌파,,,미표기,,3
2024-03-19,223388040290,화천기계,상한가 연속 상승,,,미표기,,3
2024-03-19,223388040290,동국산업,전일 고점 돌파 (신고가),,,미표기,,3
2024-03-20,223389173415,국제약품,장기 이평선 돌파,,,미표기,,1
2024-03-21,223390403166,국제약품,상한가 연속 상승,,,미표기,,2
2024-03-21,223390403166,일진전기,5일 이평선 반등,,,미표기,,2
2024-03-22,223391776774,링크제니시스,전일 고점 돌파,,,미표기,,3
2024-03-22,223391776774,대동기어,추세돌파,,,미표기,,3
2024-03-22,223391776774,씨싸이트,5일 이평선 반등,,,미표기,,3
2024-03-25,223394311259,신송홀딩스,직전고 돌파,,,미표기,,3
2024-03-25,223394311259,HLB테라퓨스,신고가 연속 상승,,,미표기,,3
2024-03-25,223394311259,이삭엔지니어링,직전고 돌파,,,미표기,,3
2024-03-26,223395554032,알루코,5일 이평선 반등 (연속상승),,,미표기,,3
2024-03-26,223395554032,옵투스제약,상한가 연속 상승,,,미표기,,3
2024-03-26,223395554032,HLB이노베이션,신고가 연속 상승,,,미표기,,3
2024-03-27,223396731370,테크윙,직전고 돌파 시도,,,미표기,,2
2024-03-27,223396731370,제룡전기,직전고 돌파,,,미표기,,2
2024-03-28,223397830725,엑스게이트,추세돌파 및 기준봉 조정 후 파동,,,미표기,,2
2024-03-28,223397830725,솔루스첨단소재,상한가 연속 상승,,,미표기,,2
2024-03-29,223399137230,제룡전기,신고가 경신,,,미표기,,1
2024-04-01,223401778899,필옵틱스,직전고 돌파,,,미표기,,1
2024-04-02,223402991028,모아데이터,장기 이평선 돌파 (연속상승),,,미표기,,3
2024-04-02,223402991028,어보브반도체,추세돌파,,,미표기,,3
2024-04-02,223402991028,엑시콘,20일 이평선 반등,,,미표기,,3
2024-04-03,223404110624,흥구석유,추세돌파,,,미표기,,2
2024-04-03,223404110624,SK이터닉스,신규주 신고가(연속 상승),,,미표기,,2
2024-04-04,223405407724,제룡전기,전일 고점 돌파 (신고가),,,미표기,,3
2024-04-04,223405407724,더존비즈온,20일 이평선 돌파,,,미표기,,3
2024-04-04,223405407724,디아이,직전고 돌파 (신고가),,,미표기,,3
2024-04-08,223408958834,켐트로닉스,전고점 돌파(기준봉 조정 후 파동),,,미표기,,1
2024-04-09,223410323015,SDN,직전고 돌파,,,미표기,,4
2024-04-09,223410323015,코츠테크놀로지,직전고 돌파,,,미표기,,4
2024-04-09,223410323015,스튜디오미르,전고점 돌파 (신고가),,,미표기,,4
2024-04-09,223410323015,씨엔알리서치,10일 이평선 반등,,,미표기,,4
2024-04-11,223412331776,흥아해운,5일 이평선 반등,,,미표기,,3
2024-04-11,223412331776,비트컴퓨터,추세돌파 및 20일 이평선 돌파,,,미표기,,3
2024-04-11,223412331776,동일고무벨트,20일 이평선 돌파,,,미표기,,3
2024-04-12,223413191602,가온전선,직전고 돌파 (신고가),,,미표기,,2
2024-04-12,223413191602,디아이,"전일 고점 돌파 (신고가, 연파동)",,,미표기,,2
2024-04-15,223415887709,디아이,전일 고점 돌파(신고가),,,미표기,,1
2024-04-16,223416960502,워트,직전고 돌파,,,미표기,,2
2024-04-16,223416960502,한국석유,전일 고점 돌파,,,미표기,,2
2024-04-17,223418234920,제이앤티씨,직전고 돌파 시도,,,미표기,,4
2024-04-17,223418234920,테스,전일 고점 돌파 (기준봉 조정 후 파동),,,미표기,,4
2024-04-17,223418234920,유니셈,직전고 돌파 (신고가),,,미표기,,4
2024-04-17,223418234920,AP시스템,전일 고점 돌파,,,미표기,,4
2024-04-18,223419157942,에스피소프트,직전고점 돌파,,,미표기,,1
2024-04-19,223420276528,제주은행,직전고 돌파 (신고가),,,미표기,,3
2024-04-19,223420276528,한국석유,10일 이평선 반등,,,미표기,,3
2024-04-19,223420276528,이구산업,직전고 돌파 (신고가),,,미표기,,3
2024-04-22,223423080066,제이투케이바이오,연속 상승,,,미표기,,2
2024-04-22,223423080066,바이오스마트,직전고 돌파 (신고가),,,미표기,,2
2024-04-24,223425393663,모바일어플라이어스,장기 이평선 돌파 (120일선),,,미표기,,2
2024-04-24,223425393663,삼화전기,직전고 돌파 (신고가),,,미표기,,2
2024-04-26,223427698815,동아엘텍,직전고 돌파 (신고가),,,미표기,,1
2024-04-29,223430370683,대원전선,직전고 돌파 (연속 상승),,,미표기,,2
2024-04-29,223430370683,LS에코에너지,추세돌파,,,미표기,,2
2024-04-30,223431628055,더존비즈온,직전고 돌파 (신고가),,,미표기,,3
2024-04-30,223431628055,LS에코에너지,상한가 연속 상승 (연파동),,,미표기,,3
2024-04-30,223431628055,삼화전기,신고가 연속 상승,,,미표기,,3
2024-05-02,223433740120,삐아,전일 연속 상승,,,미표기,,3
2024-05-02,223433740120,LS에코에너지,전일 고점 돌파,,,미표기,,3
2024-05-02,223433740120,본느,직전고 돌파 (신고가),,,미표기,,3
2024-05-03,223434946697,폴라리스AI,직전고 돌파,,,미표기,,3
2024-05-03,223434946697,마이크로투나노,직전고 돌파 (신고가),,,미표기,,3
2024-05-03,223434946697,한국석유,60일 이평선 반등,,,미표기,,3
2024-05-07,223438629309,폴라리스AI,전일 연속 상승 (연파동),,,미표기,,2
2024-05-07,223438629309,와이씨,직전고 돌파 (신고가),,,미표기,,2
2024-05-08,223439849550,지투파워,직전고 돌파,,,미표기,,3
2024-05-08,223439849550,제룡산업,"전일 고점 돌파, 연속 상승 (신고가)",,,미표기,,3
2024-05-08,223439849550,제일일렉트릭,"상한가 연속 상승, 연파동",,,미표기,,3
2024-05-09,223441026243,금양그린파워,직전고 돌파 시도,,,미표기,,2
2024-05-09,223441026243,픽셀플러스,상한가 연속 상승 (연파동),,,미표기,,2
2024-05-10,223442163230,실리콘투,상한가 연속 상승 (신고가),,,미표기,,1
2024-05-13,223444901992,본느,직전고 돌파 (신고가),,,미표기,,1
2024-05-14,223446121716,브이티,기준봉 조정 후 상승 (신고가),,,미표기,,2
2024-05-14,223446121716,폴라리스오피스,직전고 돌파 (신고가),,,미표기,,2
2024-05-16,223448233398,KBI메탈,직전고 돌파 (신고가),,,미표기,,2
2024-05-16,223448233398,우리기술,"전일 고점 돌파 (연속상승, 신고가)",,,미표기,,2
2024-05-20,223452172219,에스앤디,전일 고점 돌파,,,미표기,,3
2024-05-20,223452172219,대한전선,직전고 돌파 (신고가),,,미표기,,3
2024-05-20,223452172219,대창,직전고 돌파,,,미표기,,3
