date,strategy,code,stage,result,n,first_ts,last_ts,basis
2026-09-15,book_pullback_ma5,036540,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,036540,signal,Y,1,09:04:19,09:04:19,log
2026-09-15,book_pullback_ma5,036540,fill,Y,1,09:04:20,09:04:20,vtr
2026-09-15,book_pullback_ma5,950250,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,950250,signal,Y,1,09:09:39,09:09:39,log
2026-09-15,book_pullback_ma5,950250,fill,Y,1,09:09:39,09:09:39,vtr
2026-09-15,book_pullback_ma5,100590,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,100590,signal,Y,1,10:34:10,10:34:10,log
2026-09-15,book_pullback_ma5,100590,gate,buy_stop,1,10:34:10,10:34:10,log
2026-09-15,book_pullback_ma5,452260,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,452260,signal,Y,1,10:34:10,10:34:10,log
2026-09-15,book_pullback_ma5,452260,fill,Y,1,10:34:10,10:34:10,vtr
2026-09-15,book_pullback_ma5,0015N0,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,0015N0,signal,replay:Y,,,,replay
2026-09-15,book_pullback_ma5,0015N0,cap,no_slot,,,,timeline
2026-09-15,book_pullback_ma5,115440,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,115440,signal,replay:Y,,,,replay
2026-09-15,book_pullback_ma5,115440,cap,no_slot,,,,timeline
2026-09-15,book_pullback_ma5,441270,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,441270,signal,replay:Y,,,,replay
2026-09-15,book_pullback_ma5,441270,cap,no_slot,,,,timeline
2026-09-15,book_pullback_ma5,332570,candidate,Y,1,,,e6
2026-09-15,book_pullback_ma5,332570,signal,replay:Y,,,,replay
2026-09-15,book_pullback_ma5,332570,cap,no_slot,,,,timeline
2026-09-15,rs_leader,049080,candidate,Y,1,,,e6
2026-09-15,rs_leader,049080,signal,replay:Y,,,,replay
2026-09-15,rs_leader,049080,held,Y,,,,timeline
2026-09-15,rs_leader,001210,candidate,Y,1,,,e6
2026-09-15,rs_leader,001210,signal,Y,1,09:04:57,09:04:57,log
2026-09-15,rs_leader,001210,fill,Y,1,09:04:57,09:04:57,vtr
2026-09-15,rs_leader,017900,candidate,Y,1,,,e6
2026-09-15,rs_leader,017900,signal,Y,2,09:04:57,09:10:21,log
2026-09-15,rs_leader,017900,gate,throttle,1,09:04:57,09:04:57,log
2026-09-15,rs_leader,017900,gate,band_above,1,09:10:21,09:10:21,log
2026-09-15,rs_leader,079650,candidate,Y,1,,,e6
2026-09-15,rs_leader,079650,signal,Y,2,09:04:57,09:10:21,log
2026-09-15,rs_leader,079650,gate,throttle,1,09:04:58,09:04:58,log
2026-09-15,rs_leader,079650,gate,band_above,1,09:10:21,09:10:21,log
2026-09-15,rs_leader,184230,candidate,Y,1,,,e6
2026-09-15,rs_leader,184230,signal,Y,2,09:04:58,09:10:21,log
2026-09-15,rs_leader,184230,fill,Y,1,09:10:22,09:10:22,vtr
2026-09-15,rs_leader,351320,candidate,Y,1,,,e6
2026-09-15,rs_leader,351320,signal,Y,2,09:04:58,09:10:22,log
2026-09-15,rs_leader,351320,gate,throttle,2,09:04:58,09:10:22,log
2026-09-15,rs_leader,285800,candidate,Y,1,,,e6
2026-09-15,rs_leader,285800,signal,Y,2,09:04:58,09:10:22,log
2026-09-15,rs_leader,285800,gate,throttle,1,09:10:22,09:10:22,log
2026-09-15,rs_leader,024850,candidate,Y,1,,,e6
2026-09-15,rs_leader,024850,signal,Y,2,09:04:58,09:10:22,log
2026-09-15,rs_leader,024850,gate,throttle,2,09:04:58,09:10:23,log
2026-09-15,rs_leader,00088K,candidate,Y,1,,,e6
2026-09-15,rs_leader,00088K,signal,Y,2,09:04:58,09:10:23,log
2026-09-15,rs_leader,00088K,gate,throttle,2,09:04:58,09:10:23,log
2026-09-15,rs_leader,020120,candidate,Y,1,,,e6
2026-09-15,rs_leader,020120,signal,Y,2,09:04:58,09:10:23,log
2026-09-15,rs_leader,020120,gate,throttle,2,09:04:58,09:10:23,log
2026-09-16,elder_ema_pullback,000150,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,000150,signal,Y,73,09:06:11,15:27:27,log
2026-09-16,elder_ema_pullback,000150,gate,buy_stop,15,09:06:12,10:21:15,log
2026-09-16,elder_ema_pullback,000150,gate,band_above,21,11:37:38,15:22:27,log
2026-09-16,elder_ema_pullback,000150,cash,qty_short,9,10:26:45,11:53:13,log
2026-09-16,elder_ema_pullback,006400,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,006400,signal,Y,73,09:06:12,15:27:27,log
2026-09-16,elder_ema_pullback,006400,gate,buy_stop,73,09:06:12,15:27:28,log
2026-09-16,elder_ema_pullback,128940,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,128940,signal,Y,73,09:06:12,15:27:28,log
2026-09-16,elder_ema_pullback,128940,gate,buy_stop,54,09:11:37,15:27:28,log
2026-09-16,elder_ema_pullback,128940,cash,qty_short,12,09:06:12,14:46:05,log
2026-09-16,elder_ema_pullback,039030,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,039030,signal,Y,73,09:06:12,15:27:28,log
2026-09-16,elder_ema_pullback,039030,gate,buy_stop,44,09:06:13,14:14:49,log
2026-09-16,elder_ema_pullback,039030,cash,qty_short,15,11:58:19,15:22:28,log
2026-09-16,elder_ema_pullback,373220,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,373220,signal,Y,1,09:06:13,09:06:13,log
2026-09-16,elder_ema_pullback,373220,fill,Y,1,09:06:15,09:06:15,vtr
2026-09-16,elder_ema_pullback,051900,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,051900,signal,replay:Y,,,,replay
2026-09-16,elder_ema_pullback,051900,held,Y,,,,timeline
2026-09-16,elder_ema_pullback,192820,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,192820,signal,replay:Y,,,,replay
2026-09-16,elder_ema_pullback,192820,held,Y,,,,timeline
2026-09-16,elder_ema_pullback,064760,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,064760,signal,replay:Y,,,,replay
2026-09-16,elder_ema_pullback,064760,held,Y,,,,timeline
2026-09-16,elder_ema_pullback,443060,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,443060,signal,replay:Y,,,,replay
2026-09-16,elder_ema_pullback,443060,held,Y,,,,timeline
2026-09-16,elder_ema_pullback,036930,candidate,Y,1,,,e6
2026-09-16,elder_ema_pullback,036930,signal,Y,73,09:06:15,15:27:28,log
2026-09-16,elder_ema_pullback,036930,gate,buy_stop,73,09:06:15,15:27:28,log
2026-09-16,book_envelope_200d,031980,candidate,Y,1,,,e6
2026-09-16,book_envelope_200d,031980,signal,Y,1,09:01:40,09:01:40,log
2026-09-16,book_envelope_200d,031980,fill,Y,1,09:01:40,09:01:40,vtr
2026-09-16,daytrading_3methods_breakout,036220,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,036220,signal,Y,1,09:12:52,09:12:52,log
2026-09-16,daytrading_3methods_breakout,036220,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,036220,fill,Y,1,09:12:53,09:12:53,vtr
2026-09-16,daytrading_3methods_breakout,372910,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,372910,signal,Y,1,09:44:47,09:44:47,log
2026-09-16,daytrading_3methods_breakout,372910,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,372910,fill,Y,1,09:44:47,09:44:47,vtr
2026-09-16,daytrading_3methods_breakout,053300,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,053300,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,053300,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,158430,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,158430,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,158430,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,417860,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,417860,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,417860,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,028100,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,028100,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,028100,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,054920,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,054920,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,054920,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,062970,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,062970,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,062970,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,391710,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,391710,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,391710,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,daytrading_3methods_breakout,071200,candidate,Y,1,,,e6
2026-09-16,daytrading_3methods_breakout,071200,signal,replay:Y,,,,replay
2026-09-16,daytrading_3methods_breakout,071200,cap,max_positions,1,09:02:17,09:02:17,log
2026-09-16,minervini_volume_dryup,002990,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,002990,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,002990,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,073240,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,073240,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,073240,held,Y,,,,timeline
2026-09-16,minervini_volume_dryup,006360,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,006360,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,006360,held,Y,,,,timeline
2026-09-16,minervini_volume_dryup,119850,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,119850,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,119850,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,001450,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,001450,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,001450,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,090430,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,090430,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,090430,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,089860,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,089860,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,089860,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,041830,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,041830,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,041830,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,minervini_volume_dryup,282330,candidate,Y,1,,,e6
2026-09-16,minervini_volume_dryup,282330,signal,replay:Y,,,,replay
2026-09-16,minervini_volume_dryup,282330,cap,max_positions,1,09:02:52,09:02:52,log
2026-09-16,book_pullback_ma20,413630,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,413630,signal,Y,1,10:39:57,10:39:57,log
2026-09-16,book_pullback_ma20,413630,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,413630,fill,Y,1,10:39:59,10:39:59,vtr
2026-09-16,book_pullback_ma20,232140,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,232140,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,232140,held,Y,,,,timeline
2026-09-16,book_pullback_ma20,027360,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,027360,signal,Y,1,11:02:04,11:02:04,log
2026-09-16,book_pullback_ma20,027360,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,027360,gate,band_above,1,11:02:04,11:02:04,log
2026-09-16,book_pullback_ma20,317400,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,317400,signal,Y,1,11:02:04,11:02:04,log
2026-09-16,book_pullback_ma20,317400,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,317400,fill,Y,1,11:02:05,11:02:05,vtr
2026-09-16,book_pullback_ma20,064550,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,064550,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,064550,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,130660,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,130660,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,130660,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,078150,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,078150,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,078150,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,059120,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,059120,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,059120,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,372910,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,372910,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,372910,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma20,100790,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma20,100790,signal,replay:Y,,,,replay
2026-09-16,book_pullback_ma20,100790,cap,max_positions,1,09:03:28,09:03:28,log
2026-09-16,book_pullback_ma5,004310,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,004310,signal,Y,1,09:04:04,09:04:04,log
2026-09-16,book_pullback_ma5,004310,fill,Y,1,09:04:04,09:04:04,vtr
2026-09-16,book_pullback_ma5,036540,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,036540,signal,Y,4,09:04:04,09:19:54,log
2026-09-16,book_pullback_ma5,036540,gate,buy_stop,3,09:09:35,09:19:55,log
2026-09-16,book_pullback_ma5,036540,gate,throttle,1,09:04:05,09:04:05,log
2026-09-16,book_pullback_ma5,003350,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,003350,signal,Y,2,09:04:05,09:09:35,log
2026-09-16,book_pullback_ma5,003350,gate,throttle,1,09:04:05,09:04:05,log
2026-09-16,book_pullback_ma5,003350,fill,Y,1,09:09:35,09:09:35,vtr
2026-09-16,book_pullback_ma5,332570,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,332570,signal,Y,4,09:04:05,09:19:55,log
2026-09-16,book_pullback_ma5,332570,gate,throttle,2,09:04:05,09:09:35,log
2026-09-16,book_pullback_ma5,332570,gate,band_above,1,09:14:43,09:14:43,log
2026-09-16,book_pullback_ma5,391710,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,391710,signal,Y,4,09:04:05,09:19:55,log
2026-09-16,book_pullback_ma5,391710,gate,buy_stop,4,09:04:05,09:19:55,log
2026-09-16,book_pullback_ma5,441270,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,441270,signal,Y,4,09:04:05,09:19:55,log
2026-09-16,book_pullback_ma5,441270,gate,buy_stop,4,09:04:05,09:19:55,log
2026-09-16,book_pullback_ma5,073010,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,073010,signal,Y,3,09:04:05,09:14:43,log
2026-09-16,book_pullback_ma5,073010,gate,throttle,2,09:04:06,09:09:36,log
2026-09-16,book_pullback_ma5,073010,fill,Y,1,09:14:44,09:14:44,vtr
2026-09-16,book_pullback_ma5,317400,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,317400,signal,Y,4,09:04:06,09:19:55,log
2026-09-16,book_pullback_ma5,317400,gate,buy_stop,4,09:04:06,09:19:55,log
2026-09-16,book_pullback_ma5,321370,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,321370,signal,Y,4,09:04:06,09:19:55,log
2026-09-16,book_pullback_ma5,321370,gate,throttle,2,09:04:06,09:09:36,log
2026-09-16,book_pullback_ma5,321370,gate,band_above,1,09:19:56,09:19:56,log
2026-09-16,book_pullback_ma5,053300,candidate,Y,1,,,e6
2026-09-16,book_pullback_ma5,053300,signal,Y,4,09:04:06,09:19:56,log
2026-09-16,book_pullback_ma5,053300,gate,throttle,3,09:04:07,09:14:44,log
2026-09-16,book_pullback_ma5,053300,fill,Y,1,09:19:56,09:19:56,vtr
2026-09-16,rs_leader,049080,candidate,Y,1,,,e6
2026-09-16,rs_leader,049080,signal,replay:Y,,,,replay
2026-09-16,rs_leader,049080,held,Y,,,,timeline
2026-09-16,rs_leader,001210,candidate,Y,1,,,e6
2026-09-16,rs_leader,001210,signal,replay:Y,,,,replay
2026-09-16,rs_leader,001210,held,Y,,,,timeline
2026-09-16,rs_leader,017900,candidate,Y,1,,,e6
2026-09-16,rs_leader,017900,signal,Y,1,09:04:43,09:04:43,log
2026-09-16,rs_leader,017900,fill,Y,1,09:04:44,09:04:44,vtr
2026-09-16,rs_leader,140430,candidate,Y,1,,,e6
2026-09-16,rs_leader,140430,signal,Y,2,09:04:44,09:10:15,log
2026-09-16,rs_leader,140430,gate,throttle,1,09:04:44,09:04:44,log
2026-09-16,rs_leader,140430,fill,Y,1,09:10:15,09:10:15,vtr
2026-09-16,rs_leader,184230,candidate,Y,1,,,e6
2026-09-16,rs_leader,184230,signal,replay:Y,,,,replay
2026-09-16,rs_leader,184230,held,Y,,,,timeline
2026-09-16,rs_leader,079650,candidate,Y,1,,,e6
2026-09-16,rs_leader,079650,signal,Y,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,079650,gate,throttle,2,09:04:44,09:10:15,log
2026-09-16,rs_leader,079650,fill,Y,1,09:15:25,09:15:25,vtr
2026-09-16,rs_leader,024850,candidate,Y,1,,,e6
2026-09-16,rs_leader,024850,signal,Y,4,09:04:44,09:20:39,log
2026-09-16,rs_leader,024850,gate,throttle,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,024850,fill,Y,1,09:20:39,09:20:39,vtr
2026-09-16,rs_leader,034940,candidate,Y,1,,,e6
2026-09-16,rs_leader,034940,signal,Y,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,034940,gate,throttle,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,351320,candidate,Y,1,,,e6
2026-09-16,rs_leader,351320,signal,Y,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,351320,gate,throttle,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,020120,candidate,Y,1,,,e6
2026-09-16,rs_leader,020120,signal,Y,3,09:04:44,09:15:25,log
2026-09-16,rs_leader,020120,gate,throttle,3,09:04:44,09:15:25,log
2026-09-17,elder_ema_pullback,000660,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,000660,signal,N,,,,log
2026-09-17,elder_ema_pullback,000150,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,000150,signal,Y,66,09:06:46,15:29:17,log
2026-09-17,elder_ema_pullback,000150,gate,buy_stop,2,15:00:45,15:12:21,log
2026-09-17,elder_ema_pullback,000150,gate,band_above,24,09:18:21,14:37:32,log
2026-09-17,elder_ema_pullback,000150,cash,qty_short,10,09:06:47,15:29:17,log
2026-09-17,elder_ema_pullback,006400,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,006400,signal,Y,66,09:06:47,15:29:17,log
2026-09-17,elder_ema_pullback,006400,gate,buy_stop,66,09:06:47,15:29:18,log
2026-09-17,elder_ema_pullback,039030,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,039030,signal,Y,66,09:06:47,15:29:18,log
2026-09-17,elder_ema_pullback,039030,gate,buy_stop,39,09:12:39,15:29:18,log
2026-09-17,elder_ema_pullback,039030,gate,band_below,1,15:00:45,15:00:45,log
2026-09-17,elder_ema_pullback,039030,cash,qty_short,14,09:06:47,14:49:11,log
2026-09-17,elder_ema_pullback,051900,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,051900,signal,replay:Y,,,,replay
2026-09-17,elder_ema_pullback,051900,held,Y,,,,timeline
2026-09-17,elder_ema_pullback,192820,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,192820,signal,replay:Y,,,,replay
2026-09-17,elder_ema_pullback,192820,held,Y,,,,timeline
2026-09-17,elder_ema_pullback,064760,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,064760,signal,replay:Y,,,,replay
2026-09-17,elder_ema_pullback,064760,held,Y,,,,timeline
2026-09-17,elder_ema_pullback,036930,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,036930,signal,Y,1,09:06:47,09:06:47,log
2026-09-17,elder_ema_pullback,036930,fill,Y,1,09:06:48,09:06:48,vtr
2026-09-17,elder_ema_pullback,062040,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,062040,signal,Y,2,09:06:48,09:12:39,log
2026-09-17,elder_ema_pullback,062040,gate,throttle,1,09:06:48,09:06:48,log
2026-09-17,elder_ema_pullback,062040,fill,Y,1,09:12:39,09:12:39,vtr
2026-09-17,elder_ema_pullback,005935,candidate,Y,1,,,e6
2026-09-17,elder_ema_pullback,005935,signal,Y,49,09:06:48,13:51:16,log
2026-09-17,elder_ema_pullback,005935,gate,buy_stop,48,09:06:48,13:45:38,log
2026-09-17,elder_ema_pullback,005935,fill,Y,1,13:51:16,13:51:16,vtr
2026-09-17,daytrading_3methods_breakout,0007J0,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,0007J0,signal,Y,1,10:59:20,10:59:20,log
2026-09-17,daytrading_3methods_breakout,0007J0,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,0007J0,gate,band_above,1,10:59:21,10:59:21,log
2026-09-17,daytrading_3methods_breakout,024900,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,024900,signal,Y,1,10:59:21,10:59:21,log
2026-09-17,daytrading_3methods_breakout,024900,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,024900,fill,Y,1,10:59:21,10:59:21,vtr
2026-09-17,daytrading_3methods_breakout,005160,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,005160,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,005160,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,357580,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,357580,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,357580,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,125210,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,125210,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,125210,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,035460,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,035460,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,035460,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,452280,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,452280,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,452280,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,072950,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,072950,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,072950,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,406820,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,406820,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,406820,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,daytrading_3methods_breakout,039560,candidate,Y,1,,,e6
2026-09-17,daytrading_3methods_breakout,039560,signal,replay:Y,,,,replay
2026-09-17,daytrading_3methods_breakout,039560,cap,max_positions,1,09:02:30,09:02:30,log
2026-09-17,minervini_volume_dryup,002990,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,002990,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,002990,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,073240,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,073240,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,073240,held,Y,,,,timeline
2026-09-17,minervini_volume_dryup,006360,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,006360,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,006360,held,Y,,,,timeline
2026-09-17,minervini_volume_dryup,317400,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,317400,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,317400,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,119850,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,119850,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,119850,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,001450,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,001450,signal,replay:N,,,,replay
2026-09-17,minervini_volume_dryup,001450,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,090430,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,090430,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,090430,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,005090,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,005090,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,005090,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,089860,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,089860,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,089860,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,minervini_volume_dryup,282330,candidate,Y,1,,,e6
2026-09-17,minervini_volume_dryup,282330,signal,replay:Y,,,,replay
2026-09-17,minervini_volume_dryup,282330,cap,max_positions,1,09:03:11,09:03:11,log
2026-09-17,book_pullback_ma20,024840,candidate,Y,1,,,e6
2026-09-17,book_pullback_ma20,024840,signal,replay:Y,,,,replay
2026-09-17,book_pullback_ma20,024840,cap,max_positions,1,09:03:51,09:03:51,log
2026-09-17,book_pullback_ma20,033790,candidate,Y,1,,,e6
2026-09-17,book_pullback_ma20,033790,signal,replay:Y,,,,replay
2026-09-17,book_pullback_ma20,033790,cap,max_positions,1,09:03:51,09:03:51,log
2026-09-17,book_pullback_ma20,232140,candidate,Y,1,,,e6
2026-09-17,book_pullback_ma20,232140,signal,replay:Y,,,,replay
2026-09-17,book_pullback_ma20,232140,held,Y,,,,timeline
2026-09-17,book_pullback_ma20,027360,candidate,Y,1,,,e6
2026-09-17,book_pullback_ma20,027360,signal,replay:Y,,,,replay
2026-09-17,book_pullback_ma20,027360,cap,max_positions,1,09:03:51,09:03:51,log
2026-09-17,book_pullback_ma20,043260,candidate,Y,1,,,e6
