date,strategy,code,tier,price,basis,qty,qty_basis,signal_basis,crash_blocked,other_holder_live,entry_time,lift_time,touch_open,touch_high,touch_low,touch_close,d5
2026-09-23,daytrading_3methods_breakout,085670,main,3160.0,D_open,316,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,439580,main,3050.0,D_open,327,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,486990,main,23226.5,band_touch,43,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,049470,main,3100.0,D_open,322,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,068930,main,9700.0,D_open,103,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,067280,main,25800.0,D_open,38,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,0007J0,ext,13630.0,D_open,73,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,109670,ext,9033.1,band_touch,110,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,340450,ext,7300.0,D_open,136,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,323350,ext,9380.0,D_open,106,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,068790,ext,7720.0,D_open,129,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,012210,ext,13100.0,D_open,76,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,123010,ext,3345.0,D_open,298,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,163730,ext,12200.0,D_open,81,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,052710,ext,19350.0,D_open,51,amount,replay,N,,,,,,,,
2026-09-23,daytrading_3methods_breakout,187870,ext,11330.0,D_open,88,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,002990,main,13410.0,D_open,74,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,088350,main,5640.0,D_open,177,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,006340,main,13860.0,D_open,72,amount,log,N,book_pullback_ma20(09-21),,,,,,,
2026-09-23,minervini_volume_dryup,028670,main,5760.0,D_open,173,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,006360,main,37400.0,D_open,26,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,161890,main,144300.0,D_open,6,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,181710,main,57200.0,D_open,17,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,090430,main,141000.0,D_open,7,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,007340,main,49600.0,D_open,20,amount,log,N,,,,,,,,
2026-09-23,minervini_volume_dryup,241710,main,125300.0,D_open,7,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,159010,ext,24900.0,D_open,40,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,005090,ext,52600.0,D_open,19,amount,replay,N,,,,,,,,
2026-09-23,minervini_volume_dryup,192820,ext,265500.0,D_open,3,amount,replay,N,elder_ema_pullback(09-15),,,,,,,
2026-09-23,minervini_volume_dryup,180640,ext,142700.0,D_open,7,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,003280,main,1801.0,D_open,555,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,024060,main,12530.0,D_open,79,amount,log,N,,,,,,,,
2026-09-23,book_pullback_ma20,018000,main,1240.0,D_open,806,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,025980,main,5400.0,D_open,185,amount,log,N,,,,,,,,throttle_delay
2026-09-23,book_pullback_ma20,187660,main,6600.0,D_open,151,amount,log,N,,,,,,,,throttle_delay
2026-09-23,book_pullback_ma20,047770,main,3750.0,D_open,266,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma20,388050,main,10867.6,band_touch,92,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma20,299660,main,2913.85,band_touch,343,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma20,008970,main,1181.7,band_touch,846,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma20,090460,main,20100.0,D_open,49,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma20,130660,ext,12990.0,D_open,76,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,071090,ext,3450.0,D_open,289,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,100130,ext,1441.0,D_open,693,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,065170,ext,2235.0,D_open,447,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,204620,ext,5908.5,band_touch,169,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,263860,ext,17947.7,band_touch,55,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,014280,ext,4450.0,D_open,224,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,299170,ext,1560.45,band_touch,640,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,039610,ext,6150.0,D_open,162,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma20,002710,ext,11720.0,D_open,85,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,321370,main,1727.0,D_open,579,amount,log,N,,,,,,,,
2026-09-23,book_pullback_ma5,457370,main,11514.0,band_touch,86,amount,log,N,,,,,,,,throttle_delay
2026-09-23,book_pullback_ma5,217590,main,14650.0,D_open,68,amount,log,N,,,,,,,,throttle_delay
2026-09-23,book_pullback_ma5,050890,main,9460.0,D_open,105,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,071090,main,3450.0,D_open,289,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,452260,main,2690.0,D_open,371,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,047770,main,3750.0,D_open,266,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,255220,main,1091.25,band_touch,916,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,357580,main,7039.7,band_touch,142,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,299660,main,2913.85,band_touch,343,amount,log,N,,,,,,,,throttle
2026-09-23,book_pullback_ma5,090460,ext,20100.0,D_open,49,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,100790,ext,17473.0,band_touch,57,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,456070,ext,5880.0,D_open,170,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,388050,ext,10867.6,band_touch,92,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,047400,ext,988.79,band_touch,1011,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,037030,ext,3735.0,D_open,267,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,032500,ext,19640.0,D_open,50,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,446540,ext,9480.0,D_open,105,amount,replay,N,,,,,,,,
2026-09-23,book_pullback_ma5,051370,ext,7150.0,D_open,139,amount,replay,N,,,,,,,,
