date,strategy,code,tier,price,basis,qty,qty_basis,signal_basis,crash_blocked,other_holder_live,entry_time,lift_time,touch_open,touch_high,touch_low,touch_close,d5
2026-09-23,book_pullback_ma5,412350,ext,5484.3,band_touch,182,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,032580,main,6460.0,D_open,154,amount,log,N,,,,,,,,
2026-09-23,rs_leader,159010,main,24900.0,D_open,40,amount,log,N,,,,,,,,throttle
2026-09-23,rs_leader,017900,main,10230.0,D_open,97,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,064290,main,56200.0,D_open,17,amount,log,N,,,,,,,,throttle_delay
2026-09-23,rs_leader,036930,main,205500.0,D_open,4,amount,log,N,elder_ema_pullback(09-17),,,,,,,throttle
2026-09-23,rs_leader,024840,main,6622.900000000001,band_touch,150,amount,log,N,,,,,,,,throttle_delay
2026-09-23,rs_leader,222800,main,148200.0,D_open,6,amount,log,N,elder_ema_pullback(09-09),,,,,,,throttle
2026-09-23,rs_leader,001820,main,151200.0,D_open,6,amount,log,N,,,,,,,,throttle_delay
2026-09-23,rs_leader,006340,main,13860.0,D_open,72,amount,log,N,book_pullback_ma20(09-21),,,,,,,throttle
2026-09-23,rs_leader,131290,main,280000.0,D_open,3,amount,log,N,elder_ema_pullback(09-22),,,,,,,throttle
2026-09-23,rs_leader,417840,ext,16140.0,D_open,61,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,446540,ext,9480.0,D_open,105,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,010170,ext,17950.0,D_open,55,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,098120,ext,57000.0,D_open,17,amount,replay,N,book_envelope_200d(09-22),,,,,,,
2026-09-23,rs_leader,066570,ext,215500.0,D_open,4,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,252990,ext,17480.0,D_open,57,amount,replay,N,book_envelope_200d(09-22),,,,,,,
2026-09-23,rs_leader,072950,ext,12870.0,D_open,77,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,059090,ext,22150.0,D_open,45,amount,replay,N,,,,,,,,
2026-09-23,rs_leader,119850,ext,55000.0,D_open,18,amount,replay,N,,,,,,,,
2026-09-23,deep_mr_dev20,475830,main,25550.0,D_open,39,amount,log,N,,,,,,,,
2026-09-23,deep_mr_dev20,298380,main,49700.0,D_open,20,amount,log,N,,,,,,,,
