date,strategy,code,stage,result,n,first_ts,last_ts,basis
2026-09-22,book_pullback_ma20,357880,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma20,357880,signal,Y,2,09:04:18,09:11:37,log
2026-09-22,book_pullback_ma20,357880,cap,daily_trades,1,10:36:31,10:36:31,log
2026-09-22,book_pullback_ma20,357880,cap,max_positions,1,09:17:54,09:17:54,log
2026-09-22,book_pullback_ma20,357880,gate,throttle,2,09:04:18,09:11:37,log
2026-09-22,book_pullback_ma20,082920,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma20,082920,signal,Y,2,09:04:18,09:11:37,log
2026-09-22,book_pullback_ma20,082920,cap,daily_trades,1,10:36:31,10:36:31,log
2026-09-22,book_pullback_ma20,082920,cap,max_positions,1,09:17:54,09:17:54,log
2026-09-22,book_pullback_ma20,082920,gate,throttle,2,09:04:19,09:11:37,log
2026-09-22,book_pullback_ma5,017900,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,017900,signal,Y,4,09:05:10,09:25:15,log
2026-09-22,book_pullback_ma5,017900,gate,buy_stop,4,09:05:11,09:25:15,log
2026-09-22,book_pullback_ma5,036540,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,036540,signal,Y,1,09:05:11,09:05:11,log
2026-09-22,book_pullback_ma5,036540,fill,Y,1,09:05:12,09:05:12,vtr
2026-09-22,book_pullback_ma5,356680,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,356680,signal,Y,4,09:05:12,09:25:15,log
2026-09-22,book_pullback_ma5,356680,gate,buy_stop,3,09:12:25,09:25:15,log
2026-09-22,book_pullback_ma5,356680,gate,throttle,1,09:05:12,09:05:12,log
2026-09-22,book_pullback_ma5,332570,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,332570,signal,Y,2,09:05:12,09:12:25,log
2026-09-22,book_pullback_ma5,332570,gate,throttle,1,09:05:13,09:05:13,log
2026-09-22,book_pullback_ma5,332570,fill,Y,1,09:12:25,09:12:25,vtr
2026-09-22,book_pullback_ma5,125490,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,125490,signal,Y,4,09:05:13,09:25:15,log
2026-09-22,book_pullback_ma5,125490,gate,throttle,2,09:05:13,09:12:26,log
2026-09-22,book_pullback_ma5,125490,gate,band_above,1,09:18:41,09:18:41,log
2026-09-22,book_pullback_ma5,125490,fill,Y,1,09:25:15,09:25:15,vtr
2026-09-22,book_pullback_ma5,030530,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,030530,signal,Y,3,09:05:13,09:18:41,log
2026-09-22,book_pullback_ma5,030530,gate,throttle,2,09:05:13,09:12:26,log
2026-09-22,book_pullback_ma5,030530,fill,Y,1,09:18:41,09:18:41,vtr
2026-09-22,book_pullback_ma5,192650,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,192650,signal,Y,3,09:05:13,09:18:41,log
2026-09-22,book_pullback_ma5,192650,gate,throttle,3,09:05:14,09:18:42,log
2026-09-22,book_pullback_ma5,452260,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,452260,signal,Y,3,09:05:14,09:18:42,log
2026-09-22,book_pullback_ma5,452260,gate,throttle,3,09:05:15,09:18:42,log
2026-09-22,book_pullback_ma5,417200,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,417200,signal,Y,3,09:05:15,09:18:42,log
2026-09-22,book_pullback_ma5,417200,gate,throttle,3,09:05:15,09:18:42,log
2026-09-22,book_pullback_ma5,142280,candidate,Y,1,,,e6
2026-09-22,book_pullback_ma5,142280,signal,Y,3,09:05:15,09:18:42,log
2026-09-22,book_pullback_ma5,142280,gate,throttle,3,09:05:15,09:18:42,log
2026-09-22,rs_leader,032580,candidate,Y,1,,,e6
2026-09-22,rs_leader,032580,signal,replay:Y,,,,replay
2026-09-22,rs_leader,032580,held,Y,,,,timeline
2026-09-22,rs_leader,017900,candidate,Y,1,,,e6
2026-09-22,rs_leader,017900,signal,Y,1,09:06:22,09:06:22,log
2026-09-22,rs_leader,017900,fill,Y,1,09:06:22,09:06:22,vtr
2026-09-22,rs_leader,036930,candidate,Y,1,,,e6
2026-09-22,rs_leader,036930,signal,Y,1,09:13:11,09:13:11,log
2026-09-22,rs_leader,036930,gate,held_any,1,09:13:11,09:13:11,log
2026-09-22,rs_leader,024840,candidate,Y,1,,,e6
2026-09-22,rs_leader,024840,signal,replay:Y,,,,replay
2026-09-22,rs_leader,024840,held,Y,,,,timeline
2026-09-22,rs_leader,000500,candidate,Y,1,,,e6
2026-09-22,rs_leader,000500,signal,replay:Y,,,,replay
2026-09-22,rs_leader,000500,held,Y,,,,timeline
2026-09-22,rs_leader,351320,candidate,Y,1,,,e6
2026-09-22,rs_leader,351320,signal,replay:Y,,,,replay
2026-09-22,rs_leader,351320,held,Y,,,,timeline
2026-09-22,rs_leader,064290,candidate,Y,1,,,e6
2026-09-22,rs_leader,064290,signal,replay:Y,,,,replay
2026-09-22,rs_leader,064290,held,Y,,,,timeline
2026-09-22,rs_leader,001820,candidate,Y,1,,,e6
2026-09-22,rs_leader,001820,signal,Y,1,09:13:11,09:13:11,log
2026-09-22,rs_leader,001820,gate,band_above,1,09:13:11,09:13:11,log
2026-09-22,rs_leader,020120,candidate,Y,1,,,e6
2026-09-22,rs_leader,020120,signal,Y,1,09:13:11,09:13:11,log
2026-09-22,rs_leader,020120,fill,Y,1,09:13:12,09:13:12,vtr
2026-09-22,rs_leader,006340,candidate,Y,1,,,e6
2026-09-22,rs_leader,006340,signal,N,,,,log
2026-09-22,deep_mr_dev20,475830,candidate,Y,1,,,e6
2026-09-22,deep_mr_dev20,475830,signal,Y,1,09:07:28,09:07:28,log
2026-09-22,deep_mr_dev20,475830,fill,Y,1,09:07:29,09:07:29,vtr
2026-09-23,elder_ema_pullback,009155,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,009155,signal,N,,,,log
2026-09-23,elder_ema_pullback,128940,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,128940,signal,Y,61,09:06:52,15:29:23,log
2026-09-23,elder_ema_pullback,128940,gate,band_above,24,09:13:03,15:23:14,log
2026-09-23,elder_ema_pullback,128940,cash,qty_short,9,09:06:53,15:17:05,log
2026-09-23,elder_ema_pullback,357780,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,357780,signal,Y,6,09:06:53,09:39:21,log
2026-09-23,elder_ema_pullback,357780,gate,buy_stop,5,09:06:53,09:32:37,log
2026-09-23,elder_ema_pullback,357780,fill,Y,1,09:39:21,09:39:21,vtr
2026-09-23,elder_ema_pullback,443060,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,443060,signal,replay:Y,,,,replay
2026-09-23,elder_ema_pullback,443060,held,Y,,,,timeline
2026-09-23,elder_ema_pullback,018260,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,018260,signal,N,,,,log
2026-09-23,elder_ema_pullback,036930,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,036930,signal,replay:Y,,,,replay
2026-09-23,elder_ema_pullback,036930,held,Y,,,,timeline
2026-09-23,elder_ema_pullback,003670,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,003670,signal,replay:Y,,,,replay
2026-09-23,elder_ema_pullback,003670,held,Y,,,,timeline
2026-09-23,elder_ema_pullback,105560,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,105560,signal,replay:Y,,,,replay
2026-09-23,elder_ema_pullback,105560,held,Y,,,,timeline
2026-09-23,elder_ema_pullback,031980,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,031980,signal,Y,61,09:06:53,15:29:24,log
2026-09-23,elder_ema_pullback,031980,gate,buy_stop,61,09:06:53,15:29:24,log
2026-09-23,elder_ema_pullback,010950,candidate,Y,1,,,e6
2026-09-23,elder_ema_pullback,010950,signal,Y,2,09:06:53,09:13:03,log
2026-09-23,elder_ema_pullback,010950,gate,buy_stop,1,09:06:54,09:06:54,log
2026-09-23,elder_ema_pullback,010950,fill,Y,1,09:13:04,09:13:04,vtr
2026-09-23,daytrading_3methods_breakout,303810,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,303810,signal,Y,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,303810,fill,Y,1,09:02:07,09:02:07,vtr
2026-09-23,daytrading_3methods_breakout,393210,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,393210,signal,Y,2,12:19:59,12:51:46,log
2026-09-23,daytrading_3methods_breakout,393210,cap,daily_trades,1,12:58:13,12:58:13,log
2026-09-23,daytrading_3methods_breakout,393210,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,393210,gate,band_above,2,12:19:59,12:51:46,log
2026-09-23,daytrading_3methods_breakout,299170,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,299170,signal,Y,1,12:19:59,12:19:59,log
2026-09-23,daytrading_3methods_breakout,299170,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,299170,fill,Y,1,12:19:59,12:19:59,vtr
2026-09-23,daytrading_3methods_breakout,051370,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,051370,signal,Y,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,051370,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,051370,fill,Y,1,12:51:46,12:51:46,vtr
2026-09-23,daytrading_3methods_breakout,085670,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,085670,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,085670,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,085670,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,439580,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,439580,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,439580,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,439580,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,486990,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,486990,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,486990,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,486990,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,049470,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,049470,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,049470,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,049470,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,068930,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,068930,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,068930,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,068930,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,daytrading_3methods_breakout,067280,candidate,Y,1,,,e6
2026-09-23,daytrading_3methods_breakout,067280,signal,replay:Y,,,,replay
2026-09-23,daytrading_3methods_breakout,067280,cap,daily_trades,1,12:51:46,12:51:46,log
2026-09-23,daytrading_3methods_breakout,067280,cap,max_positions,1,09:02:07,09:02:07,log
2026-09-23,minervini_volume_dryup,002990,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,002990,signal,replay:Y,,,,replay
2026-09-23,minervini_volume_dryup,002990,held,Y,,,,timeline
2026-09-23,minervini_volume_dryup,088350,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,088350,signal,Y,61,09:02:52,15:25:32,log
2026-09-23,minervini_volume_dryup,088350,cash,qty_short,31,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,006340,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,006340,signal,Y,61,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,006340,gate,held_any,61,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,028670,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,028670,signal,Y,61,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,028670,cash,qty_short,31,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,006360,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,006360,signal,replay:Y,,,,replay
2026-09-23,minervini_volume_dryup,006360,held,Y,,,,timeline
2026-09-23,minervini_volume_dryup,161890,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,161890,signal,Y,61,09:02:53,15:25:32,log
2026-09-23,minervini_volume_dryup,161890,cash,qty_short,31,09:02:53,15:25:33,log
2026-09-23,minervini_volume_dryup,181710,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,181710,signal,Y,61,09:02:53,15:25:33,log
2026-09-23,minervini_volume_dryup,181710,cash,qty_short,31,09:02:53,15:25:33,log
2026-09-23,minervini_volume_dryup,090430,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,090430,signal,Y,61,09:02:53,15:25:33,log
2026-09-23,minervini_volume_dryup,090430,cash,qty_short,31,09:02:54,15:25:33,log
2026-09-23,minervini_volume_dryup,007340,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,007340,signal,Y,61,09:02:54,15:25:33,log
2026-09-23,minervini_volume_dryup,007340,cash,qty_short,31,09:02:54,15:25:33,log
2026-09-23,minervini_volume_dryup,241710,candidate,Y,1,,,e6
2026-09-23,minervini_volume_dryup,241710,signal,replay:Y,,,,replay
2026-09-23,minervini_volume_dryup,241710,held,Y,,,,timeline
2026-09-23,book_pullback_ma20,003280,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,003280,signal,replay:Y,,,,replay
2026-09-23,book_pullback_ma20,003280,held,Y,,,,timeline
2026-09-23,book_pullback_ma20,024060,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,024060,signal,Y,1,09:03:37,09:03:37,log
2026-09-23,book_pullback_ma20,024060,fill,Y,1,09:03:38,09:03:38,vtr
2026-09-23,book_pullback_ma20,018000,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,018000,signal,replay:Y,,,,replay
2026-09-23,book_pullback_ma20,018000,held,Y,,,,timeline
2026-09-23,book_pullback_ma20,025980,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,025980,signal,Y,2,09:03:38,09:09:53,log
2026-09-23,book_pullback_ma20,025980,gate,throttle,1,09:03:38,09:03:38,log
2026-09-23,book_pullback_ma20,025980,fill,Y,1,09:09:54,09:09:54,vtr
2026-09-23,book_pullback_ma20,187660,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,187660,signal,Y,3,09:03:38,09:16:10,log
2026-09-23,book_pullback_ma20,187660,gate,throttle,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,187660,fill,Y,1,09:16:10,09:16:10,vtr
2026-09-23,book_pullback_ma20,047770,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,047770,signal,Y,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,047770,cap,max_positions,1,09:16:10,09:16:10,log
2026-09-23,book_pullback_ma20,047770,gate,throttle,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,388050,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,388050,signal,Y,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,388050,cap,max_positions,1,09:16:10,09:16:10,log
2026-09-23,book_pullback_ma20,388050,gate,throttle,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,299660,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,299660,signal,Y,2,09:03:38,09:09:54,log
2026-09-23,book_pullback_ma20,299660,cap,max_positions,1,09:16:10,09:16:10,log
2026-09-23,book_pullback_ma20,299660,gate,throttle,1,09:09:55,09:09:55,log
2026-09-23,book_pullback_ma20,008970,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,008970,signal,Y,2,09:03:39,09:09:55,log
2026-09-23,book_pullback_ma20,008970,cap,max_positions,1,09:16:10,09:16:10,log
2026-09-23,book_pullback_ma20,008970,gate,throttle,2,09:03:39,09:09:55,log
2026-09-23,book_pullback_ma20,090460,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma20,090460,signal,Y,2,09:03:39,09:09:55,log
2026-09-23,book_pullback_ma20,090460,cap,max_positions,1,09:16:10,09:16:10,log
2026-09-23,book_pullback_ma20,090460,gate,throttle,2,09:03:39,09:09:55,log
2026-09-23,book_pullback_ma5,321370,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,321370,signal,Y,1,09:04:23,09:04:23,log
2026-09-23,book_pullback_ma5,321370,fill,Y,1,09:04:23,09:04:23,vtr
2026-09-23,book_pullback_ma5,457370,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,457370,signal,Y,2,09:04:23,09:10:43,log
2026-09-23,book_pullback_ma5,457370,gate,throttle,1,09:04:23,09:04:23,log
2026-09-23,book_pullback_ma5,457370,fill,Y,1,09:10:43,09:10:43,vtr
2026-09-23,book_pullback_ma5,217590,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,217590,signal,Y,3,09:04:23,09:16:56,log
2026-09-23,book_pullback_ma5,217590,gate,throttle,2,09:04:24,09:10:43,log
2026-09-23,book_pullback_ma5,217590,fill,Y,1,09:16:57,09:16:57,vtr
2026-09-23,book_pullback_ma5,050890,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,050890,signal,Y,2,09:04:24,09:10:43,log
2026-09-23,book_pullback_ma5,050890,gate,throttle,2,09:04:24,09:10:43,log
2026-09-23,book_pullback_ma5,071090,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,071090,signal,Y,2,09:04:24,09:10:43,log
2026-09-23,book_pullback_ma5,071090,gate,throttle,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,452260,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,452260,signal,Y,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,452260,gate,throttle,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,047770,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,047770,signal,Y,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,047770,gate,throttle,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,255220,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,255220,signal,Y,2,09:04:24,09:10:44,log
2026-09-23,book_pullback_ma5,255220,gate,throttle,2,09:04:25,09:10:44,log
2026-09-23,book_pullback_ma5,357580,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,357580,signal,Y,2,09:04:25,09:10:44,log
2026-09-23,book_pullback_ma5,357580,gate,throttle,2,09:04:25,09:10:44,log
2026-09-23,book_pullback_ma5,299660,candidate,Y,1,,,e6
2026-09-23,book_pullback_ma5,299660,signal,Y,2,09:04:25,09:10:44,log
2026-09-23,book_pullback_ma5,299660,gate,throttle,1,09:10:45,09:10:45,log
2026-09-23,rs_leader,032580,candidate,Y,1,,,e6
2026-09-23,rs_leader,032580,signal,Y,1,09:05:13,09:05:13,log
2026-09-23,rs_leader,032580,fill,Y,1,09:05:13,09:05:13,vtr
2026-09-23,rs_leader,159010,candidate,Y,1,,,e6
2026-09-23,rs_leader,159010,signal,Y,4,09:05:13,09:24:14,log
2026-09-23,rs_leader,159010,gate,throttle,1,09:05:13,09:05:13,log
2026-09-23,rs_leader,159010,gate,band_above,1,09:17:43,09:17:43,log
2026-09-23,rs_leader,017900,candidate,Y,1,,,e6
2026-09-23,rs_leader,017900,signal,replay:Y,,,,replay
2026-09-23,rs_leader,017900,held,Y,,,,timeline
2026-09-23,rs_leader,064290,candidate,Y,1,,,e6
2026-09-23,rs_leader,064290,signal,Y,2,09:05:13,09:11:30,log
2026-09-23,rs_leader,064290,gate,throttle,1,09:05:13,09:05:13,log
2026-09-23,rs_leader,064290,fill,Y,1,09:11:30,09:11:30,vtr
2026-09-23,rs_leader,036930,candidate,Y,1,,,e6
2026-09-23,rs_leader,036930,signal,Y,4,09:05:13,09:24:14,log
2026-09-23,rs_leader,036930,gate,throttle,2,09:05:13,09:11:31,log
2026-09-23,rs_leader,036930,gate,held_any,2,09:17:43,09:24:14,log
2026-09-23,rs_leader,024840,candidate,Y,1,,,e6
2026-09-23,rs_leader,024840,signal,Y,3,09:05:13,09:17:43,log
2026-09-23,rs_leader,024840,gate,throttle,2,09:05:13,09:11:31,log
2026-09-23,rs_leader,024840,fill,Y,1,09:17:43,09:17:43,vtr
2026-09-23,rs_leader,222800,candidate,Y,1,,,e6
2026-09-23,rs_leader,222800,signal,Y,4,09:05:13,09:24:14,log
2026-09-23,rs_leader,222800,gate,throttle,3,09:05:13,09:17:43,log
2026-09-23,rs_leader,222800,gate,held_any,1,09:24:15,09:24:15,log
2026-09-23,rs_leader,001820,candidate,Y,1,,,e6
2026-09-23,rs_leader,001820,signal,Y,4,09:05:13,09:24:15,log
2026-09-23,rs_leader,001820,gate,throttle,3,09:05:14,09:17:43,log
2026-09-23,rs_leader,001820,fill,Y,1,09:24:15,09:24:15,vtr
2026-09-23,rs_leader,006340,candidate,Y,1,,,e6
2026-09-23,rs_leader,006340,signal,Y,3,09:05:14,09:17:43,log
2026-09-23,rs_leader,006340,gate,throttle,3,09:05:14,09:17:43,log
2026-09-23,rs_leader,131290,candidate,Y,1,,,e6
2026-09-23,rs_leader,131290,signal,Y,3,09:05:14,09:17:43,log
2026-09-23,rs_leader,131290,gate,throttle,3,09:05:14,09:17:44,log
2026-09-23,deep_mr_dev20,475830,candidate,Y,1,,,e6
2026-09-23,deep_mr_dev20,475830,signal,Y,5,09:06:04,09:31:40,log
2026-09-23,deep_mr_dev20,475830,gate,band_above,2,09:06:04,09:18:31,log
2026-09-23,deep_mr_dev20,475830,fill,Y,1,09:31:41,09:31:41,vtr
2026-09-23,deep_mr_dev20,298380,candidate,Y,1,,,e6
2026-09-23,deep_mr_dev20,298380,signal,Y,1,09:06:04,09:06:04,log
2026-09-23,deep_mr_dev20,298380,fill,Y,1,09:06:04,09:06:04,vtr
