date,strategy,mode,code,list_pos,slot_state,slot_state_v2,eval_v1,signal_replay,replay_reason,signal_log,signal_log_v1,signal_log_v2,n_evals,first_ts,last_ts,outcome,outcome_v1,outcome_v2,no_slot_but_log_y,no_slot_but_log_y_v2,reasons_equal,ref_equal,receipt_ref,replay_ref,signal_basis,vol_ratio,vol_threshold,rule_margin_pct,vintage_fragile
2026-09-21,daytrading_3methods_breakout,,007610,3,slot_available,slot_available,Y,Y,breakout_prev_high close=4945.00 prior20_high=4745.00 vol=82,Y,Y,Y,66,09:02:07,15:25:30,agree_Y,agree_Y,agree_Y,N,N,N,Y,4945,4945,log,40.6248,2,+1931.24,
2026-09-21,daytrading_3methods_breakout,,012200,4,slot_available,slot_available,Y,Y,breakout_prev_high close=3935.00 prior20_high=3830.00 vol=56,Y,Y,Y,66,09:02:07,15:25:30,agree_Y,agree_Y,agree_Y,N,N,N,Y,3935,3935,log,35.5382,2,+1676.91,
2026-09-21,daytrading_3methods_breakout,,463480,5,slot_available,slot_available,Y,Y,breakout_prev_high close=4325.00 prior20_high=4170.00 vol=13,Y,Y,Y,66,09:02:07,15:25:31,agree_Y,agree_Y,agree_Y,N,N,N,Y,4325,4325,log,34.4468,2,+1622.34,
2026-09-21,daytrading_3methods_breakout,,274090,6,slot_available,slot_available,Y,Y,breakout_prev_high close=13220.00 prior20_high=12950.00 vol=,Y,Y,Y,66,09:02:08,15:25:31,agree_Y,agree_Y,agree_Y,N,N,N,Y,13220,13220,log,29.396,2,+1369.80,
2026-09-21,daytrading_3methods_breakout,,109080,7,slot_available,slot_available,Y,Y,breakout_prev_high close=9780.00 prior20_high=9400.00 vol=31,Y,Y,Y,66,09:02:08,15:25:31,agree_Y,agree_Y,agree_Y,N,N,N,Y,9780,9780,log,25.6415,2,+1182.07,
2026-09-21,daytrading_3methods_breakout,,052300,8,slot_available,slot_available,Y,Y,breakout_prev_high close=1796.00 prior20_high=1620.00 vol=23,Y,Y,Y,66,09:02:08,15:25:31,agree_Y,agree_Y,agree_Y,N,N,N,Y,1796,1796,log,18.4019,2,+820.10,
2026-09-21,daytrading_3methods_breakout,,0004V0,9,slot_available,slot_available,Y,Y,breakout_prev_high close=6530.00 prior20_high=6170.00 vol=14,Y,Y,Y,66,09:02:08,15:25:32,agree_Y,agree_Y,agree_Y,N,N,N,Y,6530,6530,log,10.3153,2,+415.76,
2026-09-21,daytrading_3methods_breakout,,321370,10,slot_available,slot_available,Y,Y,breakout_prev_high close=1863.00 prior20_high=1800.00 vol=44,Y,Y,Y,66,09:02:08,15:25:32,agree_Y,agree_Y,agree_Y,N,N,N,Y,1863,1863,log,10.2643,2,+413.22,
2026-09-21,minervini_volume_dryup,,002990,1,held,held,N,Y,volume_dryup recent/base=0.23 ≤ 0.70,NA,NA,NA,,,,na,na,na,N,N,,,,13340,replay,0.23,0.7,-67.14,N
2026-09-21,minervini_volume_dryup,,088350,2,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.68 ≤ 0.70,Y,Y,Y,66,09:02:51,15:26:16,agree_Y,agree_Y,agree_Y,N,N,N,Y,5860,5860,log,0.68,0.7,-2.86,
2026-09-21,minervini_volume_dryup,,006340,3,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.30 ≤ 0.70,Y,Y,Y,66,09:02:51,15:26:16,agree_Y,agree_Y,agree_Y,N,N,N,Y,13890,13890,log,0.3,0.7,-57.14,
2026-09-21,minervini_volume_dryup,,006360,4,held,held,N,Y,volume_dryup recent/base=0.62 ≤ 0.70,NA,NA,NA,,,,na,na,na,N,N,,,,36850,replay,0.62,0.7,-11.43,N
2026-09-21,minervini_volume_dryup,,144960,5,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.53 ≤ 0.70,Y,Y,Y,66,09:02:52,15:26:16,agree_Y,agree_Y,agree_Y,N,N,N,Y,10280,10280,log,0.53,0.7,-24.29,
2026-09-21,minervini_volume_dryup,,090430,6,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.63 ≤ 0.70,Y,Y,Y,66,09:02:52,15:26:16,agree_Y,agree_Y,agree_Y,N,N,N,Y,143400,143400,log,0.63,0.7,-10.00,
2026-09-21,minervini_volume_dryup,,007340,7,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.41 ≤ 0.70,Y,Y,Y,66,09:02:52,15:26:16,agree_Y,agree_Y,agree_Y,N,N,Y,Y,49300,49300,log,0.41,0.7,-41.43,
2026-09-21,minervini_volume_dryup,,089860,8,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.47 ≤ 0.70,Y,Y,Y,66,09:02:52,15:26:16,agree_Y,agree_Y,agree_Y,N,N,Y,Y,48900,48900,log,0.47,0.7,-32.86,
2026-09-21,minervini_volume_dryup,,282330,9,slot_available,slot_available,Y,Y,volume_dryup recent/base=0.68 ≤ 0.70,Y,Y,Y,66,09:02:52,15:26:17,agree_Y,agree_Y,agree_Y,N,N,N,Y,138400,138400,log,0.68,0.7,-2.86,
2026-09-21,book_pullback_ma20,,047770,1,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=3674.50 low=3705.00 close=3785.00,Y,Y,Y,6,09:03:35,09:34:27,agree_Y,agree_Y,agree_Y,N,N,Y,Y,3785,3785,log,,,,
2026-09-21,book_pullback_ma20,,018000,2,bought,bought,Y,Y,daily_ma20_pull ma20=1193.50 low=1214.00 close=1285.00,Y,Y,Y,3,09:03:35,09:16:05,agree_Y,agree_Y,agree_Y,N,N,Y,Y,1285,1285,log,,,,
2026-09-21,book_pullback_ma20,,006340,3,bought,bought,Y,Y,daily_ma20_pull ma20=13218.50 low=13000.00 close=13890.00,Y,Y,Y,4,09:03:36,09:22:32,agree_Y,agree_Y,agree_Y,N,N,Y,Y,13890,13890,log,,,,
2026-09-21,book_pullback_ma20,,388050,4,bought,bought,Y,Y,daily_ma20_pull ma20=10182.50 low=10230.00 close=10480.00,Y,Y,Y,5,09:03:36,09:28:18,agree_Y,agree_Y,agree_Y,N,N,Y,Y,10480,10480,log,,,,
2026-09-21,book_pullback_ma20,,006910,5,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=7243.00 low=7380.00 close=7640.00,Y,Y,Y,6,09:03:36,09:34:27,agree_Y,agree_Y,agree_Y,N,N,Y,Y,7640,7640,log,,,,
2026-09-21,book_pullback_ma20,,130660,6,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=12647.50 low=12810.00 close=13040.00,Y,Y,Y,6,09:03:37,09:34:28,agree_Y,agree_Y,agree_Y,N,N,Y,Y,13040,13040,log,,,,
2026-09-21,book_pullback_ma20,,014990,7,bought,bought,Y,Y,daily_ma20_pull ma20=3797.00 low=3815.00 close=4175.00,Y,Y,Y,6,09:03:37,09:34:28,agree_Y,agree_Y,agree_Y,N,N,Y,Y,4175,4175,log,,,,
2026-09-21,book_pullback_ma20,,090710,8,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=6328.00 low=6210.00 close=6450.00,Y,Y,Y,5,09:03:37,09:28:19,agree_Y,agree_Y,agree_Y,N,N,Y,Y,6450,6450,log,,,,
2026-09-21,book_pullback_ma20,,125020,9,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=5950.00 low=5900.00 close=6540.00,Y,Y,Y,5,09:03:38,09:28:19,agree_Y,agree_Y,agree_Y,N,N,Y,Y,6540,6540,log,,,,
2026-09-21,book_pullback_ma20,,089970,10,slot_available,slot_available,Y,Y,daily_ma20_pull ma20=53867.50 low=53400.00 close=55100.00,Y,Y,Y,5,09:03:38,09:28:19,agree_Y,agree_Y,agree_Y,N,N,Y,Y,55100,55100,log,,,,
2026-09-21,book_pullback_ma5,,017900,1,slot_available,slot_available,Y,Y,ma5_pullback ma5=10432.00 low=10230.00 close=10520.00,Y,Y,Y,2,09:04:23,09:10:42,agree_Y,agree_Y,agree_Y,N,N,Y,Y,10520,10520,log,,,,
2026-09-21,book_pullback_ma5,,203650,2,bought,bought,Y,Y,ma5_pullback ma5=2770.00 low=2810.00 close=2830.00,Y,Y,Y,2,09:04:23,09:10:43,agree_Y,agree_Y,agree_Y,N,N,Y,Y,2830,2830,log,,,,
2026-09-21,book_pullback_ma5,,032820,3,slot_available,slot_available,Y,Y,ma5_pullback ma5=13436.00 low=13210.00 close=13870.00,Y,Y,Y,1,09:04:23,09:04:23,agree_Y,agree_Y,agree_Y,N,N,Y,Y,13870,13870,log,,,,
2026-09-21,book_pullback_ma5,,217590,4,slot_available,slot_available,Y,Y,ma5_pullback ma5=13442.00 low=13650.00 close=14550.00,Y,Y,Y,1,09:04:23,09:04:23,agree_Y,agree_Y,agree_Y,N,N,Y,Y,14550,14550,log,,,,
2026-09-21,book_pullback_ma5,,115440,5,bought,bought,Y,Y,ma5_pullback ma5=9370.00 low=9370.00 close=10210.00,Y,Y,Y,1,09:04:24,09:04:24,agree_Y,agree_Y,agree_Y,N,N,Y,Y,10210,10210,log,,,,
2026-09-21,book_pullback_ma5,,332570,6,slot_available,slot_available,Y,Y,ma5_pullback ma5=8526.00 low=8520.00 close=9100.00,N,N,N,,,,replay_only,replay_only,replay_only,N,N,,,,9100,log,,,,
2026-09-21,book_pullback_ma5,,024840,7,slot_available,slot_available,Y,Y,ma5_pullback ma5=5744.00 low=5840.00 close=6500.00,N,N,N,,,,replay_only,replay_only,replay_only,N,N,,,,6500,log,,,,
2026-09-21,book_pullback_ma5,,289080,8,slot_available,slot_available,Y,Y,ma5_pullback ma5=2593.00 low=2625.00 close=2700.00,N,N,N,,,,replay_only,replay_only,replay_only,N,N,,,,2700,log,,,,
2026-09-21,book_pullback_ma5,,030530,9,slot_available,slot_available,Y,Y,ma5_pullback ma5=24760.00 low=25000.00 close=26050.00,N,N,N,,,,replay_only,replay_only,replay_only,N,N,,,,26050,log,,,,
2026-09-21,book_pullback_ma5,,006340,10,slot_available,slot_available,Y,Y,ma5_pullback ma5=13044.00 low=13000.00 close=13890.00,N,N,N,,,,replay_only,replay_only,replay_only,N,N,,,,13890,log,,,,
2026-09-21,rs_leader,live,032580,1,bought,bought,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),Y,Y,Y,1,09:11:33,09:11:33,agree_Y,agree_Y,agree_Y,N,N,Y,Y,5780,5780,log,,,,
2026-09-21,rs_leader,live,017900,2,held,held,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,10520,replay,,,,
2026-09-21,rs_leader,live,000500,3,bought,bought,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),Y,Y,Y,1,09:17:45,09:17:45,agree_Y,agree_Y,agree_Y,N,N,Y,Y,327000,327000,log,,,,
2026-09-21,rs_leader,live,024840,4,held,held,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,6500,replay,,,,
2026-09-21,rs_leader,live,036930,5,no_slot,no_slot,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,205500,replay,,,,
2026-09-21,rs_leader,live,00088K,6,held,held,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,40550,replay,,,,
2026-09-21,rs_leader,live,092190,7,held,held,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,8610,replay,,,,
2026-09-21,rs_leader,live,020120,8,no_slot,no_slot,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,8420,replay,,,,
2026-09-21,rs_leader,live,064290,9,held,held,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,46750,replay,,,,
2026-09-21,rs_leader,live,006340,10,no_slot,no_slot,N,Y,절대상승추세(종가>MA20·종가>MA60·MA20>MA60·60일수익>0),NA,NA,NA,,,,na,na,na,N,N,,,,13890,replay,,,,
2026-09-22,elder_ema_pullback,,009155,1,slot_available,slot_available,Y,N,rule_not_met,N,N,N,,,,agree_N,agree_N,agree_N,N,N,,,,,log,,,,
