bucket,count,mean
>=0.20,75780,-0.000820798835675556
>=0.50,161784,0.0008140098336637226
>=1.00,80943,0.00855467661934085
>=2.00,25227,0.01734982352524449
>=4.00,18318,0.025363792428721495
