cell,count,mean
low-lb120-mg0.3|exo|c0.6,16938,0.0004934231058256367
low-lb120-mg0.3|exo|c0.8,16938,0.0004636600891907806
low-lb120-mg0.3|exo|c1.0,16938,-3.0193034451011587e-05
low-lb120-mg0.3|pit|c0.6,16180,-0.0006728467244738776
low-lb120-mg0.3|pit|c0.8,16180,-9.219197799179734e-05
low-lb120-mg0.3|pit|c1.0,16180,0.0004938931992699682
low-lb60-mg0.3|exo|c0.6,27404,0.001091798497857126
low-lb60-mg0.3|exo|c0.8,27404,0.0005922835463190087
low-lb60-mg0.3|exo|c1.0,27404,0.001480928903357802
low-lb60-mg0.3|pit|c0.6,25872,-4.362240278523578e-05
low-lb60-mg0.3|pit|c0.8,25872,0.0007434158605646057
low-lb60-mg0.3|pit|c1.0,25872,-0.00036283326475587544
low-lb60-mg0.5|exo|c0.6,17606,0.0014281000375556876
low-lb60-mg0.5|exo|c0.8,17606,-0.0008517758877115925
low-lb60-mg0.5|exo|c1.0,17606,0.0007793153525168571
low-lb60-mg0.5|pit|c0.6,16684,0.00030088696701151984
low-lb60-mg0.5|pit|c0.8,16684,0.002146107461248632
low-lb60-mg0.5|pit|c1.0,16684,0.0013249367154284913
